,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
AE,1,1,1,1,1,0.92161156742955608,0.84322313485909084,0.77740892759981106,0.7407412657183805,0.72885761352244804,0.71697396132651148,0.70509030913057635,0.69320665693464001,0.68132300473870744,0.66943935254277098,0.65755570034683597,0.64567204815089951,0.63378839595496694,0.6219047437590306,0.61002109156309547,0.59813743936715902,0.58625378717122656,0.5743701349752901,0.56248648277935498,0.55060283058341852,0.53871917838748606,0.52683552619154961,0.51495187399561315,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069
PEM,1,1,1,1,1,0.95663652666051324,0.91327305332101372,0.86990957998152696,0.83200454554725845,0.81066358657385595,0.78932262760045035,0.76798166862704809,0.7466407096536456,0.72529975068024333,0.70395879170683773,0.68261783273343524,0.66127687376003297,0.63993591478663048,0.61859495581322488,0.59725399683982261,0.57591303786641701,0.55457207889301141,0.53323111991960903,0.51189016094620665,0.49054920197280427,0.46920824299939873,0.44786728402599629,0.42652632505259391,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837
AE_2045,1,1,1,1,1,0.92161156742955608,0.84322313485909084,0.77740892759981106,0.7407412657183805,0.72885761352244804,0.71697396132651148,0.70509030913057635,0.69320665693464001,0.68132300473870744,0.66943935254277098,0.65755570034683597,0.64567204815089951,0.63378839595496694,0.6219047437590306,0.61002109156309547,0.59813743936715902,0.58625378717122656,0.5743701349752901,0.56248648277935498,0.55060283058341852,0.53871917838748606,0.52683552619154961,0.51495187399561315,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069,0.50306822179968069
PEM_2045,1,1,1,1,1,0.95663652666051324,0.91327305332101372,0.86990957998152696,0.83200454554725845,0.81066358657385595,0.78932262760045035,0.76798166862704809,0.7466407096536456,0.72529975068024333,0.70395879170683773,0.68261783273343524,0.66127687376003297,0.63993591478663048,0.61859495581322488,0.59725399683982261,0.57591303786641701,0.55457207889301141,0.53323111991960903,0.51189016094620665,0.49054920197280427,0.46920824299939873,0.44786728402599629,0.42652632505259391,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837,0.40518536607918837
