zext,q,d,y,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Gambia,dry,1,2026,135.82595456506002,165.89999999999998,192.49999999999997,236.39999999999998,236.39999999999998,192.49999999999997,226.4705882352941,165.89999999999998,135.82595456506,135.82595456506,131.5,130.0,130.0,130.0,130.0,130.0,131.5,135.82595456506,135.82595456506002,130.0,130.0,130.0,130.0,135.82595456506
Gambia,dry,1,2028,100.99999999999999,113.5,113.5,113.5,118.8235294117647,113.22707688061999,113.5,113.22707688061999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999
Gambia,dry,1,2030,101.0,113.5,113.5,118.82352941176471,118.82352941176471,113.5,118.82352941176471,113.5,101.00000000000001,101.0,101.0,101.0,101.0,101.00000000000001,101.00000000000001,101.0,101.0,101.0,101.0,101.00000000000001,101.00000000000001,101.0,101.0,101.0
Gambia,dry,1,2032,63.19529411764707,63.19529411764707,53.716,96.36999999999999,96.36999999999999,96.36999999999999,96.36999999999999,53.716,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994
Gambia,dry,1,2035,102.19300000000003,102.19300000000003,93.10200000000002,102.19300000000003,102.19300000000003,102.19300000000003,102.19300000000003,102.19300000000003,51.77599999999999,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,55.1764705882353,46.900000000000006,51.24999999999999,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,51.24999999999999
Gambia,dry,1,2040,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,59.59999999999999,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,60.29411764705884,51.250000000000014,51.250000000000014,51.250000000000014,51.250000000000014,57.37529411764706
Gambia,dry,2,2026,130.0,130.0,130.0,131.5,135.63735821034822,135.82595456506,135.82595456506,135.82595456506002,135.82595456506,135.82595456506,130.0,130.0,130.0,130.0,130.0,130.0,130.0,131.5,130.0,130.0,130.0,130.0,130.0,130.0
Gambia,dry,2,2028,101.00000000000001,101.00000000000001,101.00000000000001,100.99999999999999,100.99999999999999,100.99999999999999,109.7425,109.74249999999999,100.99999999999999,101.00000000000001,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,101.00000000000001,100.99999999999999,101.00000000000001,100.99999999999999,100.99999999999999,100.99999999999999,101.00000000000001,100.99999999999999
Gambia,dry,2,2030,101.0,101.0,101.0,101.0,101.0,101.0,109.1575,109.1575,109.1575,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
Gambia,dry,2,2032,46.35000000000001,46.349999999999994,46.35000000000001,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.35000000000001,46.35000000000001,46.349999999999994,46.35000000000001,46.35000000000001,46.349999999999994,46.35000000000001,46.349999999999994,46.35000000000001,46.349999999999994,46.35000000000001,46.349999999999994,46.349999999999994,46.35000000000001,46.349999999999994
Gambia,dry,2,2035,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,51.25,51.25,51.77599999999999,55.176470588235304,53.949999999999996,51.25,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006,46.900000000000006
Gambia,dry,2,2040,51.250000000000014,51.250000000000014,51.250000000000014,53.95,59.6,60.294117647058826,60.294117647058826,60.294117647058826,60.294117647058826,60.294117647058826,51.25,51.25,51.25,51.250000000000014,51.25,51.250000000000014,51.250000000000014,51.250000000000014,51.25,51.25,51.25,51.25,51.25,51.250000000000014
Gambia,dry,3,2026,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,236.4,135.82595456506002,135.82595456506002,135.82595456506002,135.82595456506002,135.82595456506002,135.82595456506,135.82595456506002,135.82595456506002,135.82595456506002,135.82595456506,131.5,131.5,131.5,135.82595456506,135.82595456506
Gambia,dry,3,2028,123.46,131.5,135.15564887103,135.15564887103,135.15564887103,131.5,123.99999999999999,123.99999999999999,113.5,109.74249999999999,101.00000000000001,100.99999999999999,100.99999999999999,100.99999999999999,100.99999999999999,101.00000000000001,109.74249999999999,109.74249999999999,109.74249999999999,100.99999999999999,100.99999999999999,100.99999999999999,109.74249999999999,113.22707688061998
Gambia,dry,3,2030,124.0,134.485343177,134.485343177,134.485343177,134.485343177,134.485343177,131.5,131.5,120.99999999999999,109.1575,101.0,101.0,100.99999999999999,101.0,101.00000000000004,109.1575,109.1575,113.5,109.1575,101.0,100.99999999999999,100.99999999999999,109.1575,113.5
Gambia,dry,3,2032,110.06706432304998,110.06706432304998,123.45999999999998,123.45999999999998,123.45999999999998,110.06706432304998,106.71999999999998,106.71999999999998,96.36999999999999,51.25,60.29411764705881,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.349999999999994,46.35000000000001,96.36999999999999
Gambia,dry,3,2035,106.42826198403002,128.35683397444,128.35683397444,128.35683397444,128.35683397444,128.35683397444,128.35683397444,110.26266791030001,103.21,95.97817851192718,102.19300000000003,53.949999999999996,53.949999999999996,53.949999999999996,53.949999999999996,53.949999999999996,59.6,59.6,59.6,46.900000000000006,46.900000000000006,46.900000000000006,53.949999999999996,102.19300000000003
Gambia,dry,3,2040,365.90222801690015,365.90222801690015,365.90222801690015,365.90222801690015,365.90222801690015,365.90222801690015,290.3607833188481,290.3607833188481,151.25000000000006,100.68278460663001,70.93425605536335,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,60.29411764705884,70.93425605536335,70.93425605536335,70.93425605536335,70.93425605536335,70.93425605536335,70.93425605536335,97.75000000000001,122.61135659704
Gambia,dry,4,2026,130.0,130.0,130.0,130.0,130.0,131.5,131.5,135.82595456506,135.82595456506,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
Gambia,dry,4,2028,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001,101.00000000000001
