country,zone,attribute,resolution,year,baseline
,,Export revenues with internal zones: $/MWh,,,-8.3
,,Export revenues with internal zones: $m,,,-40611.8
,,Fixed O&M: $/MWh,,,8.9
,,Fixed O&M: $m,,,43509.2
,,Fuel costs: $/MWh,,,19.3
,,Fuel costs: $m,,,93968.6
,,Generation costs: $/MWh,,,11.3
,,Generation costs: $m,,,54769.9
,,Import costs with internal zones: $/MWh,,,16.7
,,Import costs with internal zones: $m,,,81094.3
,,NPV of system cost: $/MWh,,,45.2
,,NPV of system cost: $m,,,219825.7
,,Trade shared benefits: $/MWh,,,-8.3
,,Trade shared benefits: $m,,,-40482.5
,,Transmission costs: $/MWh,,,0.4
,,Transmission costs: $m,,,1830.5
,,Unmet country planning reserve costs: $/MWh,,,0.1
,,Unmet country planning reserve costs: $m,,,371.5
,,Unmet country spinning reserve costs: $/MWh,,,0.0
,,Unmet country spinning reserve costs: $m,,,127.8
,,Unmet demand costs: $/MWh,,,3.6
,,Unmet demand costs: $m,,,17418.7
,,Unmet system planning reserve costs: $m,,,39.6
,,Variable O&M: $/MWh,,,1.6
,,Variable O&M: $m,,,7790.0
Angola,Angola,Annual Energy Exchanges: GWh,DRC,2033.0,2064.6
Angola,Angola,Annual Energy Exchanges: GWh,DRC,2034.0,2204.2
Angola,Angola,Annual Energy Exchanges: GWh,DRC,2035.0,2204.0
Angola,Angola,Annual Energy Exchanges: GWh,DRC,2036.0,2204.8
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2030.0,821.3
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2031.0,801.6
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2032.0,868.8
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2033.0,507.5
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2034.0,2234.6
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2035.0,2003.0
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2036.0,1659.8
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2037.0,44.4
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2038.0,72.7
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2039.0,88.3
Angola,Angola,Annual Energy Exchanges: GWh,Namibia,2040.0,74.4
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2035.0,709.7
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2036.0,704.4
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2037.0,415.3
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2038.0,553.9
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2039.0,1583.7
Angola,Angola,Annual Energy Exchanges: GWh,Zambia,2040.0,1617.9
Angola,Angola,Annual Transmission Capacity: MW,DRC,2033.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2034.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2035.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2036.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2037.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2038.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2039.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,DRC,2040.0,252.1
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2030.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2031.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2032.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2033.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2034.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2035.0,626.0
Angola,Angola,Annual Transmission Capacity: MW,Namibia,2036.0,626.0
