gen,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
ZPCSolarCSP_TH_ZWE,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
SANuclear_NU_ZAF,,,1,0.994842164,0.989684328,0.984526492,0.979368656,0.97421082,0.969052984,0.963298995,0.958007988,0.952457896,0.945940421,0.939669055,0.93308301,0.926357199,0.920628627,0.914630804,0.907362533,0.90142162,0.895137066,0.888157338,0.881012287,0.874769804,0.868571553,0.86241722,0.856306494,0.850239066,0.84421463,0.83823288,0.832293514,0.826396232,0.820540736
SACCGTNG_TH_ZAF,,,1,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
SACoal(Large)_TH_ZAF,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
SACoal(Medium)_TH_ZAF,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
SAOCGTNG_TH_ZAF,,,1,1,0.99,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
SACSP_REN_ZAF,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
SACCGTNGcan_TH_ZAF,,,1,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
SACoal(Medium)can_TH_ZAF,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
MagugaII_HY_SWZ,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kikonge,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwazilandBiomass_BIO_SWZ,,,1,0.994117647,0.988235294,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
Lubhuku_TH_SWZ,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
TanzaniaBiomass_BIO_TZA,,,1,0.994117647,0.988235294,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
Kinyerezi_I_Ext,,,1,1,0.99,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Kiejo_Mbaka_I,,,1,0.993333333,0.986666667,0.98,0.973333333,0.966666667,0.96,0.953333333,0.946666667,0.94,0.933333333,0.928571429,0.923809524,0.919047619,0.914285714,0.90952381,0.904761905,0.9,0.895238095,0.89047619,0.888888889,0.884562548,0.880257264,0.875972935,0.871709458,0.867466732,0.863244655,0.859043128,0.854862051,0.850701323,0.846560847
Kinyerezi_II,,,1,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Kinyezeri_III_PH_I,,,1,1,0.99,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Malagarasi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masigira,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpanga,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iringa_Nginayo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iringa_Ibosa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TanzaniaSolarPV_REN_TZA,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
Singida_II,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
Ruhudji,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumakali,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mnyera_Kwanini,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Songwe_Sofre,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNHPP_1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinyezeri_III_PH_II,,,1,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
Rusumo_HY_TZA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNHPP_2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taveta_HY_TZA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Songwe_Manolo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper_Kihansi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LusiwasiLower_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil'sGorgeNorth_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KafueGorgeLower_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KalungwishiI_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baynes(Namibia)_HY_NAM,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NamibiaCCGTNG_TH_NAM,,,1,0.99,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
NamibiaCoal_TH_NAM,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
NamibiaOCGTNG_TH_NAM,,,1,1,0.99,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
LusiwasiLowerExts_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaambaCoalII_TH_ZMB,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
MambilimbaFallsI_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BatokaGorgeNorth_HY_ZMB,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devil'sGorgeSouth_HY_ZWE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BatokaGorgeSouth_HY_ZWE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gairezi_HY_ZWE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hwange3Extension_TH_ZWE,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
Ruzizi4_HY_ZAR,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KaribaSouthExtension_HY_ZWE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SouthernEnergy_TH_ZWE,,,1,1,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.947050981,0.944111116,0.941180378,0.938258737,0.935346165,0.932442635,0.929548118,0.926662586,0.923786012,0.920918367
SAGenericBiomass_BIO_ZAF,,,1,0.994117647,0.988235294,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
SAGenericSolarPV(Large)22_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericSolarPV(Medium)23_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericSolarPV(Medium)24_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericSolarPV(Medium)25_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericSolarPV(Medium)26_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericSolarPV(Medium)27_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
SAGenericWind21_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind22_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind23_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind24_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind25_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind26_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind27_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind28_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind29_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SAGenericWind30_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
ExistingWind_REN_ZAF,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
ExistingSolarPV(PV)_REN_ZAF,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
ExistingCSP(CSP)_REN_ZAF,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
JohannesburgLandfillGas_TH_ZAF,,,1,1,0.99,0.98,0.96,0.95,0.94,0.94,0.93,0.93,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.89,0.887054339,0.884118427,0.881192233,0.878275723,0.875368866,0.87247163,0.869583984,0.866705894,0.86383733,0.860978261
MkuzeBiomass_BIO_ZAF,,,1,0.994117647,0.988235294,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
NgodwanaEnergyProject_BIO_ZAF,,,1,0.994117647,0.988235294,0.982352941,0.976470588,0.970588235,0.964705882,0.958823529,0.952941176,0.947058824,0.941176471,0.934926471,0.928676471,0.922426471,0.916176471,0.909926471,0.903676471,0.897426471,0.891176471,0.884926471,0.882352941,0.876676702,0.871036979,0.865433537,0.859866141,0.854334562,0.848838567,0.843377928,0.837952419,0.832561811,0.827205882
NamPowerWindFarm_2031,,,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.8,0.77,0.77,0.76,0.75,0.74,0.73,0.73,0.72,0.71,0.7,0.69,0.68247214,0.675026409,0.66766191,0.660377757,0.653173074,0.646046994,0.638998659,0.632027221,0.62513184,0.618311688
SolarRound(PV)_ZMB,,,1,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.582984995,0.566452507,0.550388853,0.534780737,0.519615242,0.504879815,0.490562261,0.476650728,0.463133704,0.45
Sto_ZAF,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_LSO,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_SWZ,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_MOZ,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_SWE,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_BWA,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_NAM,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_ZMB,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_AGO,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_TZA,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Sto_DRC,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
Chasombo_HY_MWI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sto_DRCSouth,,,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.391793662,0.377385037,0.363506304,0.350137976,0.337261283,0.324858143,0.312911142,0.301403505,0.290319073,0.279642283
New_CSP_ZAF,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
New_CSP_LSO,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
New_CSP_SWZ,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
New_CSP_BWA,,,1,0.94903164,0.898987539,0.866121847,0.834209893,0.805082362,0.778125462,0.753572361,0.731323026,0.710746648,0.692411153,0.675883982,0.66110002,0.648030626,0.636179475,0.626027224,0.616908818,0.608965903,0.602217054,0.596329069,0.591240413,0.581974716,0.572854228,0.563876673,0.555039811,0.546341436,0.537779379,0.529351504,0.521055707,0.512889919,0.504852101
