Country,Fuel,Year,Price_Reference_USD_GJ,Price_HighFossil_USD_GJ,Price_AccelTransition_USD_GJ
Mozambique,LNG,2041,11.40,17.40,6.30
Mozambique,LNG,2042,11.30,17.30,6.10
Mozambique,LNG,2043,11.20,17.20,5.90
Mozambique,LNG,2044,11.10,17.10,5.70
Mozambique,LNG,2045,11.00,17.00,5.50
Mozambique,LNG,2046,10.90,16.80,5.30
Mozambique,LNG,2047,10.80,16.60,5.10
Mozambique,LNG,2048,10.70,16.40,4.90
Mozambique,LNG,2049,10.60,16.20,4.70
Mozambique,LNG,2050,10.50,16.00,4.50
Mozambique,LNG,2051,10.40,15.80,4.40
Mozambique,LNG,2052,10.30,15.60,4.30
Mozambique,LNG,2053,10.20,15.40,4.20
Mozambique,LNG,2054,10.10,15.20,4.10
Mozambique,LNG,2055,10.00,15.00,4.00
Mozambique,LNG,2056,9.90,14.80,3.90
Mozambique,LNG,2057,9.80,14.60,3.80
Mozambique,LNG,2058,9.70,14.40,3.70
Mozambique,LNG,2059,9.60,14.20,3.60
Mozambique,LNG,2060,9.50,14.00,3.50
Mozambique,Biomass,2025,3.50,3.80,3.20
Mozambique,Biomass,2026,3.60,3.94,3.26
Mozambique,Biomass,2027,3.70,4.08,3.32
Mozambique,Biomass,2028,3.80,4.22,3.38
Mozambique,Biomass,2029,3.90,4.36,3.44
Mozambique,Biomass,2030,4.00,4.50,3.50
Mozambique,Biomass,2031,4.10,4.60,3.56
Mozambique,Biomass,2032,4.20,4.70,3.62
Mozambique,Biomass,2033,4.30,4.80,3.68
Mozambique,Biomass,2034,4.40,4.90,3.74
Mozambique,Biomass,2035,4.50,5.00,3.80
Mozambique,Biomass,2036,4.60,5.10,3.84
Mozambique,Biomass,2037,4.70,5.20,3.88
Mozambique,Biomass,2038,4.80,5.30,3.92
Mozambique,Biomass,2039,4.90,5.40,3.96
Mozambique,Biomass,2040,5.00,5.50,4.00
Mozambique,Biomass,2041,5.10,5.60,4.04
Mozambique,Biomass,2042,5.20,5.70,4.08
Mozambique,Biomass,2043,5.30,5.80,4.12
Mozambique,Biomass,2044,5.40,5.90,4.16
Mozambique,Biomass,2045,5.50,6.00,4.20
Mozambique,Biomass,2046,5.60,6.16,4.26
Mozambique,Biomass,2047,5.70,6.32,4.32
Mozambique,Biomass,2048,5.80,6.48,4.38
Mozambique,Biomass,2049,5.90,6.64,4.44
Mozambique,Biomass,2050,6.00,6.80,4.50
Mozambique,Biomass,2051,6.10,6.94,4.56
Mozambique,Biomass,2052,6.20,7.08,4.62
Mozambique,Biomass,2053,6.30,7.22,4.68
Mozambique,Biomass,2054,6.40,7.36,4.74
Mozambique,Biomass,2055,6.50,7.50,4.80
Mozambique,Biomass,2056,6.60,7.60,4.84
Mozambique,Biomass,2057,6.70,7.70,4.88
Mozambique,Biomass,2058,6.80,7.80,4.92
Mozambique,Biomass,2059,6.90,7.90,4.96
Mozambique,Biomass,2060,7.00,8.00,5.00
Mozambique,Biogas,2025,8.00,8.50,7.50
Mozambique,Biogas,2026,7.80,8.30,7.20
Mozambique,Biogas,2027,7.60,8.10,6.90
Mozambique,Biogas,2028,7.40,7.90,6.60
Mozambique,Biogas,2029,7.20,7.70,6.30
Mozambique,Biogas,2030,7.00,7.50,6.00
Mozambique,Biogas,2031,6.80,7.30,5.80
Mozambique,Biogas,2032,6.60,7.10,5.60
Mozambique,Biogas,2033,6.40,6.90,5.40
Mozambique,Biogas,2034,6.20,6.70,5.20
Mozambique,Biogas,2035,6.00,6.50,5.00
Mozambique,Biogas,2036,5.90,6.40,4.90
Mozambique,Biogas,2037,5.80,6.30,4.80
Mozambique,Biogas,2038,5.70,6.20,4.70
Mozambique,Biogas,2039,5.60,6.10,4.60
Mozambique,Biogas,2040,5.50,6.00,4.50
Mozambique,Biogas,2041,5.40,5.90,4.40
Mozambique,Biogas,2042,5.30,5.80,4.30
Mozambique,Biogas,2043,5.20,5.70,4.20
Mozambique,Biogas,2044,5.10,5.60,4.10
Mozambique,Biogas,2045,5.00,5.50,4.00
Mozambique,Biogas,2046,4.90,5.40,3.90
Mozambique,Biogas,2047,4.80,5.30,3.80
Mozambique,Biogas,2048,4.70,5.20,3.70
Mozambique,Biogas,2049,4.60,5.10,3.60
Mozambique,Biogas,2050,4.50,5.00,3.50
Mozambique,Biogas,2051,4.44,4.96,3.44
Mozambique,Biogas,2052,4.38,4.92,3.38
Mozambique,Biogas,2053,4.32,4.88,3.32
Mozambique,Biogas,2054,4.26,4.84,3.26
Mozambique,Biogas,2055,4.20,4.80,3.20
Mozambique,Biogas,2056,4.16,4.74,3.16
Mozambique,Biogas,2057,4.12,4.68,3.12
Mozambique,Biogas,2058,4.08,4.62,3.08
Mozambique,Biogas,2059,4.04,4.56,3.04
Mozambique,Biogas,2060,4.00,4.50,3.00
Namibia,HFO,2025,12.00,14.00,11.00
Namibia,HFO,2026,12.20,14.40,10.80
Namibia,HFO,2027,12.40,14.80,10.60
Namibia,HFO,2028,12.60,15.20,10.40
Namibia,HFO,2029,12.80,15.60,10.20
Namibia,HFO,2030,13.00,16.00,10.00
Namibia,HFO,2031,13.10,16.30,9.80
Namibia,HFO,2032,13.20,16.60,9.60
Namibia,HFO,2033,13.30,16.90,9.40
Namibia,HFO,2034,13.40,17.20,9.20
Namibia,HFO,2035,13.50,17.50,9.00
Namibia,HFO,2036,13.60,17.70,8.70
Namibia,HFO,2037,13.70,17.90,8.40
Namibia,HFO,2038,13.80,18.10,8.10
Namibia,HFO,2039,13.90,18.30,7.80
Namibia,HFO,2040,14.00,18.50,7.50
Namibia,HFO,2041,14.00,18.60,7.20
Namibia,HFO,2042,14.00,18.70,6.90
Namibia,HFO,2043,14.00,18.80,6.60
Namibia,HFO,2044,14.00,18.90,6.30
Namibia,HFO,2045,14.00,19.00,6.00
Namibia,HFO,2046,13.90,18.90,5.80
Namibia,HFO,2047,13.80,18.80,5.60
Namibia,HFO,2048,13.70,18.70,5.40
Namibia,HFO,2049,13.60,18.60,5.20
Namibia,HFO,2050,13.50,18.50,5.00
Namibia,HFO,2051,13.40,18.40,4.90
Namibia,HFO,2052,13.30,18.30,4.80
Namibia,HFO,2053,13.20,18.20,4.70
Namibia,HFO,2054,13.10,18.10,4.60
Namibia,HFO,2055,13.00,18.00,4.50
Namibia,HFO,2056,12.90,17.90,4.40
Namibia,HFO,2057,12.80,17.80,4.30
Namibia,HFO,2058,12.70,17.70,4.20
Namibia,HFO,2059,12.60,17.60,4.10
Namibia,HFO,2060,12.50,17.50,4.00
Namibia,Diesel,2025,15.50,18.00,14.50
Namibia,Diesel,2026,15.70,18.50,14.20
Namibia,Diesel,2027,15.90,19.00,13.90
Namibia,Diesel,2028,16.10,19.50,13.60
Namibia,Diesel,2029,16.30,20.00,13.30
Namibia,Diesel,2030,16.50,20.50,13.00
Namibia,Diesel,2031,16.60,20.90,12.70
Namibia,Diesel,2032,16.70,21.30,12.40
Namibia,Diesel,2033,16.80,21.70,12.10
Namibia,Diesel,2034,16.90,22.10,11.80
Namibia,Diesel,2035,17.00,22.50,11.50
Namibia,Diesel,2036,17.10,22.80,11.10
Namibia,Diesel,2037,17.20,23.10,10.70
Namibia,Diesel,2038,17.30,23.40,10.30
Namibia,Diesel,2039,17.40,23.70,9.90
Namibia,Diesel,2040,17.50,24.00,9.50
Namibia,Diesel,2041,17.50,24.10,9.20
Namibia,Diesel,2042,17.50,24.20,8.90
Namibia,Diesel,2043,17.50,24.30,8.60
Namibia,Diesel,2044,17.50,24.40,8.30
Namibia,Diesel,2045,17.50,24.50,8.00
Namibia,Diesel,2046,17.40,24.30,7.70
Namibia,Diesel,2047,17.30,24.10,7.40
Namibia,Diesel,2048,17.20,23.90,7.10
Namibia,Diesel,2049,17.10,23.70,6.80
Namibia,Diesel,2050,17.00,23.50,6.50
Namibia,Diesel,2051,16.90,23.30,6.40
Namibia,Diesel,2052,16.80,23.10,6.30
Namibia,Diesel,2053,16.70,22.90,6.20
Namibia,Diesel,2054,16.60,22.70,6.10
Namibia,Diesel,2055,16.50,22.50,6.00
Namibia,Diesel,2056,16.40,22.30,5.90
Namibia,Diesel,2057,16.30,22.10,5.80
Namibia,Diesel,2058,16.20,21.90,5.70
Namibia,Diesel,2059,16.10,21.70,5.60
Namibia,Diesel,2060,16.00,21.50,5.50
Namibia,Coal,2025,5.70,6.50,5.30
Namibia,Coal,2026,5.66,6.60,5.18
Namibia,Coal,2027,5.62,6.70,5.06
Namibia,Coal,2028,5.58,6.80,4.94
Namibia,Coal,2029,5.54,6.90,4.82
Namibia,Coal,2030,5.50,7.00,4.70
Namibia,Coal,2031,5.46,7.06,4.56
Namibia,Coal,2032,5.42,7.12,4.42
Namibia,Coal,2033,5.38,7.18,4.28
Namibia,Coal,2034,5.34,7.24,4.14
Namibia,Coal,2035,5.30,7.30,4.00
Namibia,Coal,2036,5.24,7.34,3.90
Namibia,Coal,2037,5.18,7.38,3.80
Namibia,Coal,2038,5.12,7.42,3.70
Namibia,Coal,2039,5.06,7.46,3.60
Namibia,Coal,2040,5.00,7.50,3.50
Namibia,Coal,2041,4.90,7.40,3.42
Namibia,Coal,2042,4.80,7.30,3.34
Namibia,Coal,2043,4.70,7.20,3.26
Namibia,Coal,2044,4.60,7.10,3.18
Namibia,Coal,2045,4.50,7.00,3.10
Namibia,Coal,2046,4.40,6.90,3.04
Namibia,Coal,2047,4.30,6.80,2.98
Namibia,Coal,2048,4.20,6.70,2.92
Namibia,Coal,2049,4.10,6.60,2.86
Namibia,Coal,2050,4.00,6.50,2.80
Namibia,Coal,2051,3.90,6.40,2.74
Namibia,Coal,2052,3.80,6.30,2.68
Namibia,Coal,2053,3.70,6.20,2.62
Namibia,Coal,2054,3.60,6.10,2.56
Namibia,Coal,2055,3.50,6.00,2.50
Namibia,Coal,2056,3.46,5.90,2.46
Namibia,Coal,2057,3.42,5.80,2.42
Namibia,Coal,2058,3.38,5.70,2.38
Namibia,Coal,2059,3.34,5.60,2.34
Namibia,Coal,2060,3.30,5.50,2.30
Namibia,Natural Gas,2025,10.50,13.00,9.50
Namibia,Natural Gas,2026,10.60,13.40,9.30
Namibia,Natural Gas,2027,10.70,13.80,9.10
Namibia,Natural Gas,2028,10.80,14.20,8.90
Namibia,Natural Gas,2029,10.90,14.60,8.70
Namibia,Natural Gas,2030,11.00,15.00,8.50
Namibia,Natural Gas,2031,11.10,15.40,8.30
Namibia,Natural Gas,2032,11.20,15.80,8.10
Namibia,Natural Gas,2033,11.30,16.20,7.90
Namibia,Natural Gas,2034,11.40,16.60,7.70
Namibia,Natural Gas,2035,11.50,17.00,7.50
Namibia,Natural Gas,2036,11.50,17.10,7.30
Namibia,Natural Gas,2037,11.50,17.20,7.10
Namibia,Natural Gas,2038,11.50,17.30,6.90
Namibia,Natural Gas,2039,11.50,17.40,6.70
Namibia,Natural Gas,2040,11.50,17.50,6.50
Namibia,Natural Gas,2041,11.40,17.40,6.30
Namibia,Natural Gas,2042,11.30,17.30,6.10
Namibia,Natural Gas,2043,11.20,17.20,5.90
Namibia,Natural Gas,2044,11.10,17.10,5.70
Namibia,Natural Gas,2045,11.00,17.00,5.50
Namibia,Natural Gas,2046,10.90,16.80,5.30
Namibia,Natural Gas,2047,10.80,16.60,5.10
Namibia,Natural Gas,2048,10.70,16.40,4.90
Namibia,Natural Gas,2049,10.60,16.20,4.70
Namibia,Natural Gas,2050,10.50,16.00,4.50
Namibia,Natural Gas,2051,10.40,15.80,4.40
Namibia,Natural Gas,2052,10.30,15.60,4.30
Namibia,Natural Gas,2053,10.20,15.40,4.20
Namibia,Natural Gas,2054,10.10,15.20,4.10
Namibia,Natural Gas,2055,10.00,15.00,4.00
Namibia,Natural Gas,2056,9.90,14.80,3.90
Namibia,Natural Gas,2057,9.80,14.60,3.80
Namibia,Natural Gas,2058,9.70,14.40,3.70
Namibia,Natural Gas,2059,9.60,14.20,3.60
Namibia,Natural Gas,2060,9.50,14.00,3.50
Namibia,LNG,2025,10.50,13.00,9.50
Namibia,LNG,2026,10.60,13.40,9.30
Namibia,LNG,2027,10.70,13.80,9.10
Namibia,LNG,2028,10.80,14.20,8.90
Namibia,LNG,2029,10.90,14.60,8.70
Namibia,LNG,2030,11.00,15.00,8.50
Namibia,LNG,2031,11.10,15.40,8.30
Namibia,LNG,2032,11.20,15.80,8.10
Namibia,LNG,2033,11.30,16.20,7.90
Namibia,LNG,2034,11.40,16.60,7.70
Namibia,LNG,2035,11.50,17.00,7.50
Namibia,LNG,2036,11.50,17.10,7.30
Namibia,LNG,2037,11.50,17.20,7.10
Namibia,LNG,2038,11.50,17.30,6.90
Namibia,LNG,2039,11.50,17.40,6.70
Namibia,LNG,2040,11.50,17.50,6.50
Namibia,LNG,2041,11.40,17.40,6.30
Namibia,LNG,2042,11.30,17.30,6.10
Namibia,LNG,2043,11.20,17.20,5.90
Namibia,LNG,2044,11.10,17.10,5.70
Namibia,LNG,2045,11.00,17.00,5.50
Namibia,LNG,2046,10.90,16.80,5.30
Namibia,LNG,2047,10.80,16.60,5.10
Namibia,LNG,2048,10.70,16.40,4.90
Namibia,LNG,2049,10.60,16.20,4.70
Namibia,LNG,2050,10.50,16.00,4.50
Namibia,LNG,2051,10.40,15.80,4.40
Namibia,LNG,2052,10.30,15.60,4.30
Namibia,LNG,2053,10.20,15.40,4.20
Namibia,LNG,2054,10.10,15.20,4.10
Namibia,LNG,2055,10.00,15.00,4.00
Namibia,LNG,2056,9.90,14.80,3.90
Namibia,LNG,2057,9.80,14.60,3.80
Namibia,LNG,2058,9.70,14.40,3.70
Namibia,LNG,2059,9.60,14.20,3.60
Namibia,LNG,2060,9.50,14.00,3.50
Namibia,Biomass,2025,3.50,3.80,3.20
Namibia,Biomass,2026,3.60,3.94,3.26
Namibia,Biomass,2027,3.70,4.08,3.32
Namibia,Biomass,2028,3.80,4.22,3.38
Namibia,Biomass,2029,3.90,4.36,3.44
Namibia,Biomass,2030,4.00,4.50,3.50
Namibia,Biomass,2031,4.10,4.60,3.56
Namibia,Biomass,2032,4.20,4.70,3.62
Namibia,Biomass,2033,4.30,4.80,3.68
Namibia,Biomass,2034,4.40,4.90,3.74
Namibia,Biomass,2035,4.50,5.00,3.80
Namibia,Biomass,2036,4.60,5.10,3.84
Namibia,Biomass,2037,4.70,5.20,3.88
Namibia,Biomass,2038,4.80,5.30,3.92
Namibia,Biomass,2039,4.90,5.40,3.96
Namibia,Biomass,2040,5.00,5.50,4.00
Namibia,Biomass,2041,5.10,5.60,4.04
Namibia,Biomass,2042,5.20,5.70,4.08
Namibia,Biomass,2043,5.30,5.80,4.12
Namibia,Biomass,2044,5.40,5.90,4.16
Namibia,Biomass,2045,5.50,6.00,4.20
Namibia,Biomass,2046,5.60,6.16,4.26
Namibia,Biomass,2047,5.70,6.32,4.32
Namibia,Biomass,2048,5.80,6.48,4.38
Namibia,Biomass,2049,5.90,6.64,4.44
Namibia,Biomass,2050,6.00,6.80,4.50
Namibia,Biomass,2051,6.10,6.94,4.56
Namibia,Biomass,2052,6.20,7.08,4.62
Namibia,Biomass,2053,6.30,7.22,4.68
Namibia,Biomass,2054,6.40,7.36,4.74
Namibia,Biomass,2055,6.50,7.50,4.80
Namibia,Biomass,2056,6.60,7.60,4.84
Namibia,Biomass,2057,6.70,7.70,4.88
Namibia,Biomass,2058,6.80,7.80,4.92
Namibia,Biomass,2059,6.90,7.90,4.96
Namibia,Biomass,2060,7.00,8.00,5.00
Namibia,Biogas,2025,8.00,8.50,7.50
Namibia,Biogas,2026,7.80,8.30,7.20
Namibia,Biogas,2027,7.60,8.10,6.90
Namibia,Biogas,2028,7.40,7.90,6.60
Namibia,Biogas,2029,7.20,7.70,6.30
Namibia,Biogas,2030,7.00,7.50,6.00
Namibia,Biogas,2031,6.80,7.30,5.80
Namibia,Biogas,2032,6.60,7.10,5.60
Namibia,Biogas,2033,6.40,6.90,5.40
Namibia,Biogas,2034,6.20,6.70,5.20
Namibia,Biogas,2035,6.00,6.50,5.00
Namibia,Biogas,2036,5.90,6.40,4.90
Namibia,Biogas,2037,5.80,6.30,4.80
Namibia,Biogas,2038,5.70,6.20,4.70
Namibia,Biogas,2039,5.60,6.10,4.60
Namibia,Biogas,2040,5.50,6.00,4.50
Namibia,Biogas,2041,5.40,5.90,4.40
Namibia,Biogas,2042,5.30,5.80,4.30
Namibia,Biogas,2043,5.20,5.70,4.20
Namibia,Biogas,2044,5.10,5.60,4.10
Namibia,Biogas,2045,5.00,5.50,4.00
Namibia,Biogas,2046,4.90,5.40,3.90
Namibia,Biogas,2047,4.80,5.30,3.80
Namibia,Biogas,2048,4.70,5.20,3.70
Namibia,Biogas,2049,4.60,5.10,3.60
Namibia,Biogas,2050,4.50,5.00,3.50
Namibia,Biogas,2051,4.44,4.96,3.44
Namibia,Biogas,2052,4.38,4.92,3.38
Namibia,Biogas,2053,4.32,4.88,3.32
Namibia,Biogas,2054,4.26,4.84,3.26
Namibia,Biogas,2055,4.20,4.80,3.20
Namibia,Biogas,2056,4.16,4.74,3.16
Namibia,Biogas,2057,4.12,4.68,3.12
Namibia,Biogas,2058,4.08,4.62,3.08
Namibia,Biogas,2059,4.04,4.56,3.04
Namibia,Biogas,2060,4.00,4.50,3.00
South Africa,HFO,2025,11.50,13.50,10.50
South Africa,HFO,2026,11.70,13.90,10.30
South Africa,HFO,2027,11.90,14.30,10.10
South Africa,HFO,2028,12.10,14.70,9.90
South Africa,HFO,2029,12.30,15.10,9.70
South Africa,HFO,2030,12.50,15.50,9.50
South Africa,HFO,2031,12.60,15.80,9.30
South Africa,HFO,2032,12.70,16.10,9.10
South Africa,HFO,2033,12.80,16.40,8.90
South Africa,HFO,2034,12.90,16.70,8.70
South Africa,HFO,2035,13.00,17.00,8.50
South Africa,HFO,2036,13.10,17.20,8.20
South Africa,HFO,2037,13.20,17.40,7.90
South Africa,HFO,2038,13.30,17.60,7.60
South Africa,HFO,2039,13.40,17.80,7.30
South Africa,HFO,2040,13.50,18.00,7.00
South Africa,HFO,2041,13.50,18.10,6.70
South Africa,HFO,2042,13.50,18.20,6.40
South Africa,HFO,2043,13.50,18.30,6.10
South Africa,HFO,2044,13.50,18.40,5.80
South Africa,HFO,2045,13.50,18.50,5.50
South Africa,HFO,2046,13.40,18.40,5.30
South Africa,HFO,2047,13.30,18.30,5.10
South Africa,HFO,2048,13.20,18.20,4.90
South Africa,HFO,2049,13.10,18.10,4.70
South Africa,HFO,2050,13.00,18.00,4.50
South Africa,HFO,2051,12.90,17.90,4.40
South Africa,HFO,2052,12.80,17.80,4.30
South Africa,HFO,2053,12.70,17.70,4.20
South Africa,HFO,2054,12.60,17.60,4.10
South Africa,HFO,2055,12.50,17.50,4.00
South Africa,HFO,2056,12.40,17.40,3.90
South Africa,HFO,2057,12.30,17.30,3.80
South Africa,HFO,2058,12.20,17.20,3.70
South Africa,HFO,2059,12.10,17.10,3.60
South Africa,HFO,2060,12.00,17.00,3.50
South Africa,Diesel,2025,15.00,17.50,14.00
South Africa,Diesel,2026,15.20,18.00,13.70
South Africa,Diesel,2027,15.40,18.50,13.40
South Africa,Diesel,2028,15.60,19.00,13.10
South Africa,Diesel,2029,15.80,19.50,12.80
South Africa,Diesel,2030,16.00,20.00,12.50
South Africa,Diesel,2031,16.10,20.40,12.20
South Africa,Diesel,2032,16.20,20.80,11.90
South Africa,Diesel,2033,16.30,21.20,11.60
South Africa,Diesel,2034,16.40,21.60,11.30
South Africa,Diesel,2035,16.50,22.00,11.00
South Africa,Diesel,2036,16.60,22.30,10.60
South Africa,Diesel,2037,16.70,22.60,10.20
South Africa,Diesel,2038,16.80,22.90,9.80
South Africa,Diesel,2039,16.90,23.20,9.40
South Africa,Diesel,2040,17.00,23.50,9.00
South Africa,Diesel,2041,17.00,23.60,8.70
South Africa,Diesel,2042,17.00,23.70,8.40
South Africa,Diesel,2043,17.00,23.80,8.10
South Africa,Diesel,2044,17.00,23.90,7.80
South Africa,Diesel,2045,17.00,24.00,7.50
South Africa,Diesel,2046,16.90,23.80,7.20
South Africa,Diesel,2047,16.80,23.60,6.90
South Africa,Diesel,2048,16.70,23.40,6.60
South Africa,Diesel,2049,16.60,23.20,6.30
South Africa,Diesel,2050,16.50,23.00,6.00
South Africa,Diesel,2051,16.40,22.80,5.90
South Africa,Diesel,2052,16.30,22.60,5.80
South Africa,Diesel,2053,16.20,22.40,5.70
South Africa,Diesel,2054,16.10,22.20,5.60
South Africa,Diesel,2055,16.00,22.00,5.50
South Africa,Diesel,2056,15.90,21.80,5.40
South Africa,Diesel,2057,15.80,21.60,5.30
South Africa,Diesel,2058,15.70,21.40,5.20
South Africa,Diesel,2059,15.60,21.20,5.10
South Africa,Diesel,2060,15.50,21.00,5.00
South Africa,Coal,2025,1.80,1.80,1.80
South Africa,Coal,2026,1.84,1.84,1.84
South Africa,Coal,2027,1.88,1.88,1.88
South Africa,Coal,2028,1.92,1.92,1.92
South Africa,Coal,2029,1.96,1.96,1.96
South Africa,Coal,2030,2.00,2.00,2.00
South Africa,Coal,2031,2.04,2.04,2.04
South Africa,Coal,2032,2.08,2.08,2.08
South Africa,Coal,2033,2.12,2.12,2.12
South Africa,Coal,2034,2.16,2.16,2.16
South Africa,Coal,2035,2.20,2.20,2.20
South Africa,Coal,2036,2.22,2.22,2.16
South Africa,Coal,2037,2.24,2.24,2.12
South Africa,Coal,2038,2.26,2.26,2.08
South Africa,Coal,2039,2.28,2.28,2.04
South Africa,Coal,2040,2.30,2.30,2.00
South Africa,Coal,2041,2.28,2.28,1.96
South Africa,Coal,2042,2.26,2.26,1.92
South Africa,Coal,2043,2.24,2.24,1.88
South Africa,Coal,2044,2.22,2.22,1.84
South Africa,Coal,2045,2.20,2.20,1.80
South Africa,Coal,2046,2.16,2.16,1.74
South Africa,Coal,2047,2.12,2.12,1.68
South Africa,Coal,2048,2.08,2.08,1.62
South Africa,Coal,2049,2.04,2.04,1.56
South Africa,Coal,2050,2.00,2.00,1.50
South Africa,Coal,2051,1.96,1.96,1.44
South Africa,Coal,2052,1.92,1.92,1.38
South Africa,Coal,2053,1.88,1.88,1.32
South Africa,Coal,2054,1.84,1.84,1.26
South Africa,Coal,2055,1.80,1.80,1.20
South Africa,Coal,2056,1.74,1.74,1.16
South Africa,Coal,2057,1.68,1.68,1.12
South Africa,Coal,2058,1.62,1.62,1.08
South Africa,Coal,2059,1.56,1.56,1.04
South Africa,Coal,2060,1.50,1.50,1.00
South Africa,Natural Gas,2025,6.50,7.50,6.00
South Africa,Natural Gas,2026,6.60,7.80,5.90
South Africa,Natural Gas,2027,6.70,8.10,5.80
South Africa,Natural Gas,2028,6.80,8.40,5.70
South Africa,Natural Gas,2029,6.90,8.70,5.60
South Africa,Natural Gas,2030,7.00,9.00,5.50
South Africa,Natural Gas,2031,7.10,9.30,5.40
South Africa,Natural Gas,2032,7.20,9.60,5.30
South Africa,Natural Gas,2033,7.30,9.90,5.20
South Africa,Natural Gas,2034,7.40,10.20,5.10
South Africa,Natural Gas,2035,7.50,10.50,5.00
South Africa,Natural Gas,2036,7.50,10.60,4.90
South Africa,Natural Gas,2037,7.50,10.70,4.80
South Africa,Natural Gas,2038,7.50,10.80,4.70
South Africa,Natural Gas,2039,7.50,10.90,4.60
South Africa,Natural Gas,2040,7.50,11.00,4.50
South Africa,Natural Gas,2041,7.50,11.00,4.40
South Africa,Natural Gas,2042,7.50,11.00,4.30
South Africa,Natural Gas,2043,7.50,11.00,4.20
South Africa,Natural Gas,2044,7.50,11.00,4.10
South Africa,Natural Gas,2045,7.50,11.00,4.00
South Africa,Natural Gas,2046,7.40,10.90,3.90
South Africa,Natural Gas,2047,7.30,10.80,3.80
South Africa,Natural Gas,2048,7.20,10.70,3.70
South Africa,Natural Gas,2049,7.10,10.60,3.60
South Africa,Natural Gas,2050,7.00,10.50,3.50
South Africa,Natural Gas,2051,6.90,10.40,3.40
South Africa,Natural Gas,2052,6.80,10.30,3.30
South Africa,Natural Gas,2053,6.70,10.20,3.20
South Africa,Natural Gas,2054,6.60,10.10,3.10
South Africa,Natural Gas,2055,6.50,10.00,3.00
South Africa,Natural Gas,2056,6.40,9.90,2.90
South Africa,Natural Gas,2057,6.30,9.80,2.80
South Africa,Natural Gas,2058,6.20,9.70,2.70
South Africa,Natural Gas,2059,6.10,9.60,2.60
South Africa,Natural Gas,2060,6.00,9.50,2.50
South Africa,LNG,2025,10.50,13.00,9.50
South Africa,LNG,2026,10.60,13.40,9.30
South Africa,LNG,2027,10.70,13.80,9.10
South Africa,LNG,2028,10.80,14.20,8.90
South Africa,LNG,2029,10.90,14.60,8.70
South Africa,LNG,2030,11.00,15.00,8.50
South Africa,LNG,2031,11.10,15.40,8.30
South Africa,LNG,2032,11.20,15.80,8.10
South Africa,LNG,2033,11.30,16.20,7.90
South Africa,LNG,2034,11.40,16.60,7.70
South Africa,LNG,2035,11.50,17.00,7.50
South Africa,LNG,2036,11.50,17.10,7.30
South Africa,LNG,2037,11.50,17.20,7.10
South Africa,LNG,2038,11.50,17.30,6.90
South Africa,LNG,2039,11.50,17.40,6.70
South Africa,LNG,2040,11.50,17.50,6.50
South Africa,LNG,2041,11.40,17.40,6.30
South Africa,LNG,2042,11.30,17.30,6.10
South Africa,LNG,2043,11.20,17.20,5.90
South Africa,LNG,2044,11.10,17.10,5.70
South Africa,LNG,2045,11.00,17.00,5.50
South Africa,LNG,2046,10.90,16.80,5.30
South Africa,LNG,2047,10.80,16.60,5.10
South Africa,LNG,2048,10.70,16.40,4.90
South Africa,LNG,2049,10.60,16.20,4.70
South Africa,LNG,2050,10.50,16.00,4.50
South Africa,LNG,2051,10.40,15.80,4.40
South Africa,LNG,2052,10.30,15.60,4.30
South Africa,LNG,2053,10.20,15.40,4.20
South Africa,LNG,2054,10.10,15.20,4.10
South Africa,LNG,2055,10.00,15.00,4.00
South Africa,LNG,2056,9.90,14.80,3.90
South Africa,LNG,2057,9.80,14.60,3.80
South Africa,LNG,2058,9.70,14.40,3.70
South Africa,LNG,2059,9.60,14.20,3.60
South Africa,LNG,2060,9.50,14.00,3.50
South Africa,Biomass,2025,3.50,3.80,3.20
South Africa,Biomass,2026,3.60,3.94,3.26
South Africa,Biomass,2027,3.70,4.08,3.32
South Africa,Biomass,2028,3.80,4.22,3.38
South Africa,Biomass,2029,3.90,4.36,3.44
South Africa,Biomass,2030,4.00,4.50,3.50
South Africa,Biomass,2031,4.10,4.60,3.56
South Africa,Biomass,2032,4.20,4.70,3.62
South Africa,Biomass,2033,4.30,4.80,3.68
South Africa,Biomass,2034,4.40,4.90,3.74
South Africa,Biomass,2035,4.50,5.00,3.80
South Africa,Biomass,2036,4.60,5.10,3.84
South Africa,Biomass,2037,4.70,5.20,3.88
South Africa,Biomass,2038,4.80,5.30,3.92
South Africa,Biomass,2039,4.90,5.40,3.96
South Africa,Biomass,2040,5.00,5.50,4.00
South Africa,Biomass,2041,5.10,5.60,4.04
South Africa,Biomass,2042,5.20,5.70,4.08
South Africa,Biomass,2043,5.30,5.80,4.12
South Africa,Biomass,2044,5.40,5.90,4.16
South Africa,Biomass,2045,5.50,6.00,4.20
South Africa,Biomass,2046,5.60,6.16,4.26
South Africa,Biomass,2047,5.70,6.32,4.32
South Africa,Biomass,2048,5.80,6.48,4.38
South Africa,Biomass,2049,5.90,6.64,4.44
South Africa,Biomass,2050,6.00,6.80,4.50
South Africa,Biomass,2051,6.10,6.94,4.56
South Africa,Biomass,2052,6.20,7.08,4.62
South Africa,Biomass,2053,6.30,7.22,4.68
South Africa,Biomass,2054,6.40,7.36,4.74
South Africa,Biomass,2055,6.50,7.50,4.80
South Africa,Biomass,2056,6.60,7.60,4.84
South Africa,Biomass,2057,6.70,7.70,4.88
