Zone,m,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Eswatini,Q1,d1,0.41,0.39,0.38,0.38,0.4,0.4,0.44,0.49,0.54,0.55,0.55,0.56,0.55,0.53,0.52,0.5,0.52,0.54,0.58,0.64,0.57,0.5,0.44,0.41
Lesotho,Q1,d1,0.34,0.34,0.34,0.36,0.42,0.46,0.52,0.58,0.63,0.62,0.62,0.6,0.59,0.57,0.55,0.55,0.55,0.57,0.68,0.68,0.61,0.52,0.44,0.4
Malawi,Q1,d1,0.46,0.45,0.44,0.44,0.46,0.51,0.49,0.51,0.57,0.62,0.65,0.69,0.66,0.63,0.61,0.59,0.61,0.64,0.73,0.68,0.62,0.56,0.52,0.47
Namibia,Q1,d1,0.65,0.63,0.62,0.61,0.59,0.61,0.6,0.6,0.62,0.64,0.64,0.64,0.64,0.65,0.66,0.66,0.68,0.7,0.73,0.77,0.8,0.77,0.72,0.68
Zimbabwe,Q1,d1,0.54,0.52,0.52,0.52,0.52,0.54,0.55,0.57,0.59,0.57,0.56,0.55,0.55,0.55,0.55,0.55,0.58,0.57,0.61,0.62,0.6,0.6,0.57,0.56
Zambia,Q1,d1,0.64,0.63,0.62,0.61,0.61,0.62,0.65,0.67,0.71,0.71,0.7,0.71,0.72,0.71,0.7,0.7,0.7,0.72,0.74,0.8,0.78,0.73,0.68,0.65
Tanzania,Q1,d1,0.59,0.55,0.54,0.53,0.52,0.53,0.54,0.55,0.58,0.59,0.6,0.62,0.63,0.65,0.65,0.65,0.65,0.64,0.65,0.71,0.7,0.69,0.67,0.63
South Africa,Q1,d1,0.52,0.52,0.51,0.52,0.53,0.57,0.61,0.63,0.66,0.66,0.67,0.67,0.67,0.66,0.67,0.67,0.66,0.66,0.65,0.68,0.68,0.64,0.59,0.56
Botswana,Q1,d1,0.52,0.51,0.5,0.49,0.49,0.49,0.51,0.53,0.57,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.6,0.62,0.68,0.71,0.68,0.63,0.58
Mozambique_South,Q1,d1,0.59,0.55,0.52,0.5,0.49,0.47,0.57,0.62,0.69,0.74,0.74,0.73,0.71,0.72,0.72,0.72,0.73,0.72,0.75,0.83,0.81,0.74,0.66,0.56
Mozambique_Central,Q1,d1,0.63,0.59,0.56,0.54,0.53,0.5,0.53,0.57,0.64,0.69,0.71,0.7,0.7,0.7,0.7,0.7,0.69,0.69,0.72,0.81,0.79,0.74,0.68,0.6
Mozambique_North,Q1,d1,0.61,0.57,0.54,0.53,0.51,0.49,0.51,0.55,0.61,0.66,0.68,0.67,0.66,0.66,0.66,0.65,0.65,0.67,0.75,0.87,0.86,0.77,0.68,0.58
Angola_North,Q1,d1,0.7,0.65,0.62,0.59,0.58,0.59,0.64,0.68,0.75,0.79,0.8,0.79,0.79,0.79,0.81,0.8,0.81,0.82,0.85,0.95,0.97,0.95,0.87,0.76
Angola_Central,Q1,d1,0.77,0.73,0.71,0.68,0.67,0.67,0.69,0.7,0.73,0.76,0.77,0.77,0.77,0.77,0.79,0.78,0.78,0.79,0.81,0.9,0.92,0.9,0.86,0.81
Angola_South,Q1,d1,0.76,0.72,0.69,0.67,0.65,0.66,0.69,0.7,0.73,0.75,0.76,0.76,0.76,0.76,0.78,0.77,0.78,0.79,0.84,0.95,0.97,0.93,0.87,0.8
Angola_East,Q1,d1,0.83,0.8,0.79,0.77,0.75,0.74,0.72,0.71,0.73,0.74,0.75,0.76,0.76,0.76,0.77,0.76,0.76,0.76,0.77,0.87,0.9,0.9,0.89,0.86
Eswatini,Q1,d2,0.52,0.5,0.5,0.5,0.51,0.52,0.58,0.66,0.7,0.69,0.65,0.63,0.62,0.61,0.61,0.61,0.63,0.65,0.71,0.75,0.68,0.6,0.54,0.5
Lesotho,Q1,d2,0.42,0.41,0.41,0.41,0.48,0.53,0.58,0.67,0.71,0.7,0.66,0.63,0.61,0.6,0.59,0.58,0.59,0.66,0.74,0.72,0.64,0.55,0.47,0.41
Malawi,Q1,d2,0.5,0.49,0.49,0.49,0.51,0.57,0.62,0.64,0.64,0.62,0.63,0.66,0.65,0.61,0.59,0.6,0.61,0.65,0.74,0.72,0.63,0.55,0.51,0.48
Namibia,Q1,d2,0.66,0.65,0.63,0.63,0.63,0.64,0.65,0.67,0.67,0.67,0.67,0.67,0.68,0.68,0.67,0.67,0.69,0.72,0.76,0.8,0.83,0.78,0.72,0.67
Zimbabwe,Q1,d2,0.63,0.62,0.62,0.61,0.63,0.65,0.67,0.68,0.69,0.69,0.67,0.67,0.66,0.66,0.66,0.66,0.68,0.72,0.75,0.77,0.72,0.68,0.66,0.64
Zambia,Q1,d2,0.71,0.7,0.69,0.69,0.69,0.71,0.73,0.75,0.77,0.76,0.75,0.76,0.78,0.78,0.76,0.75,0.74,0.76,0.79,0.86,0.83,0.79,0.75,0.71
Tanzania,Q1,d2,0.62,0.6,0.58,0.57,0.56,0.56,0.57,0.57,0.59,0.61,0.63,0.64,0.64,0.64,0.64,0.64,0.63,0.64,0.65,0.7,0.7,0.69,0.67,0.63
South Africa,Q1,d2,0.62,0.61,0.6,0.6,0.61,0.63,0.66,0.7,0.73,0.75,0.75,0.74,0.73,0.72,0.7,0.7,0.7,0.71,0.74,0.79,0.77,0.71,0.66,0.63
Botswana,Q1,d2,0.61,0.59,0.58,0.57,0.58,0.59,0.62,0.65,0.69,0.7,0.69,0.69,0.69,0.69,0.69,0.69,0.7,0.71,0.73,0.8,0.81,0.75,0.69,0.64
Mozambique_South,Q1,d2,0.63,0.59,0.56,0.54,0.53,0.52,0.6,0.63,0.68,0.7,0.7,0.69,0.67,0.69,0.71,0.71,0.73,0.75,0.81,0.89,0.88,0.82,0.73,0.65
Mozambique_Central,Q1,d2,0.67,0.63,0.6,0.59,0.58,0.55,0.56,0.59,0.63,0.66,0.67,0.67,0.67,0.67,0.68,0.69,0.69,0.72,0.78,0.87,0.87,0.82,0.76,0.7
Mozambique_North,Q1,d2,0.65,0.61,0.59,0.57,0.56,0.54,0.53,0.56,0.6,0.63,0.64,0.64,0.63,0.64,0.64,0.64,0.65,0.7,0.81,0.93,0.94,0.86,0.76,0.67
Angola_North,Q1,d2,0.7,0.65,0.62,0.6,0.59,0.6,0.65,0.7,0.76,0.78,0.78,0.78,0.76,0.78,0.8,0.8,0.82,0.83,0.87,0.97,0.99,0.95,0.87,0.77
Angola_Central,Q1,d2,0.78,0.74,0.71,0.69,0.68,0.68,0.71,0.72,0.74,0.75,0.75,0.76,0.75,0.76,0.78,0.78,0.79,0.81,0.83,0.92,0.94,0.91,0.87,0.81
Angola_South,Q1,d2,0.77,0.72,0.7,0.68,0.67,0.67,0.7,0.72,0.73,0.75,0.75,0.75,0.74,0.75,0.77,0.77,0.79,0.81,0.86,0.97,0.99,0.94,0.87,0.8
Angola_East,Q1,d2,0.84,0.81,0.79,0.78,0.76,0.75,0.74,0.73,0.73,0.74,0.74,0.75,0.74,0.75,0.76,0.77,0.77,0.78,0.79,0.89,0.92,0.91,0.9,0.87
Eswatini,Q1,d3,0.54,0.53,0.52,0.53,0.56,0.61,0.65,0.7,0.74,0.74,0.73,0.72,0.72,0.7,0.69,0.69,0.69,0.7,0.76,0.78,0.71,0.64,0.58,0.54
Lesotho,Q1,d3,0.44,0.43,0.43,0.44,0.49,0.57,0.65,0.71,0.75,0.74,0.71,0.68,0.65,0.64,0.63,0.62,0.63,0.7,0.78,0.76,0.68,0.58,0.5,0.45
Malawi,Q1,d3,0.52,0.52,0.51,0.51,0.54,0.61,0.66,0.7,0.71,0.71,0.72,0.75,0.72,0.66,0.62,0.63,0.67,0.7,0.8,0.78,0.69,0.61,0.56,0.53
Namibia,Q1,d3,0.66,0.64,0.63,0.63,0.63,0.65,0.67,0.68,0.7,0.7,0.69,0.68,0.69,0.69,0.68,0.68,0.69,0.72,0.76,0.8,0.81,0.77,0.72,0.68
Zimbabwe,Q1,d3,0.65,0.64,0.63,0.63,0.65,0.67,0.67,0.67,0.69,0.7,0.68,0.69,0.68,0.67,0.67,0.67,0.68,0.7,0.73,0.74,0.72,0.71,0.69,0.67
Zambia,Q1,d3,0.71,0.7,0.69,0.69,0.7,0.71,0.73,0.76,0.8,0.79,0.79,0.8,0.81,0.8,0.78,0.77,0.77,0.77,0.81,0.86,0.84,0.81,0.77,0.75
Tanzania,Q1,d3,0.62,0.62,0.58,0.58,0.57,0.57,0.58,0.59,0.62,0.65,0.66,0.67,0.67,0.66,0.66,0.66,0.65,0.65,0.66,0.71,0.71,0.71,0.69,0.65
South Africa,Q1,d3,0.64,0.63,0.62,0.62,0.63,0.67,0.71,0.74,0.78,0.79,0.79,0.78,0.78,0.76,0.75,0.74,0.74,0.75,0.77,0.8,0.78,0.73,0.68,0.64
Botswana,Q1,d3,0.63,0.61,0.6,0.6,0.61,0.65,0.68,0.69,0.73,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.77,0.82,0.81,0.75,0.69,0.65
Mozambique_South,Q1,d3,0.63,0.58,0.55,0.54,0.53,0.54,0.66,0.71,0.78,0.82,0.82,0.8,0.76,0.78,0.78,0.78,0.79,0.8,0.85,0.91,0.9,0.84,0.74,0.67
Mozambique_Central,Q1,d3,0.66,0.62,0.6,0.58,0.58,0.58,0.61,0.66,0.72,0.77,0.78,0.77,0.76,0.75,0.76,0.75,0.75,0.76,0.82,0.89,0.88,0.84,0.77,0.71
Mozambique_North,Q1,d3,0.64,0.6,0.58,0.56,0.56,0.56,0.59,0.63,0.69,0.73,0.74,0.74,0.72,0.71,0.71,0.7,0.7,0.74,0.85,0.95,0.95,0.87,0.77,0.69
Angola_North,Q1,d3,0.7,0.65,0.62,0.6,0.59,0.59,0.64,0.69,0.75,0.79,0.8,0.79,0.79,0.8,0.82,0.83,0.85,0.86,0.9,1,1.02,0.99,0.91,0.79
Angola_Central,Q1,d3,0.77,0.74,0.72,0.69,0.67,0.68,0.7,0.71,0.74,0.76,0.77,0.77,0.77,0.78,0.8,0.8,0.82,0.83,0.86,0.95,0.96,0.94,0.9,0.84
Angola_South,Q1,d3,0.77,0.73,0.7,0.67,0.66,0.66,0.69,0.71,0.73,0.75,0.76,0.76,0.76,0.77,0.79,0.79,0.82,0.83,0.88,1,1.02,0.97,0.91,0.83
Angola_East,Q1,d3,0.84,0.81,0.79,0.77,0.76,0.74,0.73,0.72,0.73,0.75,0.76,0.76,0.76,0.77,0.78,0.79,0.8,0.8,0.82,0.91,0.94,0.94,0.93,0.9
Eswatini,Q1,d4,0.58,0.56,0.56,0.57,0.66,0.79,0.76,0.77,0.79,0.79,0.8,0.8,0.79,0.79,0.79,0.8,0.79,0.79,0.85,0.85,0.79,0.7,0.64,0.61
Lesotho,Q1,d4,0.43,0.42,0.43,0.45,0.57,0.72,0.77,0.78,0.79,0.78,0.75,0.72,0.68,0.67,0.66,0.65,0.66,0.73,0.81,0.79,0.72,0.61,0.52,0.47
Malawi,Q1,d4,0.52,0.51,0.51,0.52,0.57,0.69,0.7,0.7,0.73,0.73,0.75,0.77,0.74,0.7,0.7,0.72,0.73,0.74,0.83,0.8,0.71,0.63,0.58,0.54
Namibia,Q1,d4,0.66,0.65,0.64,0.63,0.65,0.71,0.75,0.74,0.76,0.76,0.75,0.74,0.75,0.75,0.76,0.77,0.78,0.78,0.81,0.85,0.86,0.8,0.73,0.69
Zimbabwe,Q1,d4,0.65,0.64,0.64,0.64,0.67,0.73,0.72,0.7,0.72,0.72,0.71,0.71,0.7,0.69,0.7,0.7,0.71,0.74,0.78,0.79,0.75,0.73,0.7,0.67
Zambia,Q1,d4,0.72,0.7,0.7,0.7,0.71,0.75,0.77,0.78,0.8,0.8,0.79,0.8,0.81,0.8,0.79,0.78,0.79,0.79,0.82,0.88,0.86,0.82,0.77,0.74
Tanzania,Q1,d4,0.63,0.61,0.59,0.58,0.58,0.6,0.62,0.62,0.66,0.69,0.7,0.7,0.7,0.68,0.68,0.68,0.68,0.68,0.69,0.74,0.74,0.74,0.71,0.67
South Africa,Q1,d4,0.64,0.63,0.63,0.63,0.65,0.71,0.77,0.79,0.81,0.82,0.83,0.83,0.82,0.81,0.81,0.81,0.81,0.8,0.81,0.84,0.82,0.77,0.71,0.67
Botswana,Q1,d4,0.62,0.6,0.59,0.59,0.65,0.76,0.77,0.73,0.75,0.77,0.77,0.78,0.79,0.78,0.8,0.81,0.81,0.79,0.81,0.87,0.86,0.79,0.72,0.66
Mozambique_South,Q1,d4,0.62,0.57,0.55,0.53,0.53,0.55,0.68,0.74,0.82,0.86,0.86,0.84,0.8,0.82,0.84,0.84,0.83,0.82,0.88,0.93,0.91,0.84,0.73,0.66
Mozambique_Central,Q1,d4,0.65,0.61,0.59,0.58,0.58,0.59,0.64,0.68,0.76,0.8,0.82,0.81,0.79,0.8,0.8,0.8,0.79,0.79,0.84,0.91,0.89,0.84,0.76,0.7
Mozambique_North,Q1,d4,0.63,0.59,0.57,0.56,0.56,0.58,0.61,0.66,0.73,0.76,0.78,0.77,0.75,0.75,0.76,0.75,0.74,0.76,0.88,0.98,0.96,0.87,0.76,0.68
Angola_North,Q1,d4,0.7,0.65,0.62,0.6,0.59,0.6,0.66,0.72,0.78,0.83,0.85,0.84,0.83,0.84,0.85,0.86,0.87,0.88,0.91,1.01,1.02,0.99,0.9,0.79
Angola_Central,Q1,d4,0.77,0.74,0.71,0.69,0.68,0.68,0.72,0.74,0.77,0.8,0.81,0.82,0.81,0.81,0.83,0.83,0.85,0.85,0.87,0.95,0.96,0.94,0.89,0.83
Angola_South,Q1,d4,0.77,0.73,0.69,0.67,0.66,0.67,0.71,0.73,0.76,0.8,0.81,0.81,0.8,0.8,0.82,0.83,0.84,0.85,0.89,1.01,1.02,0.97,0.9,0.82
Angola_East,Q1,d4,0.84,0.81,0.79,0.77,0.76,0.75,0.74,0.74,0.76,0.79,0.8,0.81,0.8,0.8,0.81,0.82,0.82,0.82,0.83,0.91,0.94,0.94,0.93,0.89
Eswatini,Q2,d1,0.43,0.42,0.41,0.41,0.45,0.51,0.55,0.62,0.64,0.63,0.61,0.59,0.58,0.56,0.56,0.57,0.59,0.67,0.72,0.65,0.57,0.5,0.45,0.43
Lesotho,Q2,d1,0.47,0.45,0.46,0.46,0.54,0.61,0.68,0.78,0.84,0.85,0.82,0.77,0.74,0.71,0.69,0.68,0.69,0.78,0.88,0.86,0.78,0.66,0.55,0.49
Malawi,Q2,d1,0.55,0.55,0.55,0.56,0.6,0.68,0.71,0.74,0.73,0.72,0.73,0.75,0.74,0.68,0.67,0.69,0.71,0.79,0.85,0.79,0.7,0.62,0.57,0.54
Namibia,Q2,d1,0.62,0.61,0.6,0.59,0.6,0.64,0.68,0.69,0.7,0.68,0.67,0.66,0.66,0.65,0.65,0.65,0.68,0.73,0.82,0.87,0.81,0.75,0.69,0.64
Zimbabwe,Q2,d1,0.7,0.69,0.69,0.69,0.71,0.73,0.73,0.74,0.74,0.72,0.7,0.69,0.7,0.7,0.7,0.71,0.72,0.73,0.76,0.73,0.73,0.74,0.74,0.72
Zambia,Q2,d1,0.75,0.75,0.75,0.74,0.75,0.76,0.73,0.74,0.75,0.73,0.71,0.71,0.7,0.7,0.7,0.71,0.72,0.72,0.76,0.77,0.77,0.77,0.77,0.76
Tanzania,Q2,d1,0.57,0.55,0.53,0.52,0.52,0.52,0.53,0.55,0.58,0.61,0.64,0.65,0.65,0.64,0.64,0.65,0.66,0.67,0.71,0.75,0.74,0.72,0.66,0.59
South Africa,Q2,d1,0.6,0.59,0.58,0.59,0.59,0.62,0.67,0.7,0.74,0.75,0.75,0.74,0.73,0.71,0.7,0.7,0.7,0.73,0.79,0.79,0.74,0.69,0.65,0.61
Botswana,Q2,d1,0.57,0.55,0.54,0.54,0.57,0.62,0.67,0.7,0.72,0.73,0.71,0.69,0.7,0.69,0.69,0.69,0.7,0.74,0.82,0.82,0.76,0.69,0.63,0.59
Mozambique_South,Q2,d1,0.56,0.52,0.5,0.49,0.48,0.5,0.59,0.63,0.68,0.7,0.7,0.69,0.66,0.68,0.69,0.7,0.73,0.79,0.87,0.86,0.8,0.72,0.63,0.56
Mozambique_Central,Q2,d1,0.59,0.56,0.54,0.53,0.52,0.53,0.55,0.58,0.63,0.66,0.67,0.66,0.65,0.66,0.67,0.67,0.69,0.76,0.84,0.83,0.79,0.72,0.65,0.6
Mozambique_North,Q2,d1,0.57,0.54,0.52,0.51,0.5,0.52,0.53,0.56,0.6,0.63,0.63,0.63,0.62,0.62,0.63,0.63,0.65,0.74,0.87,0.9,0.85,0.75,0.65,0.58
Angola_North,Q2,d1,0.72,0.67,0.63,0.62,0.61,0.61,0.68,0.73,0.78,0.81,0.81,0.8,0.8,0.82,0.84,0.84,0.85,0.86,0.92,1.03,1.02,0.99,0.9,0.79
Angola_Central,Q2,d1,0.8,0.76,0.73,0.71,0.7,0.71,0.74,0.75,0.77,0.78,0.78,0.78,0.78,0.79,0.81,0.82,0.83,0.84,0.88,0.97,0.97,0.94,0.89,0.83
Angola_South,Q2,d1,0.79,0.74,0.71,0.69,0.68,0.69,0.73,0.74,0.76,0.77,0.77,0.77,0.78,0.78,0.8,0.81,0.82,0.84,0.9,1.03,1.02,0.97,0.9,0.82
Angola_East,Q2,d1,0.86,0.83,0.81,0.79,0.78,0.77,0.77,0.75,0.76,0.76,0.77,0.77,0.78,0.78,0.8,0.8,0.8,0.81,0.84,0.94,0.95,0.94,0.92,0.89
Eswatini,Q2,d2,0.41,0.4,0.4,0.4,0.43,0.48,0.54,0.62,0.65,0.63,0.6,0.58,0.56,0.55,0.55,0.55,0.58,0.69,0.71,0.64,0.56,0.49,0.44,0.42
Lesotho,Q2,d2,0.44,0.43,0.43,0.44,0.47,0.53,0.64,0.74,0.78,0.76,0.71,0.68,0.65,0.63,0.62,0.6,0.61,0.67,0.78,0.77,0.7,0.6,0.5,0.45
Malawi,Q2,d2,0.56,0.56,0.56,0.56,0.59,0.69,0.78,0.79,0.77,0.76,0.77,0.77,0.76,0.71,0.7,0.72,0.74,0.82,0.87,0.8,0.7,0.63,0.58,0.55
Namibia,Q2,d2,0.61,0.6,0.59,0.59,0.6,0.63,0.66,0.68,0.69,0.68,0.66,0.65,0.66,0.64,0.64,0.64,0.67,0.74,0.83,0.87,0.8,0.74,0.68,0.63
Zimbabwe,Q2,d2,0.73,0.72,0.72,0.72,0.75,0.77,0.76,0.75,0.77,0.76,0.74,0.74,0.74,0.74,0.75,0.76,0.77,0.78,0.81,0.78,0.78,0.77,0.76,0.74
Zambia,Q2,d2,0.75,0.74,0.74,0.74,0.74,0.74,0.72,0.71,0.7,0.69,0.68,0.68,0.68,0.68,0.68,0.69,0.7,0.7,0.72,0.72,0.73,0.74,0.75,0.74
Tanzania,Q2,d2,0.59,0.57,0.53,0.53,0.52,0.52,0.53,0.54,0.59,0.63,0.66,0.67,0.68,0.67,0.66,0.67,0.68,0.69,0.73,0.78,0.76,0.74,0.68,0.62
South Africa,Q2,d2,0.64,0.63,0.62,0.62,0.63,0.66,0.71,0.75,0.79,0.8,0.8,0.79,0.77,0.76,0.74,0.74,0.75,0.8,0.86,0.85,0.8,0.75,0.69,0.65
Botswana,Q2,d2,0.56,0.54,0.54,0.54,0.56,0.6,0.65,0.69,0.73,0.74,0.73,0.71,0.7,0.69,0.69,0.69,0.7,0.75,0.84,0.83,0.77,0.7,0.63,0.58
Mozambique_South,Q2,d2,0.52,0.48,0.46,0.45,0.46,0.47,0.58,0.62,0.69,0.72,0.71,0.69,0.66,0.67,0.68,0.68,0.71,0.8,0.87,0.85,0.79,0.69,0.6,0.53
Mozambique_Central,Q2,d2,0.55,0.51,0.5,0.49,0.5,0.51,0.54,0.58,0.64,0.67,0.68,0.66,0.65,0.65,0.65,0.65,0.67,0.76,0.84,0.82,0.77,0.69,0.62,0.57
Mozambique_North,Q2,d2,0.53,0.5,0.48,0.47,0.48,0.5,0.52,0.55,0.6,0.64,0.64,0.63,0.62,0.61,0.61,0.61,0.63,0.74,0.87,0.89,0.83,0.72,0.62,0.55
Angola_North,Q2,d2,0.65,0.61,0.59,0.56,0.56,0.56,0.62,0.67,0.73,0.76,0.76,0.76,0.75,0.76,0.78,0.79,0.79,0.81,0.87,0.96,0.95,0.91,0.82,0.72
Angola_Central,Q2,d2,0.72,0.69,0.67,0.65,0.64,0.65,0.68,0.69,0.72,0.73,0.74,0.74,0.73,0.74,0.76,0.76,0.77,0.79,0.84,0.9,0.89,0.87,0.81,0.76
Angola_South,Q2,d2,0.71,0.68,0.66,0.63,0.63,0.63,0.67,0.68,0.71,0.73,0.73,0.73,0.72,0.74,0.75,0.76,0.77,0.79,0.86,0.96,0.95,0.89,0.82,0.75
Angola_East,Q2,d2,0.78,0.76,0.75,0.73,0.72,0.71,0.7,0.7,0.71,0.72,0.72,0.73,0.72,0.74,0.74,0.75,0.75,0.76,0.8,0.87,0.88,0.87,0.84,0.81
Eswatini,Q2,d3,0.44,0.43,0.42,0.43,0.5,0.61,0.64,0.65,0.67,0.66,0.66,0.65,0.64,0.63,0.63,0.64,0.65,0.73,0.78,0.7,0.61,0.55,0.49,0.46
Lesotho,Q2,d3,0.47,0.45,0.45,0.48,0.58,0.72,0.8,0.84,0.87,0.86,0.83,0.79,0.74,0.72,0.7,0.69,0.69,0.74,0.86,0.85,0.78,0.66,0.56,0.49
Malawi,Q2,d3,0.56,0.55,0.55,0.56,0.63,0.75,0.8,0.79,0.81,0.81,0.82,0.84,0.8,0.74,0.74,0.78,0.8,0.85,0.88,0.82,0.74,0.67,0.61,0.59
Namibia,Q2,d3,0.62,0.61,0.6,0.6,0.61,0.68,0.73,0.73,0.73,0.72,0.7,0.69,0.68,0.67,0.68,0.7,0.72,0.77,0.85,0.89,0.83,0.75,0.69,0.64
Zimbabwe,Q2,d3,0.7,0.7,0.69,0.69,0.71,0.73,0.73,0.74,0.75,0.75,0.73,0.73,0.73,0.72,0.73,0.74,0.75,0.77,0.79,0.76,0.75,0.76,0.75,0.72
Zambia,Q2,d3,0.75,0.75,0.75,0.75,0.76,0.77,0.75,0.73,0.73,0.72,0.7,0.71,0.7,0.69,0.7,0.71,0.72,0.72,0.75,0.76,0.76,0.77,0.78,0.76
Tanzania,Q2,d3,0.59,0.56,0.54,0.53,0.53,0.54,0.56,0.57,0.63,0.67,0.69,0.71,0.71,0.7,0.7,0.7,0.71,0.72,0.75,0.79,0.77,0.76,0.7,0.63
South Africa,Q2,d3,0.64,0.63,0.63,0.63,0.65,0.7,0.78,0.81,0.83,0.83,0.83,0.82,0.81,0.79,0.79,0.79,0.8,0.83,0.88,0.86,0.82,0.77,0.71,0.67
Botswana,Q2,d3,0.56,0.55,0.54,0.54,0.59,0.68,0.74,0.72,0.73,0.74,0.73,0.72,0.72,0.71,0.71,0.72,0.73,0.77,0.85,0.84,0.78,0.71,0.63,0.59
Mozambique_South,Q2,d3,0.53,0.5,0.47,0.46,0.47,0.52,0.66,0.71,0.77,0.8,0.8,0.78,0.73,0.75,0.77,0.77,0.78,0.83,0.9,0.88,0.82,0.73,0.63,0.57
Mozambique_Central,Q2,d3,0.56,0.53,0.51,0.5,0.51,0.55,0.62,0.65,0.72,0.75,0.76,0.75,0.73,0.73,0.74,0.74,0.74,0.79,0.87,0.85,0.81,0.73,0.65,0.6
Mozambique_North,Q2,d3,0.54,0.51,0.5,0.49,0.49,0.54,0.59,0.63,0.68,0.71,0.72,0.72,0.69,0.69,0.7,0.69,0.7,0.77,0.9,0.92,0.87,0.76,0.65,0.59
Angola_North,Q2,d3,0.69,0.65,0.62,0.6,0.59,0.6,0.66,0.72,0.79,0.84,0.85,0.84,0.83,0.84,0.86,0.86,0.87,0.88,0.94,1.03,1.02,0.98,0.89,0.77
Angola_Central,Q2,d3,0.77,0.73,0.71,0.69,0.68,0.69,0.72,0.74,0.77,0.81,0.82,0.82,0.82,0.82,0.84,0.84,0.84,0.86,0.89,0.97,0.96,0.93,0.88,0.81
Angola_South,Q2,d3,0.76,0.72,0.69,0.68,0.67,0.67,0.71,0.73,0.77,0.8,0.81,0.81,0.81,0.81,0.83,0.83,0.84,0.86,0.92,1.03,1.02,0.96,0.89,0.8
Angola_East,Q2,d3,0.83,0.8,0.79,0.77,0.76,0.75,0.75,0.75,0.77,0.79,0.8,0.81,0.81,0.81,0.82,0.82,0.82,0.82,0.85,0.93,0.94,0.93,0.91,0.87
Eswatini,Q2,d4,0.44,0.42,0.42,0.45,0.56,0.74,0.73,0.7,0.72,0.7,0.69,0.7,0.67,0.66,0.67,0.69,0.7,0.8,0.82,0.73,0.64,0.56,0.5,0.47
Lesotho,Q2,d4,0.43,0.42,0.43,0.46,0.6,0.8,0.83,0.78,0.75,0.74,0.71,0.69,0.65,0.64,0.63,0.63,0.63,0.65,0.78,0.79,0.71,0.6,0.5,0.46
Malawi,Q2,d4,0.56,0.56,0.56,0.57,0.66,0.82,0.88,0.84,0.84,0.84,0.86,0.88,0.84,0.78,0.78,0.82,0.85,0.9,0.93,0.85,0.76,0.69,0.63,0.6
Namibia,Q2,d4,0.61,0.6,0.59,0.59,0.61,0.68,0.77,0.79,0.79,0.76,0.73,0.71,0.69,0.68,0.68,0.7,0.73,0.8,0.9,0.92,0.84,0.75,0.69,0.64
Zimbabwe,Q2,d4,0.73,0.72,0.71,0.72,0.75,0.77,0.76,0.76,0.77,0.76,0.74,0.73,0.73,0.73,0.74,0.75,0.77,0.79,0.81,0.79,0.78,0.79,0.76,0.74
Zambia,Q2,d4,0.73,0.72,0.72,0.72,0.73,0.72,0.7,0.67,0.67,0.67,0.66,0.66,0.65,0.66,0.68,0.68,0.69,0.68,0.69,0.7,0.72,0.73,0.73,0.73
Tanzania,Q2,d4,0.6,0.57,0.56,0.55,0.55,0.57,0.59,0.62,0.68,0.73,0.75,0.77,0.76,0.75,0.75,0.76,0.77,0.76,0.79,0.81,0.81,0.79,0.73,0.66
South Africa,Q2,d4,0.67,0.66,0.65,0.65,0.68,0.74,0.84,0.87,0.89,0.89,0.89,0.88,0.87,0.85,0.84,0.85,0.86,0.91,0.95,0.93,0.9,0.83,0.76,0.71
Botswana,Q2,d4,0.55,0.54,0.54,0.55,0.63,0.77,0.86,0.81,0.8,0.78,0.76,0.74,0.73,0.71,0.7,0.71,0.75,0.82,0.92,0.9,0.82,0.73,0.64,0.58
Mozambique_South,Q2,d4,0.49,0.46,0.45,0.44,0.46,0.52,0.69,0.72,0.77,0.79,0.79,0.78,0.72,0.73,0.75,0.75,0.78,0.86,0.91,0.88,0.81,0.7,0.6,0.53
Mozambique_Central,Q2,d4,0.52,0.5,0.48,0.47,0.49,0.56,0.65,0.67,0.72,0.74,0.75,0.75,0.71,0.71,0.72,0.73,0.74,0.82,0.88,0.85,0.79,0.7,0.62,0.57
Mozambique_North,Q2,d4,0.51,0.48,0.47,0.46,0.48,0.55,0.62,0.64,0.68,0.71,0.71,0.71,0.68,0.67,0.68,0.68,0.7,0.8,0.91,0.92,0.86,0.73,0.62,0.55
Angola_North,Q2,d4,0.61,0.57,0.54,0.53,0.52,0.53,0.6,0.67,0.73,0.78,0.79,0.78,0.78,0.79,0.8,0.81,0.81,0.82,0.87,0.95,0.93,0.89,0.79,0.69
Angola_Central,Q2,d4,0.68,0.65,0.63,0.61,0.6,0.61,0.65,0.69,0.72,0.75,0.76,0.76,0.76,0.76,0.78,0.78,0.79,0.79,0.83,0.9,0.88,0.84,0.79,0.72
Angola_South,Q2,d4,0.67,0.63,0.61,0.6,0.59,0.6,0.65,0.68,0.71,0.74,0.76,0.75,0.75,0.76,0.77,0.78,0.78,0.79,0.86,0.95,0.93,0.87,0.79,0.72
