zone,type,2023,2025,2030,2035,2040,2045,2050
Albania,Energy,7551.931207,7644.873724,7968.778242,9858.163001,11861.87231,13307.23994,16499.36398
Albania,Peak,1652.334484,1672.669961,1743.539066,2156.92943,2595.333581,2911.574646,3609.999524
BiH,Energy,13643.88569,14713.05863,16411.00775,18406.21695,21281.37456,25336.49898,30124.60893
BiH,Peak,2252.51764,2429.031206,2709.351668,3038.747855,3513.417857,4182.892777,4973.378888
Montenegro,Energy,3753.479044,3998.302403,4203.022482,4361.760633,4765.378559,5249.921148,5857.301213
Montenegro,Peak,732.3861548,780.1565665,820.1019477,851.0752455,929.8299628,1024.374858,1142.888042
N_Macedonia,Energy,7769.103993,7739.062157,8692.85016,9557.104684,10676.36518,11635.73257,12686.73166
N_Macedonia,Peak,1695.589195,1689.032633,1897.194685,2085.81626,2330.092307,2539.472046,2768.850198
Serbia,Energy,35186.84351,35389.58064,37963.14945,40821.50305,44934.38413,50023.31072,59585.59448
Serbia,Peak,6126.13794,6161.435098,6609.501364,7107.149538,7823.214814,8709.212623,10374.03571
Kosovo,Energy,5687.257976,5989.676446,6598.926769,7197.855646,8425.492612,10049.29846,11824.623
Kosovo,Peak,1248.017759,1314.38078,1448.0753,1579.504871,1848.898793,2205.228425,2594.807473
