zone,season,daytype,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
BiH,m1,d1,0.638213625,0.607884822,0.578767024,0.555951701,0.535172575,0.530524645,0.554462807,0.572756982,0.625775228,0.682343741,0.725644403,0.747129911,0.750817744,0.758650187,0.746030442,0.752879216,0.791226626,0.817005394,0.80135149,0.790514275,0.765450867,0.737207709,0.703673228,0.647711196
BiH,m1,d2,0.586145297,0.53923213,0.514586482,0.502659127,0.503926453,0.524982765,0.574222556,0.634869681,0.70855,0.7665883,0.797278996,0.804018842,0.798867993,0.820404856,0.81298902,0.803552534,0.830785492,0.862049318,0.845785322,0.832537431,0.81352248,0.786555625,0.748131133,0.683281071
BiH,m1,d3,0.608537743,0.557599225,0.531239352,0.521996401,0.527188825,0.558787763,0.64813001,0.747279463,0.825374257,0.861821631,0.863025164,0.855283544,0.838120384,0.851878516,0.847582347,0.843576655,0.884366136,0.919969261,0.892854008,0.874948658,0.846027202,0.814917993,0.768253477,0.696386682
BiH,m1,d4,0.621315565,0.567839688,0.533848829,0.533274847,0.538213004,0.575365155,0.657725476,0.751841384,0.822001024,0.847933005,0.844422759,0.836393521,0.829819326,0.852354151,0.85043902,0.845347701,0.880220973,0.927282488,0.904804333,0.887975532,0.858421667,0.825553799,0.778826744,0.706842546
BiH,m1,d5,0.625260674,0.570560551,0.544108199,0.535360392,0.540725388,0.577794338,0.659101229,0.747977068,0.81460896,0.840521633,0.836458517,0.825467439,0.80632736,0.814854451,0.811308547,0.80710887,0.851026444,0.911491419,0.893060783,0.873598482,0.845784119,0.810864557,0.764000438,0.702215327
BiH,m1,d6,0.625664092,0.5727962,0.545014034,0.526069446,0.531303747,0.56055911,0.615783666,0.679712448,0.74661932,0.792759503,0.808761609,0.799988475,0.790412468,0.807620865,0.797785475,0.789294744,0.830634035,0.877295041,0.851382468,0.826567108,0.808409847,0.775452107,0.727591179,0.666194291
BiH,m1,d7,0.596082845,0.545066292,0.521863048,0.515365985,0.532327387,0.574881645,0.616631826,0.655024773,0.702244766,0.731022187,0.73948403,0.730634567,0.716621816,0.699577214,0.680712818,0.688719237,0.749937837,0.812626225,0.801535244,0.792885684,0.774955458,0.742521349,0.687330344,0.619919501
BiH,m1,d8,0.557992713,0.516638928,0.499514635,0.491121248,0.500243234,0.534050087,0.612013936,0.705015681,0.775095982,0.800317418,0.794633259,0.783672422,0.774176707,0.78457269,0.7697022,0.767584056,0.803045554,0.853396749,0.831722621,0.81243916,0.790966741,0.761245121,0.716677334,0.65516956
BiH,m1,d9,0.58686868,0.541396413,0.518051642,0.507626121,0.510072456,0.544105892,0.609496437,0.68710697,0.755217575,0.786534863,0.789312297,0.786346093,0.767826187,0.787428862,0.774435338,0.763983938,0.795072736,0.838471243,0.820143166,0.806680075,0.786532957,0.756484751,0.71231341,0.647105016
BiH,m1,d10,0.583783116,0.540576589,0.518172056,0.506484976,0.515806565,0.555356605,0.636094177,0.728393903,0.798833589,0.824779662,0.828193417,0.826368107,0.819305237,0.831247136,0.823305663,0.815298943,0.838382124,0.876378524,0.852971415,0.833347777,0.810043378,0.778392935,0.733337576,0.663075275
BiH,m1,d11,0.590518197,0.545800057,0.5227912,0.513548399,0.516489878,0.555220293,0.640030159,0.727517457,0.790413872,0.823915353,0.830108699,0.833807314,0.83114914,0.853660896,0.853620274,0.845954232,0.859907302,0.891444303,0.869551967,0.850195234,0.823309976,0.783437563,0.747709661,0.675242103
BiH,m1,d12,0.607038016,0.559083104,0.534444126,0.518465843,0.532193081,0.565945068,0.645654387,0.736273088,0.801494321,0.829066002,0.830034626,0.82867447,0.825831839,0.847972725,0.845503521,0.839711989,0.86826438,0.890776788,0.869421222,0.844749846,0.816346455,0.778702068,0.738332956,0.677101115
BiH,m1,d13,0.609834106,0.563585596,0.536386339,0.521793889,0.529160477,0.554220425,0.605675553,0.683495117,0.768243597,0.821863409,0.841239851,0.840769732,0.831625528,0.850269258,0.845740387,0.8338357,0.863239511,0.899156434,0.881509814,0.858416,0.827601832,0.778726492,0.72668705,0.673747241
BiH,m1,d14,0.61453274,0.568002078,0.539080171,0.520404144,0.520302437,0.538490993,0.568692011,0.618627049,0.697554809,0.763553389,0.797935026,0.805307983,0.799802664,0.787387487,0.776434623,0.781745906,0.817712729,0.86306694,0.849880835,0.838242653,0.824139129,0.791726936,0.73196082,0.657083588
BiH,m1,d15,0.594270374,0.551961406,0.530641748,0.52186701,0.530996619,0.571705106,0.664719138,0.770874288,0.849388298,0.880899622,0.885564905,0.889054088,0.882979601,0.903457016,0.89757827,0.886470739,0.894927116,0.92805512,0.910579165,0.892911933,0.868153395,0.834522774,0.78332056,0.707413018
BiH,m1,d16,0.632362613,0.58421512,0.56246727,0.549357696,0.560737298,0.597723297,0.685323135,0.778295089,0.8441549,0.867981526,0.866544137,0.856543648,0.842764654,0.860167488,0.849460817,0.838943268,0.853747307,0.913318635,0.894254336,0.882931104,0.858487516,0.819415269,0.772246029,0.69685309
BiH,m1,d17,0.623431753,0.574995188,0.549480768,0.541393805,0.545669412,0.584865634,0.669392345,0.760340189,0.821153265,0.845186765,0.858369861,0.863333846,0.867182163,0.889681481,0.885948312,0.87095099,0.880757242,0.921448226,0.906177327,0.888686779,0.864691143,0.832531162,0.781192135,0.702962483
BiH,m1,d18,0.630136643,0.584022138,0.560357351,0.549498421,0.558981447,0.599027284,0.685710755,0.77876225,0.842615654,0.859822145,0.846780777,0.832380607,0.822028257,0.839777536,0.83589306,0.830504043,0.854581525,0.924083481,0.913511818,0.897444315,0.870652539,0.834799509,0.788993284,0.710478772
BiH,m1,d19,0.632740052,0.584863778,0.558974727,0.549819941,0.554292443,0.593094725,0.675954504,0.769411121,0.834371718,0.858846099,0.854771649,0.84223997,0.828746186,0.851675553,0.85405985,0.846531224,0.868421153,0.908112269,0.888961809,0.865609515,0.835764472,0.796141211,0.756268548,0.69124125
BiH,m1,d20,0.623922284,0.574377172,0.548526888,0.535957094,0.541537238,0.567781913,0.619657059,0.703630349,0.789906892,0.838365975,0.851227049,0.843376551,0.819581822,0.824349313,0.804583797,0.786378992,0.80249775,0.863388561,0.854148618,0.837262795,0.814719444,0.780782197,0.741456033,0.687924387
BiH,m1,d21,0.623831962,0.578170774,0.54504914,0.53141408,0.533889001,0.547039799,0.578966827,0.636322065,0.726310514,0.794828398,0.832438382,0.834614651,0.823008215,0.804212326,0.77987225,0.772330986,0.804300442,0.870192299,0.865877976,0.853212543,0.835757852,0.802084904,0.740796894,0.663253313
BiH,m1,d22,0.597182364,0.552498076,0.529572872,0.522680215,0.533903595,0.578697765,0.681760179,0.787096157,0.857622505,0.875639393,0.870311409,0.86679359,0.850438268,0.86322582,0.852241562,0.846147465,0.866741633,0.9264254,0.90801332,0.887241616,0.861262644,0.828848094,0.774558911,0.693096952
BiH,m1,d23,0.618157181,0.571309512,0.55339393,0.540534261,0.55096239,0.589828214,0.691397622,0.792509549,0.859798424,0.883093394,0.88350609,0.874429942,0.861197346,0.881934897,0.876870659,0.865865588,0.870094053,0.918461259,0.905884794,0.889776117,0.863830846,0.829447202,0.77644345,0.698727699
BiH,m1,d24,0.622627827,0.574811132,0.550578431,0.544601388,0.552428717,0.592678719,0.694141756,0.78762711,0.846138739,0.862668237,0.847508073,0.834827544,0.819355689,0.833392261,0.826519715,0.815104155,0.829973491,0.910402482,0.906548247,0.893867518,0.866411837,0.829863509,0.778407178,0.700973479
BiH,m1,d25,0.624919645,0.574735755,0.554165911,0.544601388,0.549582324,0.59372578,0.692344781,0.788266239,0.850322569,0.869726644,0.855051143,0.836574066,0.817803403,0.832776553,0.824599318,0.818104813,0.83785062,0.914641428,0.909534662,0.890553614,0.866817813,0.831629841,0.776500622,0.693968132
BiH,m1,d26,0.621710457,0.576295814,0.553577535,0.546505235,0.553881201,0.598041006,0.698663706,0.790675312,0.852645982,0.869095739,0.857810974,0.844934654,0.821046443,0.835706898,0.824563209,0.820529332,0.84280984,0.920405127,0.913549883,0.8883791,0.858367504,0.822137537,0.77146447,0.700870167
BiH,m1,d27,0.630112671,0.583583514,0.556131043,0.544960272,0.551675693,0.578188427,0.632979927,0.722247097,0.810646699,0.846050523,0.841472553,0.82915497,0.808813515,0.818350705,0.804403102,0.791525628,0.809591865,0.878459456,0.872467568,0.865836852,0.836024808,0.793777275,0.745041758,0.681139004
BiH,m1,d28,0.612194732,0.56341478,0.540620872,0.526007659,0.525215067,0.538892806,0.569455315,0.633885059,0.721872065,0.780628734,0.800796865,0.792591596,0.774636696,0.759257771,0.742869751,0.750122294,0.787066468,0.877669822,0.885430449,0.874215695,0.854243154,0.812108061,0.739351932,0.651243559
