,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Storage_CAND_2027_SierraLeone,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Togo,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Mauritania_grid,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Benin,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Burkina,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Gambia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Ghana,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Guinea,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_GuineaBissau,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_IvoryCoast,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Liberia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Mali,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Niger,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Nigeria,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Senegal,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_SierraLeone,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Togo,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2030_Mauritania_grid,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
