,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Guinea,PV,2,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,2,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,3,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,3,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,3,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,3,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,4,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,4,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,4,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,4,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,5,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,5,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,5,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,5,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,10,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,10,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,10,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,10,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,11,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,11,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,11,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,11,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,PV,12,1,0,0,0,0,0,0,0,0.076,0.309,0.534,0.696,0.794,0.844,0.818,0.706,0.46,0.281,0.157,0.003,0,0,0,0,0
Guinea,PV,12,2,0,0,0,0,0,0,0,0.11,0.361,0.618,0.775,0.857,0.889,0.867,0.796,0.67,0.486,0.236,0.011,0,0,0,0,0
Guinea,PV,12,3,0,0,0,0,0,0,0,0.092,0.299,0.492,0.636,0.722,0.746,0.728,0.659,0.518,0.345,0.149,0.012,0,0,0,0,0
Guinea,PV,12,4,0,0,0,0,0,0,0,0.05,0.263,0.487,0.647,0.741,0.796,0.774,0.698,0.591,0.396,0.152,0.002,0,0,0,0,0
Guinea,Wind,1,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,1,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,1,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,1,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,2,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,2,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,2,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,2,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,3,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,3,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,3,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,3,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,4,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,4,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,4,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,4,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,5,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,5,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,5,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,5,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,10,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,10,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,10,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,10,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,11,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,11,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,11,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,11,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,12,1,0,0.001,0,0,0,0.005,0.031,0.065,0.038,0.076,0.191,0.278,0.228,0.163,0.124,0.092,0.052,0.01,0,0.001,0.004,0.01,0.011,0.014
Guinea,Wind,12,2,0.364,0.39,0.391,0.377,0.376,0.367,0.343,0.279,0.091,0.16,0.535,0.571,0.42,0.289,0.2,0.138,0.104,0.07,0.028,0.023,0.042,0.101,0.177,0.191
Guinea,Wind,12,3,0.457,0.454,0.436,0.402,0.374,0.343,0.313,0.225,0.251,0.137,0.065,0.045,0.054,0.076,0.098,0.104,0.101,0.097,0.083,0.055,0.035,0.018,0.043,0.158
Guinea,Wind,12,4,0.003,0.002,0.001,0,0,0.001,0.003,0.005,0.001,0,0.022,0.089,0.098,0.098,0.091,0.084,0.076,0.064,0.035,0.015,0.006,0.002,0,0
Guinea,Wind,6,1,0.203,0.21,0.209,0.201,0.181,0.159,0.149,0.178,0.101,0.003,0,0.008,0.039,0.063,0.071,0.071,0.076,0.103,0.227,0.432,0.51,0.509,0.455,0.351
Guinea,Wind,6,2,0.308,0.295,0.274,0.243,0.207,0.181,0.152,0.07,0.03,0.002,0,0,0,0,0,0.001,0.002,0.003,0.007,0.009,0.011,0.011,0.008,0.003
Guinea,Wind,6,3,0.298,0.407,0.454,0.425,0.422,0.379,0.28,0.274,0.501,0.459,0.3,0.183,0.111,0.061,0.032,0.022,0.025,0.038,0.075,0.163,0.261,0.344,0.355,0.332
Guinea,Wind,6,4,0.045,0.054,0.056,0.046,0.032,0.023,0.015,0.004,0,0.006,0.035,0.06,0.069,0.069,0.062,0.048,0.04,0.044,0.038,0.035,0.033,0.028,0.024,0.021
Guinea,Wind,7,1,0.203,0.21,0.209,0.201,0.181,0.159,0.149,0.178,0.101,0.003,0,0.008,0.039,0.063,0.071,0.071,0.076,0.103,0.227,0.432,0.51,0.509,0.455,0.351
Guinea,Wind,7,2,0.308,0.295,0.274,0.243,0.207,0.181,0.152,0.07,0.03,0.002,0,0,0,0,0,0.001,0.002,0.003,0.007,0.009,0.011,0.011,0.008,0.003
Guinea,Wind,7,3,0.298,0.407,0.454,0.425,0.422,0.379,0.28,0.274,0.501,0.459,0.3,0.183,0.111,0.061,0.032,0.022,0.025,0.038,0.075,0.163,0.261,0.344,0.355,0.332
Guinea,Wind,7,4,0.045,0.054,0.056,0.046,0.032,0.023,0.015,0.004,0,0.006,0.035,0.06,0.069,0.069,0.062,0.048,0.04,0.044,0.038,0.035,0.033,0.028,0.024,0.021
Guinea,Wind,8,1,0.203,0.21,0.209,0.201,0.181,0.159,0.149,0.178,0.101,0.003,0,0.008,0.039,0.063,0.071,0.071,0.076,0.103,0.227,0.432,0.51,0.509,0.455,0.351
Guinea,Wind,8,2,0.308,0.295,0.274,0.243,0.207,0.181,0.152,0.07,0.03,0.002,0,0,0,0,0,0.001,0.002,0.003,0.007,0.009,0.011,0.011,0.008,0.003
Guinea,Wind,8,3,0.298,0.407,0.454,0.425,0.422,0.379,0.28,0.274,0.501,0.459,0.3,0.183,0.111,0.061,0.032,0.022,0.025,0.038,0.075,0.163,0.261,0.344,0.355,0.332
Guinea,Wind,8,4,0.045,0.054,0.056,0.046,0.032,0.023,0.015,0.004,0,0.006,0.035,0.06,0.069,0.069,0.062,0.048,0.04,0.044,0.038,0.035,0.033,0.028,0.024,0.021
Guinea,Wind,9,1,0.203,0.21,0.209,0.201,0.181,0.159,0.149,0.178,0.101,0.003,0,0.008,0.039,0.063,0.071,0.071,0.076,0.103,0.227,0.432,0.51,0.509,0.455,0.351
Guinea,Wind,9,2,0.308,0.295,0.274,0.243,0.207,0.181,0.152,0.07,0.03,0.002,0,0,0,0,0,0.001,0.002,0.003,0.007,0.009,0.011,0.011,0.008,0.003
Guinea,Wind,9,3,0.298,0.407,0.454,0.425,0.422,0.379,0.28,0.274,0.501,0.459,0.3,0.183,0.111,0.061,0.032,0.022,0.025,0.038,0.075,0.163,0.261,0.344,0.355,0.332
Guinea,Wind,9,4,0.045,0.054,0.056,0.046,0.032,0.023,0.015,0.004,0,0.006,0.035,0.06,0.069,0.069,0.062,0.048,0.04,0.044,0.038,0.035,0.033,0.028,0.024,0.021
