Plants,StYr,RetrYr,Zone,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,Type,fuel1,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
SAGenericSolarPV(Medium)26_REN_ZAF,2026,2060,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,6,4,,2,0,0,1,0,20127.8,,,,,
SAGenericSolarPV(Medium)27_REN_ZAF,2027,2060,1,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,6,4,,2,0,0,1,0,20128.8,,,,,
SAGenericWind21_REN_ZAF,2021,2051,1,0,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,5,5,,1,0,0,1,0,26117,,,,,
SAGenericWind22_REN_ZAF,2022,2052,1,647,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,5,5,,1,0,0,1,0,26766,,,,,
SAGenericWind23_REN_ZAF,2023,2053,1,279,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,5,5,,1,0,0,1,0,26400,,,,,
SAGenericWind24_REN_ZAF,2024,2054,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26125.67,,,,,
SAGenericWind25_REN_ZAF,2025,2055,1,644,0,0,1,1,0,0,22000,0,0,1.67,30,644,644,0,5,5,,2,0,0,1,0,28059.67,,,,,
SAGenericWind26_REN_ZAF,2026,2056,1,140,0,0,1,1,0,0,22000,0,0,1.67,30,140,140,0,5,5,,2,0,0,1,0,26549.67,,,,,
SAGenericWind27_REN_ZAF,2027,2057,1,684,0,0,1,1,0,0,22000,0,0,1.67,30,684,684,0,5,5,,2,0,0,1,0,28183.67,,,,,
SAGenericWind28_REN_ZAF,2028,2058,1,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,5,5,,2,0,0,1,0,26133.67,,,,,
SAGenericWind29_REN_ZAF,2029,2059,1,1500,0,0,1,1,0,0,22000,0,0,1.67,30,1500,1500,0,5,5,,2,0,0,1,0,30635.67,,,,,
SAGenericWind30_REN_ZAF,2030,2060,1,1500,0,0,1,1,0,0,22000,0,0,1.67,30,1500,1500,0,5,5,,2,0,0,1,0,30637.67,,,,,
ExistingWind_REN_ZAF,2015,2045,1,2516,0,0,1,1,0,0,22000,0,0,0,30,,,0,5,5,,1,0,0,1,0,28621,,,,,
ExistingSolarPV(PV)_REN_ZAF,2017,2060,1,1902,0,0,1,1,0,0,15000,0,0,0,25,,,0,6,4,,1,0,0,1,0,21019,,,,,
ExistingCSP(CSP)_REN_ZAF,2005,2045,1,300,0,0,1,1,0,0.8,22000,3,0,0,30,,,0,14,9,,1,0,0,0,0,26410.8,,,,,
JohannesburgLandfillGas_TH_ZAF,2000,2050,1,18,0.2,10,0.33,0.33,0,0.2,23000,5,0,0,30,,,0,1,2,7,1,10.7,0.2,0,18,27136.96,,,,,
MkuzeBiomass_BIO_ZAF,2000,2055,1,16.5,0.3,10,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,13,12,,1,0,0,0,16.5,52143.26,,,,,
NgodwanaEnergyProject_BIO_ZAF,2000,2055,1,25,0.3,10,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,13,12,,1,0,0,0,25,52151.76,,,,,
NamPowerWindFarm_2031,2032,2062,7,4000,0,0,1,1,0,0,28000,0,0,1.6,30,150,4000,0,5,5,,3,0,0,1,0,40298.6,,,,,
SolarRound(PV)_ZMB,2019,2060,8,88,0,0,1,1,0,0,15000,0,0,0,25,,,0,6,4,,1,0,0,1,0,19214,,,,,
Sto_ZAF,2027,2055,1,15000,0,0,1,1,0,0.9,13860,0,0,0.18,20,1500,15000,0,17,10,,3,0,0,0,0,49496.08,,,,,
Sto_LSO,2025,2055,2,500,0,0,1,1,0,0.9,13860,0,0,0.3,20,50,500,0,17,10,,3,0,0,0,0,19045.2,,,,,
Sto_SWZ,2025,2055,3,1000,0,0,1,1,0,0.9,13860,0,0,0.2,20,100,1000,0,17,10,,3,0,0,0,0,20096.1,,,,,
Sto_MOZ,2025,2055,4,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,17,10,,3,0,0,0,0,26397.2,,,,,
Sto_SWE,2025,2055,5,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,17,10,,3,0,0,0,0,26398.2,,,,,
Sto_BWA,2030,2055,6,4000,0,0,1,1,0,0.9,13860,0,0,0.2,20,400,4000,0,17,10,,3,0,0,0,0,26404.1,,,,,
Sto_NAM,2028,2055,7,4000,0,0,1,1,0,0.9,13860,0,0,0.2,20,400,4000,0,17,10,,3,0,0,0,0,26403.1,,,,,
Sto_ZMB,2026,2055,8,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,17,10,,3,0,0,0,0,26402.2,,,,,
Sto_AGO,2027,2055,9,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,17,10,,3,0,0,0,0,26404.2,,,,,
Sto_TZA,2027,2055,10,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,17,10,,3,0,0,0,0,26405.2,,,,,
Sto_DRC,2025,2055,11,2000,0,0,1,1,0,0.9,13860,0,0,0.3,20,200,2000,0,17,10,,3,0,0,0,0,22204.2,,,,,
Chasombo_HY_MWI,2055,2060,12,40.4,0,0,1,1,0,0.325077306,39715.55114,0.55,0,3.445,50,40.4,40.4,0,4,3,,3,0,0,0,0,44030.07122,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Sto_DRCSouth,2025,2055,13,2000,0,0,1,1,0,0.9,13860,0,0,0.3,20,200,2000,0,17,10,,3,0,0,0,0,22206.2,,,,,
New_CSP_ZAF,2030,2060,1,20000,0,0,1,1,0,0.8,22000,3,0,1.865,30,2000,20000,0,14,9,,3,0,0,0,0,68154.665,,,,,
New_CSP_LSO,2024,2050,2,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,50,0,0,14,9,,3,0,0,0,0,26189.6,,,,,
New_CSP_SWZ,2024,2050,3,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,100,0,0,14,9,,3,0,0,0,0,26240.6,,,,,
New_CSP_BWA,2030,2060,6,8000,0,0,1,1,0,0.8,22000,3,0,1.915,30,500,8000,0,14,9,,3,0,0,0,0,42659.715,,,,,
New_CSP_NAM,2027,2060,7,250,0,0,1,1,0,0.8,22000,3,0,1.85,30,250,250,0,14,9,,3,0,0,0,0,26907.65,,,,,
New_CSP_ZMB,2024,2055,8,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,14,9,,3,0,0,0,0,26650.6,,,,,
New_CSP_AGO,2024,2050,9,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,14,9,,3,0,0,0,0,26646.6,,,,,
New_CSP_TZA,2024,2050,10,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,14,9,,3,0,0,0,0,26647.6,,,,,
Salima_PV_MWI,2022,2060,12,60,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19193,,,,,
New_PV_ZAF,2026,2060,1,30000,0,0,1,1,0,0,15000,0,0,0.8,25,2250,30000,0,6,4,,3,0,0,1,0,81378.8,,,,,
New_PV_LSO,2026,2060,2,500,0,0,1,1,0,0,15000,0,0,0.8,25,37.5,500,0,6,4,,3,0,0,1,0,20167.3,,,,,
New_PV_SWZ,2026,2060,3,1000,0,0,1,1,0,0,15000,0,0,0.8,25,75,1000,0,6,4,,3,0,0,1,0,21205.8,,,,,
New_PV_MOZ,2026,2060,4,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,6,4,,3,0,0,1,0,35731.8,,,,,
New_PV_ZWE_2026,2026,2060,5,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,6,4,,3,0,0,1,0,35732.8,,,,,
New_PV_BWA,2035,2060,6,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,6,4,,3,0,0,1,0,35742.8,,,,,
New_PV_NAM_2026,2026,2060,7,500,0,0,1,1,0,0,15000,0,0,0.8,25,75,500,0,6,4,,3,0,0,1,0,20209.8,,,,,
New_PV_ZMB_2026,2026,2060,8,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,6,4,,3,0,0,1,0,35735.8,,,,,
New_PV_AGO,2027,2060,9,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,6,4,,3,0,0,1,0,35737.8,,,,,
Kishapu_I,2025,2050,10,50,0,0,1,1,0,0,14000,0,0,0.9,25,50,50,0,6,4,,2,0,0,1,0,18275.9,,,,,
New_PV_DRC,2026,2060,11,4000,0,0,1,1,0,0,15000,0,0,0.8,25,300,4000,0,6,4,,3,0,0,1,0,27438.8,,,,,
PV_2027_MWI,2027,2060,12,300,0,0,1,1,0,0,15000,0,0,0.8,25,100,300,0,6,4,,3,0,0,1,0,19840.8,,,,,
New_PV_DRCSouth,2026,2060,13,4000,0,0,1,1,0,0,15000,0,0,0.8,25,300,4000,0,6,4,,3,0,0,1,0,27440.8,,,,,
New_OnshoreWind_ZAF,2026,2056,1,40000,0,0,1,1,0,0,28000,0,0,1.665,30,3000,40000,0,5,5,,3,0,0,1,0,115130.665,,,,,
New_OnshoreWind_LSO,2026,2056,2,500,0,0,1,1,0,0,28000,0,0,1.6,30,50,500,0,5,5,,3,0,0,1,0,33181.6,,,,,
New_OnshoreWind_SWZ,2030,2060,3,1000,0,0,1,1,0,0,28000,0,0,1.6,30,50,1000,0,5,5,,3,0,0,1,0,34190.6,,,,,
New_OnshoreWind_MOZ,2026,2056,4,8000,0,0,1,1,0,0,28000,0,0,1.6,30,600,8000,0,5,5,,3,0,0,1,0,48733.6,,,,,
New_OnshoreWind_ZWE,2028,2058,5,8000,0,0,1,1,0,0,28000,0,0,1.6,30,375,8000,0,5,5,,3,0,0,1,0,48513.6,,,,,
New_OnshoreWind_BWA,2031,2061,6,500,0,0,1,1,0,0,28000,0,0,1.6,30,50,500,0,5,5,,3,0,0,1,0,33195.6,,,,,
New_OnshoreWind_NAM_2027,2028,2058,7,200,0,0,1,1,0,0,28000,0,0,1.6,30,50,200,0,5,5,,3,0,0,1,0,32590.6,,,,,
New_OnshoreWind_ZMB,2031,2061,8,5000,0,0,1,1,0,0,28000,0,0,1.6,30,375,5000,0,5,5,,3,0,0,1,0,42522.6,,,,,
New_OnshoreWind_AGO,2030,2060,9,8000,0,0,1,1,0,0,28000,0,0,1.6,30,600,8000,0,5,5,,3,0,0,1,0,48746.6,,,,,
Wind_Tanzania,2027,2051,10,6000,0,0,1,1,0,0,40000,0,0,1.806,30,100,6000,0,5,5,,3,0,0,1,0,56235.806,,,,,
New_OnshoreWind_DRC_2026,2026,2056,11,4000,0,0,1,1,0,0,28000,0,0,1.6,30,300,4000,0,5,5,,3,0,0,1,0,40440.6,,,,,
Golomoti_PV_MWI,2022,2060,12,20,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19153,,,,,
New_OnshoreWind_DRCSouth_2026,2026,2056,13,4000,0,0,1,1,0,0,28000,0,0,1.6,30,300,4000,0,5,5,,3,0,0,1,0,40442.6,,,,,
CT_OnGrid_Diesel,2000,2050,9,343.46,0.06,13.62,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,11,,1,0,0,0,0,12476.94,,,,,
Agg_THICE1_ZAR,2000,2050,11,20.7,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,7,,1,0,0,0,0,12148.97545,,,,,
Agg_THICE2_ZAR,2000,2050,11,124.4,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,7,,1,0,0,0,0,12252.67545,,,,,
CT_OffGrid_Diesel,2013,2063,9,371.55,0.06,10.42,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,11,,1,0,0,0,0,12527.83,,,,,
PowerAfrica_TH_BWA,2015,2040,6,0,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,10,7,,1,0,0,0,0,12128.27545,,,,,
SA_CahoraBassa29_HY_MOZ,2000,2060,4,1375,0,0,1,1,0,0.4,46500,0.55,0,0,50,,,0,12,3,,1,0,0,0,0,52007.95,0.8,,,,
MozMGTPEDMSasolCTTemane_TH_MOZ,2026,2076,4,400,0.2,6.4,1,1,0,0.07,6600,4,0,1.245080501,30,400,400,0,2,14,7,3,7.1,0.05,0,0,11983.06508,,,,,
SA_CahoraBassa30_HY_MOZ,2034,2060,4,1245,0,0,1,1,0,0.4,46500,0.55,0,4.251,50,,,0,12,3,,3,0,0,0,0,51918.201,0.8,,,,
Maragra_biomass_MOZ,2000,2055,4,1,0.3,10.425987,1,1,0,0.8,48000,3,0,0,30,0,0,0,13,12,,1,0,0,0,1,52132.52599,,,,,
Inga3BC_ext_HY_ZAR,2035,2085,11,2800,0,0,1,1,0,0.45,46500,0.55,0,2.805581395,50,1400,2800,0,12,3,,3,0,0,0,0,57704.80558,0.9,,,,
Arnot2_TH_ZAF,1975,2028,1,1116,0.5,9.584325504,0.33,0.33,0,0.05,45000,0.13,0,0,30,,,0,13,1,,1,0,0.05,0,372,50175.97433,,,,,
Duynefontein_NU_ZAF,2032,2072,1,2500,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2500,2500,0,13,8,,3,0,0.6,0,0,111698.3846,,,,,
Existing _PV_NAM,2015,2060,7,228,0,0,1,1,0,0,15000,0,0,0,25,0,,0,6,4,,1,0,0,1,0,19349,,,,,
Otikojoto_Biomass_NAM,2028,2055,7,40,0.3,12.5,1,1,0,0.8,20000,5,0,2.697674419,30,40,40,0,13,12,,2,0,0,0,40,24290.29767,,,,,
New_CBM_Bot_gas_2031,2027,2060,6,100,0.6,6.4,1,1,0,0.2,85243,2.59,0,2.925939177,30,100,100,0,2,2,,3,0,0.05,0,100,89687.76594,,,,,
SACoal(Medium)new_TH_ZAF,2025,2075,1,5000,0.5,8.6,0.33,0.33,0,0.05,45000,0.131,0,4.416923077,30,1500,5000,0,13,1,,3,0,0.05,0,375,60662.40792,,,,,
NewCCGTNG_TH_SWZ,2027,2077,3,500,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,500,500,0,2,14,7,3,7.1,0.05,0,0,12283.81508,,,,,
Diaz_Wind_NAM,2027,2057,7,44,0,0,1,1,0,0,28000,0,0,1.8,30,44,44,0,5,5,,2,0,0,1,0,32269.8,,,,,
Omburru_Wind_Nam,2018,2055,7,20,0,0,1,1,0,0,28000,0,0,0,30,0,0,0,6,4,,1,0,0,1,0,32144,,,,,
IPP_Wind_NAM,2027,2057,7,50,0,0,1,1,0,0,28000,0,0,1.75,30,50,50,0,5,5,,2,0,0,1,0,32287.75,,,,,
CommittedCSP1_NAM,2024,2050,7,0,0,0,1,1,0,0.8,22000,3,0,1.85,30,0,0,0,14,9,,2,0,0,0,0,26143.65,,,,,
RoshPinah_PV_NAM,2025,2060,7,70,0,0,1,1,0,0,15000,0,0,0.8,25,70,70,0,6,4,,2,0,0,1,0,19342.8,,,,,
CommittedWind1-4_NAM,2034,2064,7,0,0,0,1,1,0,0,28000,0,0,1.75,30,0,0,0,5,5,,2,0,0,1,0,32151.75,,,,,
CommittedWind1-5_NAM,2036,2066,7,0,0,0,1,1,0,0,28000,0,0,1.75,30,0,0,0,5,5,,2,0,0,1,0,32155.75,,,,,
Khan_PV_NAM,2025,2060,7,20,0,0,1,1,0,0,15000,0,0,0.8,25,20,20,0,6,4,,2,0,0,1,0,19192.8,,,,,
CommittedPV2-2_NAM,2028,2060,7,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19135.8,,,,,
CommittedPV2-3_NAM,2031,2060,7,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19138.8,,,,,
CommittedPV2-4_NAM,2038,2060,7,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,2,0,0,1,0,19145.8,,,,,
Lithops_BESS_NAM,2026,2055,7,45,0,0,1,1,0,0.9,13860,0,0,0.2,20,45,45,0,17,10,,2,0,0,0,0,18135.1,,,,,
Omburru_BESS_NAM,2024,2055,7,31,0,0,1,1,0,0.9,13860,0,0,0.2,20,31,31,0,17,10,,2,0,0,0,0,18091.1,,,,,
CommittedStorage2-2_NAM,2027,2055,7,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18001.1,,,,,
CommittedStorage2-3_NAM,2032,2055,7,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18006.1,,,,,
CommittedStorage2-4_NAM,2036,2055,7,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18010.1,,,,,
New_Coal_1_BWA,2030,2060,6,300,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,300,300,0,13,1,,3,0,0.05,0,300,50055.4565,,,,,
New_Coal_2_BWA,2032,2060,6,300,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,300,300,0,13,1,,3,0,0.05,0,300,50057.4565,,,,,
Committed_PV1-1_BWA,2026,2060,6,235,0,0,1,1,0,0,15000,0,0,0.8,25,58.75,235,0,6,4,,3,0,0,1,0,19662.55,,,,,
Committed_PV1-2_BWA,2030,2060,6,300,0,0,1,1,0,0,15000,0,0,0.8,25,75,300,0,6,4,,3,0,0,1,0,19812.8,,,,,
Committed_PV1-3_BWA,2035,2060,6,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,6,4,,3,0,0,1,0,19142.8,,,,,
Committed_Wind1-1_BWA,2027,2057,6,0,0,0,1,1,0,0,28000,0,0,1.915,30,0,0,0,5,5,,2,0,0,1,0,32136.915,,,,,
Committed_Wind1-2_BWA,2025,2055,6,0,0,0,1,1,0,0,28000,0,0,1.915,30,0,0,0,5,5,,2,0,0,1,0,32132.915,,,,,
Committed_Wind1-3_BWA,2028,2058,6,0,0,0,1,1,0,0,28000,0,0,1.915,30,50,0,0,5,5,,2,0,0,1,0,32188.915,,,,,
Committed_Wind1-4_BWA,2031,2061,6,0,0,0,1,1,0,0,28000,0,0,1.915,30,0,0,0,5,5,,2,0,0,1,0,32144.915,,,,,
Committed_Wind1-5_BWA,2035,2065,6,0,0,0,1,1,0,0,28000,0,0,1.915,30,50,0,0,5,5,,2,0,0,1,0,32202.915,,,,,
NEWSto_BWA,2026,2055,6,50,0,0,1,1,0,0.9,13860,0,0,0.2,20,50,50,0,17,10,,3,0,0,0,0,18150.1,,,,,
Committed_Storage1-1_BWA,2030,2055,6,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18003.1,,,,,
Committed_Storage1-2_BWA,2030,2055,6,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18003.1,,,,,
Committed_Storage1-3_BWA,2035,2055,6,0,0,0,1,1,0,0.9,13860,0,0,0.2,20,0,0,0,17,10,,2,0,0,0,0,18008.1,,,,,
Existing_AusWind_NAM,2020,2055,7,5,0,0,1,1,0,0,28000,0,0,0,30,0,0,0,5,5,,1,0,0,1,0,32131,,,,,
New_OffshoreWind_ZAF,2030,2060,1,20200,0,0,1,1,0,0,70000,0,0,3.4,30,1515,20200,0,5,15,,3,0,0,1,0,116065.4,,,,,
New_OffshoreWind_MOZ,2026,2060,4,8000,0,0,1,1,0,0,70000,0,0,3.2,30,600,8000,0,5,15,,3,0,0,1,0,90749.2,,,,,
New_OffshoreWind_NAM,2030,2060,7,8000,0,0,1,1,0,0,70000,0,0,3.3,30,600,8000,0,5,15,,3,0,0,1,0,90756.3,,,,,
New_OffshoreWind_AGO,2035,2060,9,8000,0,0,1,1,0,0,70000,0,0,3.3,30,600,8000,0,5,15,,3,0,0,1,0,90763.3,,,,,
New_OffshoreWind_TZA,2035,2060,10,0,0,0,1,1,0,0,70000,0,0,3.3,30,0,0,0,5,15,,3,0,0,1,0,74164.3,,,,,
AggDiesel_TH_MOZ,2000,2050,4,48,0.06,13.62126767,1,1,0,0.4,8000,6.4,0,0,30,,,0,10,7,,1,0,0,0,0,12172.48127,,,,,
NewCCGTNG_TH_AGO,2055,2105,9,0,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,0,0,0,2,14,7,3,7.1,0.05,0,0,10845.81508,,,,,
GenericDieselCan_ZAF,2024,2054,1,2000,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,2000,2000,0,10,7,,3,0,0.06,0,0,18149.27381,,,,,
GenericDieselCan_NAM,2024,2054,7,500,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,500,500,0,10,7,,3,0,0.1,0,0,13655.31381,,,,,
GenericDieselCan_BWA,2024,2054,6,500,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,500,500,0,10,7,,3,0,0.06,0,0,13654.27381,,,,,
GenericDieselCan_TZA,2024,2054,10,0,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,0,0,0,10,7,,3,0,0.06,0,0,12158.27381,,,,,
GenericDieselCan_DRC,2024,2054,11,500,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,500,500,0,10,7,,3,0,0.06,0,0,13659.27381,,,,,
GenericDieselCan_SWL,2024,2054,3,200,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,200,200,0,10,7,,3,0,0.06,0,0,12751.27381,,,,,
GenericDieselCan_LSO,2024,2054,2,200,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.933810376,30,200,200,0,10,7,,3,0,0.06,0,0,12750.27381,,,,,
GenericDieselCan_ZMB,2026,2053,8,200,0.06,10.42,1,1,0,0.4,8000,6.4,0,0.830053667,30,100,500,0,10,7,,3,0,0.06,0,0,12957.17005,,,,,
NewCCGTNG_TH_LSO,2027,2074,2,500,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.17732737,30,500,5000,0,2,14,7,3,7.1,0.05,0,0,16779.74733,,,,,
GasTurbine_TH_AGO,2055,2105,9,2500,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,500,2000,0,1,2,7,3,9.7,0.05,0,0,26238.16682,,,,,
GasTurbine_TH_SWL,2027,2077,3,500,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,400,2000,0,1,14,7,3,9.7,0.05,0,0,24088.16682,,,,,
GasTurbine_TH_LSO,2027,2077,2,500,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,500,2000,0,1,14,7,3,9.7,0.05,0,0,24187.16682,,,,,
GecaminesCoal(100)_TH_AGO,2025,2070,2,0,0.5,8.6,0.33,0.33,0,0.05,45000,0.13,0,2.466504472,30,0,0,0,13,1,,3,0,0.05,0,0,49156.4565,,,,,
Mzimba_I_WIND_MWI,2030,2055,12,0,0,0,1,1,0,0,28000,0,0,1.6,30,50,50,0,5,5,,3,0,0,1,0,32244.6,,,,,
Mzimba_II_WIND_MWI,2032,2062,12,0,0,0,1,1,0,0,28000,0,0,1.6,30,0,100,0,5,5,,3,0,0,1,0,32253.6,,,,,
Dedza_WIND_MWI,2027,2057,12,0,0,0,1,1,0,0,28000,0,0,1.6,30,0,86,0,5,5,,3,0,0,1,0,32229.6,,,,,
Chitipa_WIND_MWI,2027,2057,12,0,0,0,1,1,0,0,28000,0,0,1.6,30,0,108,0,5,5,,3,0,0,1,0,32251.6,,,,,
Kasitu_GT_MWI,2055,2060,12,4.9,0,0,1,1,0,0.2,15000,2.538071066,0,9.95,30,4.9,4.9,0,13,13,,3,0,0,0,0,19215.38807,,,,,
Chiweta_GT_MWI,2055,2060,12,12,0,0,1,1,0,0.2,15000,2.538071066,0,9.95,30,12,12,0,13,13,,3,0,0,0,0,19236.68807,,,,,
Kam'mwamba_C_MWI,2055,2060,12,0,0.5,9.853126851,0.33,0.33,0,0.05,60000,2,0,2.84,30,0,50,0,13,1,,3,0,0.05,0,0,64239.95313,,,,,
Rukuru_C_MWI,2055,2060,12,0,0.5,9.853126851,0.33,0.33,0,0.05,60000,2,0,2.84,30,0,80,0,13,1,,3,0,0.05,0,0,64269.95313,,,,,
Mota_Engil_C_MWI,2055,2060,12,0,0.5,9.853126851,0.33,0.33,0,0.05,60000,2,0,2.84,30,0,200,0,13,1,,3,0,0.05,0,0,64389.95313,,,,,
Bagasse_co-generation_BM_MWI,2030,2060,12,60,0.3,10,0.9,0.9,0,0.01,100000,10,0,4.26,30,60,60,0,13,12,,3,0,0,0,0,104366.37,,,,,
Waste_to_energy_(Blantyre)_BM_MWI,2031,2060,12,10,0.3,10,1,1,0,0.01,100000,10,0,7.2,30,10,10,0,13,12,,3,0,0,0,0,104220.51,,,,,
Ethanol_project_BM_MWI,2032,2060,12,28,0.3,10,1,1,0,0.01,100000,10,0,7.2,30,28,28,0,13,12,,3,0,0,0,0,104275.51,,,,,
Near_Salima_Nanjoka_LNG_MWI,2055,2060,12,73,0.2,10.42,1,1,0,0.2,20000,3,0,0.9,30,73,30,0,1,2,,3,0,0.05,0,0,24355.77,,,,,
Li-ion_storage_A_MWI,2025,2060,12,20,0,0,1,1,0,0.9,13000,0,0,0.28,20,20,8,0,17,10,,2,0,0,0,0,17197.18,,,,,
Golomoti_BESS,2022,2060,12,5,0,0,1,1,0,0.9,13000,0,0,0,20,0,0,0,17,10,,1,0,0,0,0,17149.9,,,,,
Li-ion_storage_C_MWI,2030,2060,12,0,0,0,1,1,0,0.9,13000,0,0,0.28,20,0,50,0,17,10,,3,0,0,0,0,17205.18,,,,,
Sto_MWI_2027,2027,2055,12,300,0,0,1,1,0,0.9,13860,0,0,0.2,20,100,300,0,17,10,,3,0,0,0,0,18707.1,,,,,
SolarRound(PV)New_ZMB,2023,2060,8,35,0,0,1,1,0,0,15000,0,0,0,25,,,0,6,4,,1,0,0,1,0,19165,,,,,
NewSolar2025_PV_ZMB,2025,2060,8,165,0,0,1,1,0,0,15000,0,0,0.8,25,8.25,165,0,6,4,,2,0,0,1,0,19472.05,,,,,
ChishimbaFallsExt_HY_ZMB,2026,2060,8,9,0,0,1,1,0,0.107375,46500,0.55,0,4.251,50,,,0,12,3,,2,0,0,0,0,50676.90838,0.21475,0.213,0.235,0.186,0.225
EEC_Solar_PV,2021,2060,3,10,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19133,,,,,
Existing _PV_ZIM,2022,2060,5,38,0,0,1,1,0,0,15000,0,0,0,25,,,0,6,4,,1,0,0,1,0,19164,,,,,
CF_Bafia_Farta,2022,2073,9,75.5,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,6,4,,1,0,0,1,0,19218.5,,,,,
Kusile_II_TH_ZAF,2023,2073,1,800,0.5,9.0990432,0.33,0.33,0,0.05,45000,0.13,0,0,30,0,0,0,13,1,,1,0,0.05,0,800,49952.48904,,,,,
Kusile_III_TH_ZAF,2024,2074,1,800,0.5,9.0990432,0.33,0.33,0,0.05,45000,0.13,0,4.073488372,30,800,800,0,13,1,,2,0,0.05,0,800,51559.56253,,,,,
SAGenericSolarPV(Medium)28_REN_ZAF,2028,2060,1,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,6,4,,2,0,0,1,0,20629.8,,,,,
