Zone,m,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Guinea,1,1,0.741231489,0.727201871,0.697778644,0.692712393,0.681605612,0.67381138,0.697583788,0.6979735,0.696414653,0.688425565,0.651792673,0.657638348,0.682774747,0.671083398,0.677903352,0.69563523,0.701870616,0.722330475,0.788289166,0.860678098,0.80436477,0.88055339,0.853078722,0.741816056
Guinea,1,2,0.785853468,0.729345284,0.684138737,0.6812159,0.680436477,0.698168355,0.762470772,0.69329696,0.685697584,0.662704599,0.656079501,0.669524552,0.687061574,0.662120031,0.703039751,0.716679657,0.73791894,0.727201871,0.801247077,0.868082619,0.922057677,0.900818394,0.870031177,0.828916602
Guinea,1,3,0.731488698,0.707911146,0.689204988,0.675565082,0.669719408,0.691153546,0.750194856,0.680046765,0.666406859,0.674201091,0.689789556,0.687840998,0.693686672,0.711223694,0.717069369,0.730709275,0.752143414,0.736944661,0.766757599,0.85639127,0.867887763,0.896141855,0.860483242,0.829501169
Guinea,1,4,0.79598597,0.771044427,0.745323461,0.712197973,0.730709275,0.742400624,0.824240062,0.757014809,0.759937646,0.763834762,0.752143414,0.791114575,0.778059236,0.775331255,0.819953235,0.827942323,0.847817615,0.847622759,0.951091193,0.986165238,0.983242401,0.965510522,0.924395947,0.882501949
Guinea,2,1,0.741231489,0.727201871,0.697778644,0.692712393,0.681605612,0.67381138,0.697583788,0.6979735,0.696414653,0.688425565,0.651792673,0.657638348,0.682774747,0.671083398,0.677903352,0.69563523,0.701870616,0.722330475,0.788289166,0.860678098,0.80436477,0.88055339,0.853078722,0.741816056
Guinea,2,2,0.785853468,0.729345284,0.684138737,0.6812159,0.680436477,0.698168355,0.762470772,0.69329696,0.685697584,0.662704599,0.656079501,0.669524552,0.687061574,0.662120031,0.703039751,0.716679657,0.73791894,0.727201871,0.801247077,0.868082619,0.922057677,0.900818394,0.870031177,0.828916602
Guinea,2,3,0.731488698,0.707911146,0.689204988,0.675565082,0.669719408,0.691153546,0.750194856,0.680046765,0.666406859,0.674201091,0.689789556,0.687840998,0.693686672,0.711223694,0.717069369,0.730709275,0.752143414,0.736944661,0.766757599,0.85639127,0.867887763,0.896141855,0.860483242,0.829501169
Guinea,2,4,0.79598597,0.771044427,0.745323461,0.712197973,0.730709275,0.742400624,0.824240062,0.757014809,0.759937646,0.763834762,0.752143414,0.791114575,0.778059236,0.775331255,0.819953235,0.827942323,0.847817615,0.847622759,0.951091193,0.986165238,0.983242401,0.965510522,0.924395947,0.882501949
Guinea,3,1,0.74123149,0.72720187,0.69777864,0.69271239,0.68160561,0.67381138,0.69758379,0.6979735,0.69641465,0.68842557,0.65179267,0.65763835,0.68277475,0.6710834,0.67790335,0.69563523,0.70187062,0.72233048,0.78828917,0.8606781,0.80436477,0.88055339,0.85307872,0.74181606
Guinea,3,2,0.78585347,0.72934528,0.68413874,0.6812159,0.68043648,0.69816836,0.76247077,0.69329696,0.68569758,0.6627046,0.6560795,0.66952455,0.68706157,0.66212003,0.70303975,0.71667966,0.73791894,0.72720187,0.80124708,0.86808262,0.92205768,0.90081839,0.87003118,0.8289166
