month,day,hour,zone,value
3,14,20,ZONE1,0.7266768806129881
3,14,21,ZONE1,0.6589648350478114
3,14,22,ZONE1,0.6678311754719818
3,14,23,ZONE1,0.8122946027241361
3,15,0,ZONE1,0.7494546511659615
3,15,1,ZONE1,0.3179085880827941
3,15,2,ZONE1,0.9571104520750018
3,15,3,ZONE1,0.8977145565646169
3,15,4,ZONE1,0.2229625425780395
3,15,5,ZONE1,0.912639899210931
3,15,6,ZONE1,0.47631212353817065
3,15,7,ZONE1,0.8061556886199529
3,15,8,ZONE1,0.6650701985793729
3,15,9,ZONE1,0.5060007152181424
3,15,10,ZONE1,0.024166514699758168
3,15,11,ZONE1,0.201702021202815
3,15,12,ZONE1,0.9747567138113798
3,15,13,ZONE1,0.017234651798620826
3,15,14,ZONE1,0.11752897584265676
3,15,15,ZONE1,0.111461796090771
3,15,16,ZONE1,0.07022375165342154
3,15,17,ZONE1,0.779571244973964
3,15,18,ZONE1,0.05590310677861954
3,15,19,ZONE1,0.5026896265888953
3,15,20,ZONE1,0.029628480032735993
3,15,21,ZONE1,0.9818536903020779
3,15,22,ZONE1,0.27812319111126316
3,15,23,ZONE1,0.5051177501996231
3,16,0,ZONE1,0.7646473073154151
3,16,1,ZONE1,0.1706877940927154
3,16,2,ZONE1,0.09059938292030767
3,16,3,ZONE1,0.38053530263545665
3,16,4,ZONE1,0.15912763372325478
3,16,5,ZONE1,0.12324150665815026
3,16,6,ZONE1,0.751201023998284
3,16,7,ZONE1,0.6253110296450147
3,16,8,ZONE1,0.22980646353156897
3,16,9,ZONE1,0.23901973284569922
3,16,10,ZONE1,0.9291097616434896
3,16,11,ZONE1,0.8173926278338522
3,16,12,ZONE1,0.6350848726060581
3,16,13,ZONE1,0.05617705335630108
3,16,14,ZONE1,0.9412070932949559
3,16,15,ZONE1,0.7916858426301625
3,16,16,ZONE1,0.07249472964817993
3,16,17,ZONE1,0.9097278711467784
3,16,18,ZONE1,0.6070361398069806
3,16,19,ZONE1,0.9996144217316453
3,16,20,ZONE1,0.6631838162316697
3,16,21,ZONE1,0.031197358790368446
3,16,22,ZONE1,0.6372567090608475
3,16,23,ZONE1,0.9096755104359823
3,17,0,ZONE1,0.5155028859210165
3,17,1,ZONE1,0.92958591991354
3,17,2,ZONE1,0.598110869769491
3,17,3,ZONE1,0.9078084031670302
3,17,4,ZONE1,0.20130046124396916
3,17,5,ZONE1,0.09837031499653082
3,17,6,ZONE1,0.5046302004954922
3,17,7,ZONE1,0.7826372021983673
3,17,8,ZONE1,0.08557422180838148
3,17,9,ZONE1,0.9341812386876538
3,17,10,ZONE1,0.9557111106495938
3,17,11,ZONE1,0.39428637550040224
3,17,12,ZONE1,0.9757039785124526
3,17,13,ZONE1,0.6652772898165082
3,17,14,ZONE1,0.6182771850720918
3,17,15,ZONE1,0.18617373335279996
3,17,16,ZONE1,0.4043563814542389
3,17,17,ZONE1,0.9413575506998716
3,17,18,ZONE1,0.35590461551810515
3,17,19,ZONE1,0.703194843975501
3,17,20,ZONE1,0.7955774980966609
3,17,21,ZONE1,0.9727039287603859
3,17,22,ZONE1,0.15679893820955648
3,17,23,ZONE1,0.45524835078435877
3,18,0,ZONE1,0.6695119255959225
3,18,1,ZONE1,0.691347433362666
3,18,2,ZONE1,0.7064980173027846
3,18,3,ZONE1,0.2164976062804549
3,18,4,ZONE1,0.5267738442761517
3,18,5,ZONE1,0.727478696421846
3,18,6,ZONE1,0.06667434127076166
3,18,7,ZONE1,0.04266606697031283
3,18,8,ZONE1,0.3487372045749232
3,18,9,ZONE1,0.36327052345152866
3,18,10,ZONE1,0.10657067482503269
3,18,11,ZONE1,0.07322820929839868
3,18,12,ZONE1,0.15686941684982436
3,18,13,ZONE1,0.8322772002192019
3,18,14,ZONE1,0.6439792620529273
3,18,15,ZONE1,0.9004568855531558
3,18,16,ZONE1,0.6080713101318362
3,18,17,ZONE1,0.6558102924831264
3,18,18,ZONE1,0.8946592671444549
3,18,19,ZONE1,0.8870717390154282
3,18,20,ZONE1,0.4783613013677076
3,18,21,ZONE1,0.83002807135518
3,18,22,ZONE1,0.6715514341240731
3,18,23,ZONE1,0.26955440375177353
3,19,0,ZONE1,0.12852410319045315
3,19,1,ZONE1,0.02966764953672829
3,19,2,ZONE1,0.9510128584802756
3,19,3,ZONE1,0.5803815924197341
3,19,4,ZONE1,0.7753312130059911
3,19,5,ZONE1,0.06053303444651692
3,19,6,ZONE1,0.14458382449909046
3,19,7,ZONE1,0.8370229075117482
3,19,8,ZONE1,0.7759315957730323
3,19,9,ZONE1,0.09809239233928102
3,19,10,ZONE1,0.2480056507192515
3,19,11,ZONE1,0.27740031799047293
3,19,12,ZONE1,0.1644385854888194
3,19,13,ZONE1,0.10672862287263196
3,19,14,ZONE1,0.5617105583514055
3,19,15,ZONE1,0.3272242695372075
3,19,16,ZONE1,0.4794429029204451
3,19,17,ZONE1,0.8960606904429561
3,19,18,ZONE1,0.5642237460720154
3,19,19,ZONE1,0.21716609882842786
3,19,20,ZONE1,0.6269518835978174
3,19,21,ZONE1,0.9275222827294197
3,19,22,ZONE1,0.5528681876191469
3,19,23,ZONE1,0.3208064854506545
3,20,0,ZONE1,0.028562615409134406
3,20,1,ZONE1,0.3748195632658362
3,20,2,ZONE1,0.37018329617392287
3,20,3,ZONE1,0.958163099083424
3,20,4,ZONE1,0.6848080399767128
3,20,5,ZONE1,0.8495138606630817
3,20,6,ZONE1,0.9969385535362556
3,20,7,ZONE1,0.8291722161615747
3,20,8,ZONE1,0.6791809584494732
3,20,9,ZONE1,0.8884993120959271
3,20,10,ZONE1,0.9468184110565442
3,20,11,ZONE1,0.3878741092206014
3,20,12,ZONE1,0.5993801173891309
3,20,13,ZONE1,0.6878228189334477
3,20,14,ZONE1,0.2803834841000402
3,20,15,ZONE1,0.30529645393487803
3,20,16,ZONE1,0.4015146512467421
3,20,17,ZONE1,0.2282943852717424
3,20,18,ZONE1,0.24384418106667693
3,20,19,ZONE1,0.40374223874588144
3,20,20,ZONE1,0.9685650044433657
3,20,21,ZONE1,0.6035048679062176
3,20,22,ZONE1,0.9484477050283425
3,20,23,ZONE1,0.5458858022446796
3,21,0,ZONE1,0.6808912202672016
3,21,1,ZONE1,0.8643334777858602
3,21,2,ZONE1,0.40309327580194965
3,21,3,ZONE1,0.9655303460086274
3,21,4,ZONE1,0.3891548295999935
3,21,5,ZONE1,0.8317873495641057
3,21,6,ZONE1,0.8654263705491103
3,21,7,ZONE1,0.14479068912901194
3,21,8,ZONE1,0.10062440779683757
3,21,9,ZONE1,0.5241481715784018
3,21,10,ZONE1,0.9497114095784033
3,21,11,ZONE1,0.21984291274250933
3,21,12,ZONE1,0.24652520924660637
3,21,13,ZONE1,0.6022501229135909
3,21,14,ZONE1,0.903038662309311
3,21,15,ZONE1,0.8200995657861784
3,21,16,ZONE1,0.5149487914013248
3,21,17,ZONE1,0.47365006861172354
3,21,18,ZONE1,0.9230155696956829
3,21,19,ZONE1,0.11692032900821003
3,21,20,ZONE1,0.0009674705063554834
3,21,21,ZONE1,0.6727712828318031
3,21,22,ZONE1,0.3457187552774361
3,21,23,ZONE1,0.8521958868649747
3,22,0,ZONE1,0.9418007364021951
3,22,1,ZONE1,0.299513953826147
3,22,2,ZONE1,0.2786193814803717
3,22,3,ZONE1,0.6725102296841801
3,22,4,ZONE1,0.18660899368617434
3,22,5,ZONE1,0.6974373839279199
3,22,6,ZONE1,0.6725699389177605
3,22,7,ZONE1,0.22322408116066628
3,22,8,ZONE1,0.8730848659887075
3,22,9,ZONE1,0.43241715242668144
3,22,10,ZONE1,0.27101110554104324
3,22,11,ZONE1,0.6641638242756261
3,22,12,ZONE1,0.059724522353363674
3,22,13,ZONE1,0.8333586216255885
3,22,14,ZONE1,0.6808201290965176
3,22,15,ZONE1,0.44862760979651384
3,22,16,ZONE1,0.7816370421862106
3,22,17,ZONE1,0.38482771430163654
3,22,18,ZONE1,0.4012495715153278
3,22,19,ZONE1,0.15251966299294228
3,22,20,ZONE1,0.5852049588180679
3,22,21,ZONE1,0.13544815028102497
3,22,22,ZONE1,0.647262880555034
3,22,23,ZONE1,0.9789307661863013
3,23,0,ZONE1,0.44481899121809176
3,23,1,ZONE1,0.06348843743388943
3,23,2,ZONE1,0.06881324515772957
3,23,3,ZONE1,0.8057156449737517
3,23,4,ZONE1,0.8433412903294628
3,23,5,ZONE1,0.35642301664162024
3,23,6,ZONE1,0.35437284673134306
3,23,7,ZONE1,0.6955114624553578
3,23,8,ZONE1,0.1643896858710162
3,23,9,ZONE1,0.6968303092473781
3,23,10,ZONE1,0.9351439081078304
3,23,11,ZONE1,0.2040541173972884
3,23,12,ZONE1,0.8561220610373954
3,23,13,ZONE1,0.19884836820501772
3,23,14,ZONE1,0.7609580012948625
3,23,15,ZONE1,0.10992522124878057
3,23,16,ZONE1,0.29060181644669025
3,23,17,ZONE1,0.5991206064696836
3,23,18,ZONE1,0.08049893592774193
3,23,19,ZONE1,0.1738691862643752
3,23,20,ZONE1,0.27809418321606616
3,23,21,ZONE1,0.4726556003520691
3,23,22,ZONE1,0.21470365730215324
3,23,23,ZONE1,0.718976572510519
3,24,0,ZONE1,0.8013873081469749
3,24,1,ZONE1,0.8663565774489773
3,24,2,ZONE1,0.7381212443482236
3,24,3,ZONE1,0.5808964362258708
3,24,4,ZONE1,0.6367782528620769
3,24,5,ZONE1,0.0008702800381527043
3,24,6,ZONE1,0.35628628443850274
3,24,7,ZONE1,0.7998656106317613
3,24,8,ZONE1,0.013985692191038512
3,24,9,ZONE1,0.8205267231123002
3,24,10,ZONE1,0.3420085996320774
3,24,11,ZONE1,0.4569814249260221
3,24,12,ZONE1,0.34579657046755496
3,24,13,ZONE1,0.10625484575272548
3,24,14,ZONE1,0.30121419667658267
3,24,15,ZONE1,0.652419952316938
3,24,16,ZONE1,0.5149277846002096
3,24,17,ZONE1,0.3825860424394407
3,24,18,ZONE1,0.7097971099676171
3,24,19,ZONE1,0.8863019140565437
3,24,20,ZONE1,0.26291382832446697
3,24,21,ZONE1,0.6675153511053707
3,24,22,ZONE1,0.6557269513956827
3,24,23,ZONE1,0.8923881423417279
3,25,0,ZONE1,0.1624097245788657
3,25,1,ZONE1,0.6433187952043693
3,25,2,ZONE1,0.8233567206240497
3,25,3,ZONE1,0.8397039117806138
3,25,4,ZONE1,0.8727202638269546
3,25,5,ZONE1,0.4707991209171567
3,25,6,ZONE1,0.015898561987504944
3,25,7,ZONE1,0.7925579118822303
3,25,8,ZONE1,0.3061415841267917
3,25,9,ZONE1,0.46736602446013575
3,25,10,ZONE1,0.442678014546506
3,25,11,ZONE1,0.5852478880105008
3,25,12,ZONE1,0.6617573407342316
3,25,13,ZONE1,0.5375064817152918
3,25,14,ZONE1,0.08388942084227147
3,25,15,ZONE1,0.015278445925017259
3,25,16,ZONE1,0.6748453591613974
3,25,17,ZONE1,0.3735833426049574
3,25,18,ZONE1,0.6817665670564196
3,25,19,ZONE1,0.6673950667009899
3,25,20,ZONE1,0.4257049035713981
3,25,21,ZONE1,0.35867766373005494
3,25,22,ZONE1,0.1331627802551416
3,25,23,ZONE1,0.6328279483367929
3,26,0,ZONE1,0.5879148070161314
3,26,1,ZONE1,0.9126818717271732
3,26,2,ZONE1,0.13073848753971995
3,26,3,ZONE1,0.7269570564831618
3,26,4,ZONE1,0.08287110168087242
3,26,5,ZONE1,0.7455555194292318
3,26,6,ZONE1,0.7653713317138305
3,26,7,ZONE1,0.6511281630277084
3,26,8,ZONE1,0.31255360822051215
3,26,9,ZONE1,0.4943808736798776
3,26,10,ZONE1,0.8442585969553341
3,26,11,ZONE1,0.15552233786618752
3,26,12,ZONE1,0.2766112618853587
3,26,13,ZONE1,0.8592043513639597
3,26,14,ZONE1,0.13010914463467527
3,26,15,ZONE1,0.16329508166570883
3,26,16,ZONE1,0.8310946007956789
3,26,17,ZONE1,0.16852825302818797
3,26,18,ZONE1,0.13253362708989758
3,26,19,ZONE1,0.9352299528642969
3,26,20,ZONE1,0.4792038825925443
3,26,21,ZONE1,0.15840667168372669
3,26,22,ZONE1,0.6411205564043465
3,26,23,ZONE1,0.6591258188980065
3,27,0,ZONE1,0.8710956813104583
3,27,1,ZONE1,0.850449499417584
3,27,2,ZONE1,0.7898861363119831
3,27,3,ZONE1,0.7218418157297126
3,27,4,ZONE1,0.06211948634887776
3,27,5,ZONE1,0.25537686468282894
3,27,6,ZONE1,0.1294487955617828
3,27,7,ZONE1,0.9000658150725824
3,27,8,ZONE1,0.23348585957066315
3,27,9,ZONE1,0.8043575479347895
3,27,10,ZONE1,0.05279998546077358
3,27,11,ZONE1,0.14350931925884414
3,27,12,ZONE1,0.641839691705534
3,27,13,ZONE1,0.9195558272725051
3,27,14,ZONE1,0.3014806841100498
3,27,15,ZONE1,0.9090696492888253
3,27,16,ZONE1,0.4849559397729688
3,27,17,ZONE1,0.7232348637429623
3,27,18,ZONE1,0.5824032183576795
3,27,19,ZONE1,0.25581065878223974
3,27,20,ZONE1,0.9348801646610558
3,27,21,ZONE1,0.22788269195678812
3,27,22,ZONE1,0.43936893798726717
3,27,23,ZONE1,0.09892263191448025
3,28,0,ZONE1,0.34884660118273225
3,28,1,ZONE1,0.5730230130404408
3,28,2,ZONE1,0.8856720025424873
3,28,3,ZONE1,0.2978861077010936
3,28,4,ZONE1,0.5463111978354591
3,28,5,ZONE1,0.7473265616196839
3,28,6,ZONE1,0.9343788247490232
3,28,7,ZONE1,0.15028006447653663
3,28,8,ZONE1,0.9547358406196136
3,28,9,ZONE1,0.5066603127930549
3,28,10,ZONE1,0.2616414658923032
3,28,11,ZONE1,0.12162856482687978
3,28,12,ZONE1,0.09387464957047487
3,28,13,ZONE1,0.1633071562184667
3,28,14,ZONE1,0.13062448479148847
3,28,15,ZONE1,0.21221658816745204
3,28,16,ZONE1,0.9588294723876303
3,28,17,ZONE1,0.15486023341624533
3,28,18,ZONE1,0.7764750183210545
3,28,19,ZONE1,0.15332350246550985
3,28,20,ZONE1,0.6972025682122676
3,28,21,ZONE1,0.19081973370623262
3,28,22,ZONE1,0.17709895790779973
3,28,23,ZONE1,0.844849972523679
3,29,0,ZONE1,0.6271509375888554
3,29,1,ZONE1,0.24264967701325257
3,29,2,ZONE1,0.12317360601838767
3,29,3,ZONE1,0.6544941838229262
3,29,4,ZONE1,0.4993726278168068
3,29,5,ZONE1,0.8294488197567749
3,29,6,ZONE1,0.8978811119808057
3,29,7,ZONE1,0.20029143423754048
3,29,8,ZONE1,0.7014747617204332
3,29,9,ZONE1,0.3691477186279728
3,29,10,ZONE1,0.30940047855316766
3,29,11,ZONE1,0.878029885509125
3,29,12,ZONE1,0.47692907722215583
3,29,13,ZONE1,0.6223378727281392
3,29,14,ZONE1,0.6066079103748728
3,29,15,ZONE1,0.3178896098571252
3,29,16,ZONE1,0.725698815230952
3,29,17,ZONE1,0.2672730524036686
3,29,18,ZONE1,0.2970721857744715
3,29,19,ZONE1,0.42371398735616495
3,29,20,ZONE1,0.8685907599839346
3,29,21,ZONE1,0.12525509223238573
3,29,22,ZONE1,0.4587854399598764
3,29,23,ZONE1,0.3843984606414461
3,30,0,ZONE1,0.7248128663977207
3,30,1,ZONE1,0.45422412289884095
3,30,2,ZONE1,0.5552806844860725
3,30,3,ZONE1,0.5146849920472701
3,30,4,ZONE1,0.3537963740712493
3,30,5,ZONE1,0.12200522387148582
3,30,6,ZONE1,0.4169464262173579
3,30,7,ZONE1,0.8822287882974017
3,30,8,ZONE1,0.7833475884960253
3,30,9,ZONE1,0.20183160096006825
3,30,10,ZONE1,0.23860903241618137
3,30,11,ZONE1,0.6948593800434106
3,30,12,ZONE1,0.6775128481183029
3,30,13,ZONE1,0.011152590211252478
3,30,14,ZONE1,0.4375781374133888
3,30,15,ZONE1,0.8710415566839917
3,30,16,ZONE1,0.4656283188444822
3,30,17,ZONE1,0.8822117936698767
3,30,18,ZONE1,0.4090437374606103
3,30,19,ZONE1,0.7290296609304567
3,30,20,ZONE1,0.029669573303295893
3,30,21,ZONE1,0.7765908645742051
3,30,22,ZONE1,0.3243237467733949
3,30,23,ZONE1,0.7092067291508776
3,31,0,ZONE1,0.20234707341339975
3,31,1,ZONE1,0.9405822956431268
3,31,2,ZONE1,0.11807811047795747
3,31,3,ZONE1,0.4541003511608692
3,31,4,ZONE1,0.015430385476753572
3,31,5,ZONE1,0.2835204432566675
3,31,6,ZONE1,0.2484992078473589
3,31,7,ZONE1,0.5218176604470368
3,31,8,ZONE1,0.2603159778136226
3,31,9,ZONE1,0.7809461337047938
3,31,10,ZONE1,0.18272510071509396
3,31,11,ZONE1,0.19348118983462304
3,31,12,ZONE1,0.19470111901906573
3,31,13,ZONE1,0.6555964638160082
3,31,14,ZONE1,0.8359330037065358
3,31,15,ZONE1,0.6418296604551043
3,31,16,ZONE1,0.4693382274654814
3,31,17,ZONE1,0.6729620521917005
3,31,18,ZONE1,0.26820587777960636
3,31,19,ZONE1,0.01221289268790171
3,31,20,ZONE1,0.7572003389025836
3,31,21,ZONE1,0.4058362367758469
3,31,22,ZONE1,0.08867489001635231
3,31,23,ZONE1,0.7499246796300926
4,1,0,ZONE1,0.7164948553510102
4,1,1,ZONE1,0.5285350457843936
4,1,2,ZONE1,0.2555106103267867
4,1,3,ZONE1,0.008723599015920569
4,1,4,ZONE1,0.7472410726797235
4,1,5,ZONE1,0.5323763954746144
4,1,6,ZONE1,0.0061771953325139295
4,1,7,ZONE1,0.5767286273233491
4,1,8,ZONE1,0.32821757177803323
4,1,9,ZONE1,0.5443948446039955
4,1,10,ZONE1,0.9622164725198206
4,1,11,ZONE1,0.08807678650003248
4,1,12,ZONE1,0.7636817051103384
4,1,13,ZONE1,0.47951946803661316
4,1,14,ZONE1,0.6702073082601638
4,1,15,ZONE1,0.7443095582326218
4,1,16,ZONE1,0.691230775231456
4,1,17,ZONE1,0.7635119621624912
4,1,18,ZONE1,0.7467063956478195
4,1,19,ZONE1,0.3190140394487967
4,1,20,ZONE1,0.6151053348377966
4,1,21,ZONE1,0.8847357898528552
4,1,22,ZONE1,0.5521621566238812
4,1,23,ZONE1,0.4678614326569833
4,2,0,ZONE1,0.7204773887498918
4,2,1,ZONE1,0.29286072004166464
4,2,2,ZONE1,0.5156846330590614
4,2,3,ZONE1,0.09340620801419952
4,2,4,ZONE1,0.48740803540040545
4,2,5,ZONE1,0.9650926837827518
4,2,6,ZONE1,0.6292148765091895
4,2,7,ZONE1,0.6582935389110234
4,2,8,ZONE1,0.929508522662969
4,2,9,ZONE1,0.9326547426430359
4,2,10,ZONE1,0.5161167317251762
4,2,11,ZONE1,0.11795763510358648
4,2,12,ZONE1,0.30995875588434063
4,2,13,ZONE1,0.4952025713840804
4,2,14,ZONE1,0.39369545003590634
4,2,15,ZONE1,0.5054323396362873
4,2,16,ZONE1,0.42387753532832484
4,2,17,ZONE1,0.061344103253670346
4,2,18,ZONE1,0.3960219435121942
4,2,19,ZONE1,0.9276884565007483
4,2,20,ZONE1,0.17155802067736692
4,2,21,ZONE1,0.36931632765101763
4,2,22,ZONE1,0.19690720763756975
4,2,23,ZONE1,0.3481813416474352
4,3,0,ZONE1,0.49407054005907003
4,3,1,ZONE1,0.14651590099093303
4,3,2,ZONE1,0.6965072819746336
4,3,3,ZONE1,0.5834978614733202
4,3,4,ZONE1,0.757467664339274
4,3,5,ZONE1,0.3057285553279989
4,3,6,ZONE1,0.7965665399945429
4,3,7,ZONE1,0.7465187116794983
4,3,8,ZONE1,0.15608934161710764
4,3,9,ZONE1,0.4762339753545134
4,3,10,ZONE1,0.6129000765773716
4,3,11,ZONE1,0.4955908364512812
4,3,12,ZONE1,0.5646748248483293
4,3,13,ZONE1,0.7326878157444466
4,3,14,ZONE1,0.3940291132254402
4,3,15,ZONE1,0.8279971230026234
4,3,16,ZONE1,0.5565701816203931
4,3,17,ZONE1,0.34320520092263096
4,3,18,ZONE1,0.20742010207458683
4,3,19,ZONE1,0.3791965579334885
4,3,20,ZONE1,0.04796408421508547
4,3,21,ZONE1,0.6350281068471094
4,3,22,ZONE1,0.5208092117079034
4,3,23,ZONE1,0.28299000696345533
4,4,0,ZONE1,0.7602689653197846
4,4,1,ZONE1,0.8635348692050225
4,4,2,ZONE1,0.4565851384187395
4,4,3,ZONE1,0.34644986621875085
4,4,4,ZONE1,0.9679787562239821
4,4,5,ZONE1,0.36416235789516005
4,4,6,ZONE1,0.6177958245604636
4,4,7,ZONE1,0.41558719139392764
4,4,8,ZONE1,0.9111854956063442
4,4,9,ZONE1,0.9199739866190916
4,4,10,ZONE1,0.7919694735867664
4,4,11,ZONE1,0.3206479038917752
4,4,12,ZONE1,0.30364286862722334
4,4,13,ZONE1,0.05285314095102134
4,4,14,ZONE1,0.22609203944363365
4,4,15,ZONE1,0.6491534244924015
4,4,16,ZONE1,0.16910762055534134
4,4,17,ZONE1,0.5020641755115035
4,4,18,ZONE1,0.3575607708507079
4,4,19,ZONE1,0.8908956293601747
4,4,20,ZONE1,0.7477306209850951
4,4,21,ZONE1,0.2474286309287974
4,4,22,ZONE1,0.4344523623306398
4,4,23,ZONE1,0.6199005014506803
4,5,0,ZONE1,0.6965161872159275
4,5,1,ZONE1,0.41450881316928656
4,5,2,ZONE1,0.3928681316213276
4,5,3,ZONE1,0.8985910399541384
4,5,4,ZONE1,0.9513814879005718
4,5,5,ZONE1,0.892015902509601
4,5,6,ZONE1,0.9161201948068526
4,5,7,ZONE1,0.15831246880707606
4,5,8,ZONE1,0.7621211949662404
4,5,9,ZONE1,0.18211524012707025
4,5,10,ZONE1,0.9242564368248646
4,5,11,ZONE1,0.145121233663272
4,5,12,ZONE1,0.12313993770763931
4,5,13,ZONE1,0.49400089517202306
4,5,14,ZONE1,0.43293819815587553
4,5,15,ZONE1,0.20829731608697044
4,5,16,ZONE1,0.6391273810112887
4,5,17,ZONE1,0.07647104654636183
4,5,18,ZONE1,0.6811441042250326
4,5,19,ZONE1,0.03239113708001462
4,5,20,ZONE1,0.29262360609506655
4,5,21,ZONE1,0.44044743376590534
4,5,22,ZONE1,0.8573373116511429
4,5,23,ZONE1,0.07313851488356582
4,6,0,ZONE1,0.23015707451546985
4,6,1,ZONE1,0.8346662745602627
4,6,2,ZONE1,0.2521858534165774
4,6,3,ZONE1,0.2199326704893324
4,6,4,ZONE1,0.04090445818796795
4,6,5,ZONE1,0.7699118391090178
4,6,6,ZONE1,0.758389236546078
4,6,7,ZONE1,0.7745423918738822
4,6,8,ZONE1,0.11453484333343711
4,6,9,ZONE1,0.012345909938883515
4,6,10,ZONE1,0.8076377006641975
4,6,11,ZONE1,0.8273293307892705
4,6,12,ZONE1,0.2824030651452234
4,6,13,ZONE1,0.4826472639856254
4,6,14,ZONE1,0.46863759059247123
4,6,15,ZONE1,0.32818383865873413
4,6,16,ZONE1,0.3690008874921966
4,6,17,ZONE1,0.7357033194106738
4,6,18,ZONE1,0.8650350417001018
4,6,19,ZONE1,0.4334069340330744
4,6,20,ZONE1,0.4853546580761984
4,6,21,ZONE1,0.3185842535407032
4,6,22,ZONE1,0.7082357717650721
4,6,23,ZONE1,0.1953882245131522
4,7,0,ZONE1,0.13803294385351939
4,7,1,ZONE1,0.321681415492424
4,7,2,ZONE1,0.9515708200953188
4,7,3,ZONE1,0.04676167867991321
4,7,4,ZONE1,0.28302325954548513
4,7,5,ZONE1,0.9562733583247299
4,7,6,ZONE1,0.2337475197637795
4,7,7,ZONE1,0.8305869614434472
4,7,8,ZONE1,0.6603664402472071
4,7,9,ZONE1,0.06953006836642361
4,7,10,ZONE1,0.9778744679098255
4,7,11,ZONE1,0.740101441577212
4,7,12,ZONE1,0.923425582055079
4,7,13,ZONE1,0.3101981258328552
4,7,14,ZONE1,0.29404535152281575
4,7,15,ZONE1,0.8715467627840379
4,7,16,ZONE1,0.08417517844674038
4,7,17,ZONE1,0.250634553951256
4,7,18,ZONE1,0.9366775153493667
4,7,19,ZONE1,0.8695234268560683
4,7,20,ZONE1,0.3583486232852183
4,7,21,ZONE1,0.24745092883710285
4,7,22,ZONE1,0.5230014016551755
4,7,23,ZONE1,0.12437776701872372
4,8,0,ZONE1,0.932813285576938
4,8,1,ZONE1,0.7948809570351887
4,8,2,ZONE1,0.48851657917370983
4,8,3,ZONE1,0.015489006143955208
4,8,4,ZONE1,0.01748386766261445
4,8,5,ZONE1,0.9431979066901925
4,8,6,ZONE1,0.8436635861452753
4,8,7,ZONE1,0.5216501939782294
4,8,8,ZONE1,0.5054932534065917
4,8,9,ZONE1,0.5026419914970659
4,8,10,ZONE1,0.27067721082724716
4,8,11,ZONE1,0.3843389863693587
4,8,12,ZONE1,0.14838322626115108
4,8,13,ZONE1,0.1437953203083434
4,8,14,ZONE1,0.6985520107189187
4,8,15,ZONE1,0.7842355009048241
4,8,16,ZONE1,0.9953785879056778
4,8,17,ZONE1,0.4210230963489494
4,8,18,ZONE1,0.60564013494099
4,8,19,ZONE1,0.027244318184335037
4,8,20,ZONE1,0.5932733303670362
4,8,21,ZONE1,0.7819892919665271
4,8,22,ZONE1,0.23147932180840602
4,8,23,ZONE1,0.05042833277714853
4,9,0,ZONE1,0.16077029414764488
4,9,1,ZONE1,0.060992963731633876
4,9,2,ZONE1,0.549428104213219
4,9,3,ZONE1,0.587462417052107
4,9,4,ZONE1,0.33560338855057703
4,9,5,ZONE1,0.07394713052228596
4,9,6,ZONE1,0.7157159947926269
4,9,7,ZONE1,0.3934061988970553
4,9,8,ZONE1,0.081605824607481
4,9,9,ZONE1,0.5275174234311494
4,9,10,ZONE1,0.7262858661816108
4,9,11,ZONE1,0.8782110591450859
4,9,12,ZONE1,0.7819763738486349
4,9,13,ZONE1,0.1799546402654515
4,9,14,ZONE1,0.9996209288390695
4,9,15,ZONE1,0.2175882598129396
4,9,16,ZONE1,0.9787081250527064
4,9,17,ZONE1,0.8637997017135969
4,9,18,ZONE1,0.7226317929888335
4,9,19,ZONE1,0.5916976642940032
4,9,20,ZONE1,0.2689601862840346
4,9,21,ZONE1,0.020579977356881662
4,9,22,ZONE1,0.44054440874011846
4,9,23,ZONE1,0.6868098471492059
4,10,0,ZONE1,0.8358075530404935
4,10,1,ZONE1,0.9440000616939561
4,10,2,ZONE1,0.4131453342664717
4,10,3,ZONE1,0.9730253476877384
4,10,4,ZONE1,0.6314367200179549
4,10,5,ZONE1,0.13561260209774928
4,10,6,ZONE1,0.2307277843093033
4,10,7,ZONE1,0.7091466076103883
4,10,8,ZONE1,0.34656493067933736
4,10,9,ZONE1,0.2834098949168532
4,10,10,ZONE1,0.521894879401926
4,10,11,ZONE1,0.9195408859896016
4,10,12,ZONE1,0.42069563303487056
4,10,13,ZONE1,0.7826733375092436
4,10,14,ZONE1,0.02812682906701014
4,10,15,ZONE1,0.31877139654345166
4,10,16,ZONE1,0.9259519266010362
4,10,17,ZONE1,0.36051924952983017
4,10,18,ZONE1,0.3918396936134503
4,10,19,ZONE1,0.7530639674655185
4,10,20,ZONE1,0.797112821120214
4,10,21,ZONE1,0.4451814229501323
4,10,22,ZONE1,0.7361528890084973
4,10,23,ZONE1,0.20168655238154687
4,11,0,ZONE1,0.8252591567131498
4,11,1,ZONE1,0.1939574088601571
4,11,2,ZONE1,0.6738231550250544
4,11,3,ZONE1,0.6801103219107361
4,11,4,ZONE1,0.5917310125080285
4,11,5,ZONE1,0.04206332082976194
4,11,6,ZONE1,0.5057309058795229
4,11,7,ZONE1,0.9021682634644602
4,11,8,ZONE1,0.6096459536921889
4,11,9,ZONE1,0.7026134116035695
4,11,10,ZONE1,0.2836490816649597
4,11,11,ZONE1,0.756749399436337
4,11,12,ZONE1,0.7289885460922572
4,11,13,ZONE1,0.01900811679991876
4,11,14,ZONE1,0.9488202107908397
