zone,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Gambia,Peak,132.5,141.225767125,150.526168375,160.43904600000002,171.00473475,182.26622525,194.26933962500001,207.062917125,220.69901362500002,235.23311325000003,250.72435387500002,267.235767625,284.834538125,303.592272875,323.58529525,344.89495525,367.6079595,391.81672525000005,417.6197555,445.12204025000005,474.43548387500005,505.67935975,538.980796375,574.475293875,612.3072761249999,652.630677625,695.6095707500001
Gambia,Energy,870.0,935.5473587500001,1006.033173,1081.829514625,1163.336488625,1250.9843437499999,1345.2357462500001,1446.5882175,1555.5767650000003,1672.7767062500002,1798.8067,1934.3320199999998,2080.06806,2236.78411375,2405.30743625,2586.52760875,2781.4012325,2990.9569850000003,3216.3010424999998,3458.62292625,3719.20177375,3999.4130987500002,4300.7360475000005,4624.76120625,4973.1990025,5347.888725000001,5750.80824375
