zone,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Gambia,Peak,95.4,101.68255233000001,108.37884123,115.51611312000001,123.12340902000001,131.23168218,139.87392453,149.08530033,158.90328981000002,169.36784154000003,180.52153479,192.40975269,205.08086745,218.58643647000002,232.98141258,248.32436778000002,264.67773084000004,282.10804218000004,300.68622396,320.48786898000003,341.59354839,364.08913902,388.06617338999996,413.62221159,440.86123881,469.89408789000004,500.83889094000006
Gambia,Energy,626.4,673.5940983,724.34388456,778.91725053,837.60227181,900.7087275,968.5697373,1041.5435166,1120.0152708,1204.3992285000002,1295.140824,1392.7190544,1497.6490032000002,1610.4845619,1731.8213541000002,1862.2998783,2002.6088874,2153.4890292000005,2315.7367506,2490.2085069,2677.8252770999998,2879.5774311,3096.5299542000002,3329.8280685000004,3580.7032818,3850.479882,4140.5819355
