zone,type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
South_Africa,Peak,32328.767123999998,33013.698633,32191.780824,33287.671233,33561.643833,33835.616442,34246.575342,34383.561642,34726.027401,35068.493151,35616.43836,36164.38356,36849.315069,37534.246578,38561.643837,39589.041096,40684.931505,41780.821914,43150.684932,44520.547941000004,45753.424659,46986.301368,48219.178086,49452.054795000004,50616.438354,51780.821922,53013.698631,54246.57534,55410.958908,56575.342466999995,57808.219176
Lesotho,Peak,166.5,166.5,167.4,171.9,171.0,168.3,171.0,176.4,175.5,183.6,184.5,184.5,184.5,184.5,186.3,186.3,189.9,193.5,198.0,201.6,206.1,210.6,215.1,219.6,224.1,228.6,233.1,237.6,242.1,246.6,251.1
Eswatini,Peak,268.67647062,279.26470584,289.85294115000005,300.44117646,311.02941177,321.61764708,332.20588239,342.79411761,353.38235292,363.97058823,374.55882354000005,385.14705885,395.73529416,406.32352938,416.91176469,427.5,438.08823531,448.67647062,459.26470584,469.85294115000005,480.44117646,491.02941176999997,501.61764708000004,512.20588239,522.7941176100001,533.38235292,543.9705882300001,554.55882354,565.14705885,575.73529416,586.32352938
Mozambique,Peak,733.6580085,809.512794,850.53656628,901.4243886,986.6206242000001,1052.2883376000002,1132.8295869,1207.4431734000002,1283.2924050000001,1339.944084,1398.1079286000002,1443.0420045,1489.4943021,1536.9149340000001,1586.4049566,1636.9302249,1689.534972,1743.7337361,1799.5238442,1856.9026845000003,1916.4833568000001,1976.0640291,2035.6447013999998,2095.2253737,2154.806046,2214.3867182999998,2273.9673906000003,2333.5480629,2393.1287361000004,2452.7094084,2512.2900807
Zimbabwe,Peak,1611.9,1656.9,1764.9,1837.8,1906.2,1938.6000000000001,2059.2000000000003,2118.6,2182.5,2244.6,2311.2000000000003,2370.7760427000003,2451.3789231,2515.3355574,2601.1951479000004,2668.6562544000003,2750.1352542,2810.5874145000002,2873.6679303,2936.7484461,3001.5811980000003,3066.4139499000003,3131.2467017999998,3196.0794537,3260.9122065,3325.7449584,3390.5777103,3455.4104622,3520.243215,3585.0759669000004,3649.9087188
Botswana,Peak,520.2,551.7,612.0,668.7,720.9,783.0,846.9,861.3000000000001,885.6,915.3000000000001,933.3000000000001,966.9182886,943.2,977.1748947,1012.3735959,974.7,1009.8095526000001,1046.1837825000002,1032.3,1069.484355,1055.7,1093.7272437,1133.1242631,1173.9403971,1216.2267648000002,1260.036324,1305.4239423000001,1352.4464628,1401.1627761,1451.6338931999999,1503.9230247
Namibia,Peak,578.7,581.4,594.9,609.3000000000001,626.4,648.9,664.2,679.5,685.8000000000001,698.4,708.3000000000001,717.3000000000001,724.5,738.0,747.9,757.8000000000001,765.0,779.4,790.2,801.0,808.2,823.5,835.2,846.0,860.52444255,875.29824612,890.3256919199999,905.6111346,921.1590027,936.9738036000001,953.0601182999999
Zambia,Peak,2086.2000000000003,2194.2000000000003,2302.2000000000003,2410.2000000000003,2518.2000000000003,2626.2000000000003,2734.2000000000003,3157.875,3581.55,4005.225,4428.900000000001,4672.17,4915.4400000000005,5158.71,5401.98,5645.25,5888.52,6131.790000000001,6375.0599999999995,6618.33,6861.6,7078.23,7294.86,7511.490000000001,7728.12,7944.75,8161.380000000001,8378.01,8594.640000000001,8811.27,9027.9
Angola,Peak,2015.1630000000002,2063.9556000000002,2113.5247929,2236.5505197,2632.1107662,3239.8629939,3505.0907529,3799.742553,3912.1375086000003,4052.7886212000003,4162.0626323999995,4270.3574994,4378.0561695,4487.812714799999,4595.7693681,4704.1759944000005,4812.5826207,4920.989247,5029.3958733,5137.802500500001,5246.2091268,5356.9031112,5469.932718,5585.3472267,5703.196959,5823.533297700001,5946.4087101,6071.8767687,6199.992179100001,6330.8107998000005,6464.3896674
Tanzania,Peak,0.0,0.0,1270.17,1411.74,1768.239,2068.443,2447.6130000000003,2822.391,3256.632,3525.3,3881.1420000000003,4129.929,4287.636,4424.769,4557.438,4691.034000000001,4818.825,4953.33,5081.625,5337.216,5480.208,5622.993,5757.201,5903.406,6040.593000000001,6191.622,6333.291,6491.043000000001,6673.041,0.0,0.0
DRC,Peak,1121.5534770000002,1164.6211311,1209.342582,1255.7813373000001,1304.0033409,1354.0770693,1406.0736288,1460.0668554,1516.1334228,1574.3529468000002,1634.8080996,1697.5847304,1762.7719842000001,1830.4624287,1900.7521857,1973.7410697000003,2049.5327265,2128.2347835,2209.9589991,2294.8214247,2382.9425676,2471.0637105,2559.1848525,2647.3059954,2735.4271383,2823.5482812,2911.6694241,2999.7905661,3087.911709,3176.0328519000004,3264.1539948
Malawi,Peak,306.0,324.0,331.2,360.0,399.6,453.6,519.3000000000001,550.8000000000001,592.2,647.1,692.1,745.2,804.6,873.0,937.8000000000001,1011.6,1087.2,1170.0,1260.0,1359.0,1466.1000000000001,1584.9,1715.4,1801.9999998,1910.1200004,2024.7272001,2146.2108318,2274.9834816,2411.482491,2556.1714401,2709.5417271
DRC_South,Peak,405.51651738000004,425.15427762,436.45164381,446.77466127,485.32981833,497.66432175,516.54568266,530.30996406,554.0367789,569.6669963700001,586.92495087,640.34650368,661.9364103600001,684.14353812,744.91106751,770.1408531,836.69940081,865.13147532,938.09052,970.0206426,1003.1497785000001,1036.2789144,1069.4080503,1102.5371871,1135.6663230000001,1168.7954589,1201.9245948,1235.0537316,1268.1828675000002,1301.3120033999999,1334.4411393
Mozal,Peak,902.25,904.5,906.75,909.0,911.25,913.5,915.75,918.0,920.25,922.5,924.75,927.0,929.25,931.5,933.75,936.0,938.25,940.5,942.75,945.0,947.25,949.5,951.75,954.0,956.25,958.5,960.75,963.0,965.25,967.5,969.75
South_Africa,Energy,212400.0,216900.0,211500.0,218700.0,220500.0,222300.0,225000.0,225900.0,228150.0,230400.0,234000.0,237600.0,242100.0,246600.0,253350.0,260100.0,267300.0,274500.0,283500.0,292500.0,300600.0,308700.0,316800.0,324900.0,332550.0,340200.0,348300.0,356400.0,364050.0,371700.0,379800.0
Lesotho,Energy,765.9,786.6,811.8000000000001,843.3000000000001,865.8000000000001,881.1,909.9,947.7,966.6,1014.3000000000001,1044.9,1075.5,1107.9,1143.9,1179.9,1215.9,1240.2,1264.5,1289.7,1315.8,1341.9,1368.0,1394.1000000000001,1420.2,1446.3,1472.4,1498.5,1524.6000000000001,1550.7,1576.8,1602.9
Eswatini,Energy,1477.0588239,1540.5882354,1604.1176469000002,1667.6470584,1731.1764708,1794.7058823,1858.2352938000001,1921.7647061999999,1985.2941177,2048.8235292000004,2112.3529416,2175.8823531,2239.4117646,2302.9411760999997,2366.4705885,2430.0,2493.5294115,2557.0588239000003,2620.5882354,2684.1176469,2747.6470584,2811.1764708,2874.7058823,2938.2352938000004,3001.7647062,3065.2941177000002,3128.8235292000004,3192.3529416,3255.8823531,3319.4117646,3382.9411760999997
Mozambique,Energy,5076.900000000001,5601.6,5886.900000000001,6237.0,6828.3,7281.900000000001,7839.900000000001,8355.6,8879.4,9272.315079,9675.304902,9986.072058,10306.913958,10637.055621,10978.047009,11329.888122,11692.578969,12066.894513000001,12452.834772,12850.399737,13261.139361,13671.878994,14082.618618,14493.358251000001,14904.097875,15314.837508000002,15725.577141,16136.316765,16547.056398,16957.796022,17368.535655
Zimbabwe,Energy,9349.2,9619.2,10269.9,10712.7,11125.800000000001,11633.4,12364.2,12723.300000000001,13105.800000000001,13481.1,13880.7,14241.688443000001,14726.477421,15108.292125,15626.634507,16030.432485,16518.692502,16884.309006,17259.181623,17639.839314,18029.753109,18419.666913,18809.580717,19199.494521,19589.408325,19979.322129,20369.235933,20759.149737,21149.063541000003,21538.977345,21928.891149
