zone,tech,fuel,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRC,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,ST,Geothermal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,ROR,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,Storage,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,ReservoirHydro,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC,PV,Solar,1.000 ,0.945,0.891,0.836,0.782,0.727,0.672,0.617,0.609,0.600,0.592,0.583,0.575,0.566,0.558,0.550,0.542,0.534,0.525,0.517,0.508,0.500,0.492,0.483,0.475,0.466,0.458,0.449
DRC,OnshoreWind,Wind,1.000 ,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.624,0.618,0.611,0.603,0.596,0.588,0.582,0.575,0.567,0.560,0.553,0.546,0.539,0.532,0.524,0.517,0.511,0.503,0.496,0.488
DRC,OffshoreWind,Wind,1.000 ,0.953,0.905,0.857,0.809,0.762,0.714,0.667,0.657,0.648,0.637,0.628,0.618,0.609,0.600,0.590,0.580,0.570,0.561,0.551,0.542,0.532,0.522,0.513,0.503,0.494,0.484,0.475
DRC,Storage,Battery,1.000 ,0.906,0.811,0.758,0.705,0.654,0.601,0.549,0.542,0.535,0.528,0.521,0.514,0.507,0.501,0.494,0.486,0.480,0.473,0.467,0.459,0.452,0.446,0.439,0.432,0.425,0.418,0.412
DRC,CSPPlant,CSP,1.000,0.944,0.887,0.831,0.775,0.719,0.663,0.653,0.643,0.633,0.622,0.612,0.602,0.592,0.582,0.571,0.562,0.551,0.542,0.531,0.522,0.511,0.501,0.491,0.480,0.471,0.460,0.379
DRC_South,ST,Coal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,OCGT,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ST,Geothermal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ROR,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,Storage,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,ReservoirHydro,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DRC_South,PV,Solar,1.000 ,0.945,0.891,0.836,0.782,0.727,0.672,0.617,0.609,0.600,0.592,0.583,0.575,0.566,0.558,0.550,0.542,0.534,0.525,0.517,0.508,0.500,0.492,0.483,0.475,0.466,0.458,0.449
DRC_South,OnshoreWind,Wind,1.000 ,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.624,0.618,0.611,0.603,0.596,0.588,0.582,0.575,0.567,0.560,0.553,0.546,0.539,0.532,0.524,0.517,0.511,0.503,0.496,0.488
DRC_South,OffshoreWind,Wind,1.000 ,0.953,0.905,0.857,0.809,0.762,0.714,0.667,0.657,0.648,0.637,0.628,0.618,0.609,0.600,0.590,0.580,0.570,0.561,0.551,0.542,0.532,0.522,0.513,0.503,0.494,0.484,0.475
DRC_South,Storage,Battery,1.000 ,0.906,0.811,0.758,0.705,0.654,0.601,0.549,0.542,0.535,0.528,0.521,0.514,0.507,0.501,0.494,0.486,0.480,0.473,0.467,0.459,0.452,0.446,0.439,0.432,0.425,0.418,0.412
DRC_South,CSPPlant,CSP,1.000,0.944,0.887,0.831,0.775,0.719,0.663,0.653,0.643,0.633,0.622,0.612,0.602,0.592,0.582,0.571,0.562,0.551,0.542,0.531,0.522,0.511,0.501,0.491,0.480,0.471,0.460,0.379
Eswatini,ST,Coal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,OCGT,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ST,Geothermal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ROR,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,Storage,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,ReservoirHydro,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eswatini,PV,Solar,1.000 ,0.945,0.891,0.836,0.782,0.727,0.672,0.617,0.609,0.600,0.592,0.583,0.575,0.566,0.558,0.550,0.542,0.534,0.525,0.517,0.508,0.500,0.492,0.483,0.475,0.466,0.458,0.449
Eswatini,OnshoreWind,Wind,1.000 ,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.624,0.618,0.611,0.603,0.596,0.588,0.582,0.575,0.567,0.560,0.553,0.546,0.539,0.532,0.524,0.517,0.511,0.503,0.496,0.488
Eswatini,OffshoreWind,Wind,1.000 ,0.953,0.905,0.857,0.809,0.762,0.714,0.667,0.657,0.648,0.637,0.628,0.618,0.609,0.600,0.590,0.580,0.570,0.561,0.551,0.542,0.532,0.522,0.513,0.503,0.494,0.484,0.475
Eswatini,Storage,Battery,1.000 ,0.906,0.811,0.758,0.705,0.654,0.601,0.549,0.542,0.535,0.528,0.521,0.514,0.507,0.501,0.494,0.486,0.480,0.473,0.467,0.459,0.452,0.446,0.439,0.432,0.425,0.418,0.412
Eswatini,CSPPlant,CSP,1.000,0.944,0.887,0.831,0.775,0.719,0.663,0.653,0.643,0.633,0.622,0.612,0.602,0.592,0.582,0.571,0.562,0.551,0.542,0.531,0.522,0.511,0.501,0.491,0.480,0.471,0.460,0.379
Lesotho,ST,Coal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,OCGT,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ST,Geothermal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ROR,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,Storage,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,ReservoirHydro,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,PV,Solar,1.000 ,0.945,0.891,0.836,0.782,0.727,0.672,0.617,0.609,0.600,0.592,0.583,0.575,0.566,0.558,0.550,0.542,0.534,0.525,0.517,0.508,0.500,0.492,0.483,0.475,0.466,0.458,0.449
Lesotho,OnshoreWind,Wind,1.000 ,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.624,0.618,0.611,0.603,0.596,0.588,0.582,0.575,0.567,0.560,0.553,0.546,0.539,0.532,0.524,0.517,0.511,0.503,0.496,0.488
Lesotho,OffshoreWind,Wind,1.000 ,0.953,0.905,0.857,0.809,0.762,0.714,0.667,0.657,0.648,0.637,0.628,0.618,0.609,0.600,0.590,0.580,0.570,0.561,0.551,0.542,0.532,0.522,0.513,0.503,0.494,0.484,0.475
Lesotho,Storage,Battery,1.000 ,0.906,0.811,0.758,0.705,0.654,0.601,0.549,0.542,0.535,0.528,0.521,0.514,0.507,0.501,0.494,0.486,0.480,0.473,0.467,0.459,0.452,0.446,0.439,0.432,0.425,0.418,0.412
Lesotho,CSPPlant,CSP,1.000,0.944,0.887,0.831,0.775,0.719,0.663,0.653,0.643,0.633,0.622,0.612,0.602,0.592,0.582,0.571,0.562,0.551,0.542,0.531,0.522,0.511,0.501,0.491,0.480,0.471,0.460,0.379
Malawi,ST,Coal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,OCGT,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ST,Geothermal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ROR,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,Storage,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,ReservoirHydro,Water,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malawi,PV,Solar,1.000 ,0.945,0.891,0.836,0.782,0.727,0.672,0.617,0.609,0.600,0.592,0.583,0.575,0.566,0.558,0.550,0.542,0.534,0.525,0.517,0.508,0.500,0.492,0.483,0.475,0.466,0.458,0.449
Malawi,OnshoreWind,Wind,1.000 ,0.947,0.895,0.842,0.789,0.737,0.684,0.632,0.624,0.618,0.611,0.603,0.596,0.588,0.582,0.575,0.567,0.560,0.553,0.546,0.539,0.532,0.524,0.517,0.511,0.503,0.496,0.488
Malawi,OffshoreWind,Wind,1.000 ,0.953,0.905,0.857,0.809,0.762,0.714,0.667,0.657,0.648,0.637,0.628,0.618,0.609,0.600,0.590,0.580,0.570,0.561,0.551,0.542,0.532,0.522,0.513,0.503,0.494,0.484,0.475
Malawi,Storage,Battery,1.000 ,0.906,0.811,0.758,0.705,0.654,0.601,0.549,0.542,0.535,0.528,0.521,0.514,0.507,0.501,0.494,0.486,0.480,0.473,0.467,0.459,0.452,0.446,0.439,0.432,0.425,0.418,0.412
Malawi,CSPPlant,CSP,1.000,0.944,0.887,0.831,0.775,0.719,0.663,0.653,0.643,0.633,0.622,0.612,0.602,0.592,0.582,0.571,0.562,0.551,0.542,0.531,0.522,0.511,0.501,0.491,0.480,0.471,0.460,0.379
Mozambique,ST,Coal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,OCGT,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,ICE,HFO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,CCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,OCGT,Gas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,OCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,CCGT,LNG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,ICE,Diesel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,Nuclear,Uranium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozambique,ST,Biomass,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
