zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,61.073,92.005,70.134,137.591,147.937,166.910,191.002,186.008,158.244,150.342,154.013,153.859,152.497,159.162,168.194,185.689,216.872,239.419,223.383,192.277,183.950,150.342,150.342,149.917
Bulgaria,Q1,d1,2025,58.711,88.403,67.409,132.163,142.094,160.306,183.433,178.639,151.988,144.403,147.927,147.778,146.471,152.869,161.539,178.333,208.266,229.909,214.516,184.657,176.663,144.403,144.403,143.995
Bulgaria,Q1,d1,2026,56.349,84.802,64.684,126.733,136.249,153.701,175.862,171.268,145.730,138.462,141.839,141.696,140.443,146.575,154.883,170.975,199.657,220.397,205.646,177.035,169.375,138.462,138.462,138.071
Bulgaria,Q1,d1,2027,53.988,81.200,61.959,121.303,130.405,147.096,168.291,163.897,139.473,132.521,135.750,135.614,134.416,140.280,148.226,163.616,191.049,210.884,196.777,169.412,162.087,132.521,132.521,132.147
Bulgaria,Q1,d1,2028,51.626,77.597,59.234,115.873,124.560,140.490,160.719,156.526,133.215,126.580,129.662,129.532,128.389,133.985,141.569,156.258,182.441,201.372,187.907,161.790,154.798,126.580,126.580,126.223
Bulgaria,Q1,d1,2029,49.264,73.996,56.509,110.444,118.716,133.885,153.148,149.155,126.957,120.639,123.574,123.451,122.361,127.691,134.912,148.900,173.832,191.859,179.038,154.168,147.510,120.639,120.639,120.299
Bulgaria,Q1,d1,2030,46.902,70.394,53.784,105.014,112.871,127.280,145.577,141.784,120.699,114.698,117.486,117.368,116.334,121.396,128.256,141.542,165.224,182.347,170.169,146.546,140.221,114.698,114.698,114.375
Bulgaria,Q1,d1,2031,44.540,66.791,51.059,99.584,107.027,120.675,138.006,134.413,114.442,108.757,111.398,111.287,110.307,115.102,121.599,134.184,156.616,172.835,161.299,138.923,132.933,108.757,108.757,108.451
Bulgaria,Q1,d1,2032,42.179,63.190,48.334,94.155,101.182,114.070,130.435,127.042,108.184,102.816,105.310,105.205,104.279,108.807,114.942,126.826,148.007,163.322,152.430,131.301,125.645,102.816,102.816,102.528
Bulgaria,Q1,d1,2033,39.817,59.587,45.608,88.725,95.338,107.465,122.864,119.671,101.926,96.875,99.222,99.123,98.252,102.513,108.286,119.468,139.399,153.810,143.560,123.679,118.356,96.875,96.875,96.604
Bulgaria,Q1,d1,2034,37.456,55.986,42.884,83.296,89.495,100.861,115.294,112.302,95.670,90.936,93.135,93.042,92.226,96.219,101.631,112.111,130.793,144.300,134.693,116.058,111.070,90.936,90.936,90.681
Bulgaria,Q1,d1,2035,35.094,52.384,40.159,77.867,83.650,94.256,107.723,104.931,89.412,84.995,87.047,86.960,86.199,89.925,94.974,104.753,122.184,134.788,125.824,108.436,103.781,84.995,84.995,84.757
Bulgaria,Q1,d1,2036,33.359,49.739,38.157,73.879,79.357,89.404,102.162,99.517,84.816,80.631,82.575,82.493,81.772,85.302,90.085,99.349,115.861,127.801,119.309,102.837,98.428,80.631,80.631,80.406
Bulgaria,Q1,d1,2037,31.625,47.094,36.156,69.892,75.066,84.554,96.603,94.105,80.221,76.269,78.105,78.027,77.346,80.680,85.197,93.946,109.541,120.816,112.797,97.241,93.076,76.269,76.269,76.056
Bulgaria,Q1,d1,2038,29.891,44.449,34.155,65.905,70.775,79.704,91.044,88.693,75.626,71.907,73.634,73.562,72.921,76.058,80.309,88.543,103.220,113.832,106.284,91.644,87.725,71.907,71.907,71.707
Bulgaria,Q1,d1,2039,28.156,41.803,32.154,61.917,66.482,74.853,85.483,83.279,71.029,67.543,69.163,69.094,68.493,71.434,75.419,83.138,96.897,106.845,99.770,86.045,82.371,67.543,67.543,67.355
Bulgaria,Q1,d1,2040,26.422,39.159,30.153,57.930,62.190,70.003,79.923,77.867,66.435,63.181,64.692,64.629,64.068,66.812,70.532,77.736,90.576,99.860,93.257,80.448,77.020,63.181,63.181,63.006
Bulgaria,Q1,d1,2041,26.525,39.316,30.272,58.167,62.445,70.291,80.254,78.188,66.707,63.440,64.958,64.894,64.331,67.087,70.822,78.056,90.951,100.275,93.644,80.781,77.337,63.440,63.440,63.264
Bulgaria,Q1,d1,2042,26.628,39.474,30.391,58.405,62.701,70.580,80.585,78.511,66.982,63.700,65.225,65.160,64.595,67.363,71.114,78.379,91.329,100.692,94.033,81.115,77.657,63.700,63.700,63.524
Bulgaria,Q1,d1,2043,26.732,39.632,30.511,58.643,62.958,70.870,80.917,78.835,67.256,63.961,65.492,65.427,64.859,67.639,71.406,78.701,91.706,101.109,94.421,81.449,77.976,63.961,63.961,63.783
Bulgaria,Q1,d1,2044,26.835,39.788,30.629,58.880,63.212,71.158,81.247,79.156,67.529,64.220,65.757,65.692,65.122,67.913,71.696,79.022,92.081,101.524,94.808,81.781,78.294,64.220,64.220,64.042
Bulgaria,Q1,d1,2045,26.938,39.946,30.749,59.117,63.468,71.447,81.579,79.479,67.803,64.480,66.024,65.959,65.386,68.189,71.988,79.345,92.459,101.941,95.197,82.115,78.614,64.480,64.480,64.301
Bulgaria,Q1,d1,2046,27.041,40.103,30.868,59.354,63.723,71.735,81.909,79.800,68.076,64.739,66.289,66.224,65.649,68.464,72.278,79.666,92.834,102.355,95.584,82.448,78.931,64.739,64.739,64.560
Bulgaria,Q1,d1,2047,27.145,40.261,30.987,59.592,63.980,72.025,82.241,80.123,68.350,64.999,66.556,66.491,65.913,68.740,72.570,79.988,93.212,102.772,95.972,82.782,79.251,64.999,64.999,64.819
Bulgaria,Q1,d1,2048,27.248,40.419,31.107,59.830,64.236,72.314,82.573,80.447,68.625,65.260,66.823,66.757,66.177,69.016,72.862,80.311,93.589,103.189,96.361,83.116,79.570,65.260,65.260,65.079
Bulgaria,Q1,d1,2049,27.351,40.576,31.225,60.067,64.490,72.602,82.903,80.768,68.897,65.519,67.088,67.022,66.440,69.290,73.152,80.632,93.964,103.604,96.748,83.448,79.888,65.519,65.519,65.337
Bulgaria,Q1,d1,2050,27.455,40.734,31.345,60.305,64.747,72.892,83.235,81.091,69.172,65.779,67.355,67.289,66.704,69.566,73.444,80.954,94.342,104.021,97.137,83.783,80.208,65.779,65.779,65.597
Bulgaria,Q1,d1,2051,27.455,40.734,31.345,60.305,64.747,72.892,83.235,81.091,69.172,65.779,67.355,67.289,66.704,69.566,73.444,80.954,94.342,104.021,97.137,83.783,80.208,65.779,65.779,65.597
Bulgaria,Q1,d1,2052,27.455,40.734,31.345,60.305,64.747,72.892,83.235,81.091,69.172,65.779,67.355,67.289,66.704,69.566,73.444,80.954,94.342,104.021,97.137,83.783,80.208,65.779,65.779,65.597
Bulgaria,Q1,d1,2053,27.455,40.734,31.345,60.305,64.747,72.892,83.235,81.091,69.172,65.779,67.355,67.289,66.704,69.566,73.444,80.954,94.342,104.021,97.137,83.783,80.208,65.779,65.779,65.597
Bulgaria,Q1,d2,2024,84.528,77.485,74.056,88.991,112.590,183.805,180.434,171.092,176.135,179.748,169.769,165.818,168.320,211.240,293.854,352.163,320.449,308.393,248.770,249.272,185.766,176.038,135.379,137.243
Bulgaria,Q1,d2,2025,81.226,74.466,71.174,85.510,108.164,176.524,173.288,164.321,169.162,172.630,163.051,159.258,161.660,202.860,282.162,338.134,307.691,296.118,238.885,239.367,178.407,169.069,130.039,131.829
Bulgaria,Q1,d2,2026,77.924,71.446,68.292,82.029,103.737,169.242,166.141,157.548,162.187,165.510,156.331,152.697,154.998,194.477,270.467,324.101,294.930,283.840,228.998,229.460,171.046,162.098,124.698,126.413
Bulgaria,Q1,d2,2027,74.622,68.426,65.409,78.548,99.309,161.959,158.993,150.775,155.212,158.390,149.611,146.135,148.336,186.095,258.772,310.068,282.168,271.562,219.111,219.553,163.684,155.127,119.357,120.997
Bulgaria,Q1,d2,2028,71.320,65.407,62.527,75.067,94.882,154.677,151.846,144.002,148.237,151.270,142.891,139.574,141.675,177.712,247.078,296.036,269.407,259.285,209.223,209.645,156.323,148.155,114.016,115.581
Bulgaria,Q1,d2,2029,68.017,62.387,59.645,71.586,90.455,147.394,144.698,137.230,141.261,144.150,136.172,133.012,135.013,169.329,235.383,282.003,256.646,247.007,199.336,199.738,148.962,141.184,108.675,110.166
Bulgaria,Q1,d2,2030,64.715,59.367,56.762,68.105,86.027,140.112,137.551,130.457,134.286,137.030,129.452,126.451,128.351,160.947,223.688,267.971,243.885,234.729,189.449,189.830,141.601,134.213,103.334,104.750
Bulgaria,Q1,d2,2031,61.413,56.347,53.880,64.623,81.600,132.829,130.404,123.684,127.311,129.910,122.732,119.890,121.689,152.564,211.993,253.938,231.124,222.452,179.562,179.923,134.239,127.242,97.993,99.334
Bulgaria,Q1,d2,2032,58.111,53.327,50.998,61.142,77.173,125.546,123.256,116.911,120.336,122.790,116.012,113.328,115.028,144.182,200.298,239.905,218.363,210.174,169.674,170.016,126.878,120.271,92.652,93.918
Bulgaria,Q1,d2,2033,54.809,50.307,48.115,57.661,72.745,118.264,116.109,110.138,113.361,115.670,109.292,106.767,108.366,135.799,188.603,225.873,205.602,197.896,159.787,160.108,119.517,113.299,87.311,88.503
Bulgaria,Q1,d2,2034,51.507,47.288,45.234,54.181,68.319,110.983,108.963,103.367,106.388,108.552,102.574,100.207,101.706,127.419,176.911,211.843,192.844,185.621,149.902,150.203,112.158,106.330,81.971,83.088
Bulgaria,Q1,d2,2035,48.205,44.268,42.351,50.700,63.892,103.700,101.816,96.594,99.413,101.432,95.854,93.645,95.044,119.036,165.217,197.811,180.083,173.344,140.015,140.296,104.796,99.359,76.630,77.672
Bulgaria,Q1,d2,2036,45.779,42.050,40.234,48.143,60.640,98.351,96.566,91.619,94.289,96.203,90.918,88.826,90.151,112.879,156.627,187.504,170.709,164.325,132.753,133.019,99.389,94.238,72.707,73.695
Bulgaria,Q1,d2,2037,43.355,39.833,38.118,45.587,57.389,93.004,91.318,86.646,89.168,90.975,85.984,84.008,85.260,106.724,148.040,177.200,161.339,155.310,125.493,125.744,93.984,89.120,68.785,69.718
Bulgaria,Q1,d2,2038,40.930,37.615,36.001,43.031,54.138,87.656,86.070,81.673,84.046,85.747,81.050,79.191,80.368,100.569,139.452,166.896,151.970,146.295,118.233,118.469,88.579,84.001,64.864,65.741
Bulgaria,Q1,d2,2039,38.505,35.397,33.884,40.474,50.886,82.307,80.820,76.698,78.923,80.517,76.114,74.371,75.475,94.412,130.863,156.589,142.596,137.277,110.971,111.192,83.172,78.880,60.941,61.763
Bulgaria,Q1,d2,2040,36.080,33.180,31.768,37.917,47.635,76.960,75.572,71.725,73.802,75.289,71.180,69.553,70.584,88.257,122.275,146.286,133.226,128.262,103.711,103.918,77.767,73.762,57.019,57.787
Bulgaria,Q1,d2,2041,36.224,33.312,31.893,38.069,47.828,77.277,75.883,72.020,74.106,75.600,71.473,69.839,70.874,88.622,122.785,146.897,133.783,128.797,104.142,104.350,78.088,74.066,57.252,58.023
Bulgaria,Q1,d2,2042,36.368,33.444,32.020,38.222,48.023,77.597,76.197,72.317,74.411,75.912,71.768,70.127,71.166,88.990,123.298,147.512,134.342,129.335,104.575,104.784,78.411,74.371,57.486,58.260
Bulgaria,Q1,d2,2043,36.513,33.576,32.146,38.374,48.217,77.916,76.510,72.614,74.717,76.224,72.062,70.415,71.458,89.357,123.811,148.128,134.901,129.874,105.009,105.218,78.734,74.677,57.720,58.498
Bulgaria,Q1,d2,2044,36.657,33.708,32.272,38.526,48.410,78.234,76.822,72.909,75.021,76.534,72.355,70.701,71.748,89.723,124.320,148.739,135.458,130.409,105.440,105.650,79.055,74.981,57.953,58.734
Bulgaria,Q1,d2,2045,36.802,33.840,32.398,38.679,48.604,78.553,77.135,73.206,75.327,76.847,72.650,70.988,72.040,90.090,124.833,149.355,136.017,130.947,105.873,106.085,79.377,75.286,58.187,58.971
Bulgaria,Q1,d2,2046,36.946,33.972,32.524,38.831,48.797,78.870,77.447,73.502,75.631,77.157,72.943,71.274,72.331,90.456,125.343,149.966,136.574,131.482,106.304,106.516,79.698,75.590,58.420,59.207
Bulgaria,Q1,d2,2047,37.091,34.105,32.650,38.983,48.991,79.189,77.760,73.799,75.937,77.469,73.237,71.562,72.623,90.823,125.856,150.582,137.133,132.021,106.738,106.951,80.021,75.896,58.654,59.445
Bulgaria,Q1,d2,2048,37.236,34.237,32.777,39.136,49.185,79.509,78.073,74.096,76.243,77.781,73.532,71.850,72.915,91.191,126.368,151.197,137.692,132.559,107.171,107.385,80.344,76.202,58.888,59.682
