zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,54.976,84.980,63.765,129.198,139.234,157.638,181.007,176.163,149.232,141.567,145.128,144.978,143.657,150.123,158.884,175.854,206.101,227.972,212.417,182.244,174.167,141.567,141.567,141.155
Bulgaria,Q1,d1,2025,52.685,81.487,61.122,123.933,133.566,151.232,173.665,169.015,143.164,135.806,139.224,139.080,137.812,144.018,152.429,168.718,197.753,218.747,203.816,174.852,167.099,135.806,135.806,135.410
Bulgaria,Q1,d1,2026,0.010,12.716,0.010,53.390,62.621,79.549,101.045,96.589,71.817,64.767,68.042,67.904,66.689,72.636,80.695,96.304,124.127,144.244,129.936,102.183,94.753,64.767,64.767,64.388
Bulgaria,Q1,d1,2027,0.010,1.764,0.010,40.665,49.494,65.684,86.243,81.981,58.289,51.546,54.679,54.547,53.385,59.073,66.780,81.709,108.319,127.559,113.875,87.331,80.225,51.546,51.546,51.184
Bulgaria,Q1,d1,2028,0.010,0.010,0.010,27.940,36.366,51.819,71.441,67.373,44.761,38.325,41.315,41.189,40.080,45.509,52.865,67.113,92.510,110.874,97.813,72.479,65.697,38.325,38.325,37.979
Bulgaria,Q1,d1,2029,0.010,0.010,0.010,15.215,23.239,37.953,56.639,52.765,31.233,25.105,27.952,27.832,26.775,31.945,38.950,52.518,76.702,94.189,81.752,57.627,51.169,25.105,25.105,24.775
Bulgaria,Q1,d1,2030,0.010,0.010,0.010,2.490,10.112,24.088,41.837,38.157,17.705,11.884,14.588,14.474,13.471,18.381,25.035,37.922,60.894,77.504,65.690,42.776,36.642,11.884,11.884,11.571
Bulgaria,Q1,d1,2031,0.010,0.010,0.010,0.010,1.625,14.863,31.674,28.189,8.817,3.303,5.865,5.757,4.806,9.457,15.760,27.967,49.726,65.459,54.269,32.564,26.754,3.303,3.303,3.006
Bulgaria,Q1,d1,2032,0.010,0.010,0.010,0.010,0.010,5.638,21.512,18.222,0.010,0.010,0.010,0.010,0.010,0.534,6.485,18.012,38.558,53.413,42.848,22.353,16.866,0.010,0.010,0.010
Bulgaria,Q1,d1,2033,0.010,0.010,0.010,0.010,0.010,0.010,11.350,8.254,0.010,0.010,0.010,0.010,0.010,0.010,0.010,8.056,27.390,41.368,31.426,12.141,6.978,0.010,0.010,0.010
Bulgaria,Q1,d1,2034,0.010,0.010,0.010,0.010,0.010,0.010,1.190,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,16.224,29.326,20.007,1.931,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2035,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,5.055,17.281,8.586,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2036,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,7.685,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2037,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2038,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2039,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2040,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2041,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2042,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
Bulgaria,Q1,d1,2043,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
