c,z,y,q,d,t,value
Angola,Angola,2025,Q1,d1,t1,93.88833653693627
Angola,Angola,2025,Q1,d1,t10,93.88833653693627
Angola,Angola,2025,Q1,d1,t11,93.88833653693627
Angola,Angola,2025,Q1,d1,t12,93.88833653693627
Angola,Angola,2025,Q1,d1,t13,93.88833653693627
Angola,Angola,2025,Q1,d1,t14,93.88833653693627
Angola,Angola,2025,Q1,d1,t15,93.88833653693627
Angola,Angola,2025,Q1,d1,t16,93.88833653693627
Angola,Angola,2025,Q1,d1,t17,93.88833653693627
Angola,Angola,2025,Q1,d1,t18,93.88833653693627
Angola,Angola,2025,Q1,d1,t19,93.88833653693627
Angola,Angola,2025,Q1,d1,t2,93.88833653693627
Angola,Angola,2025,Q1,d1,t20,93.88833653693627
Angola,Angola,2025,Q1,d1,t21,93.88833653693627
Angola,Angola,2025,Q1,d1,t22,93.88833653693627
Angola,Angola,2025,Q1,d1,t23,93.88833653693627
Angola,Angola,2025,Q1,d1,t24,93.88833653693627
Angola,Angola,2025,Q1,d1,t3,93.88833653693627
Angola,Angola,2025,Q1,d1,t4,93.88833653693627
Angola,Angola,2025,Q1,d1,t5,93.88833653693627
Angola,Angola,2025,Q1,d1,t6,93.88833653693627
Angola,Angola,2025,Q1,d1,t7,93.88833653693627
Angola,Angola,2025,Q1,d1,t8,93.88833653693627
Angola,Angola,2025,Q1,d1,t9,93.88833653693627
Angola,Angola,2025,Q1,d2,t1,93.88833653693625
Angola,Angola,2025,Q1,d2,t10,93.88833653693627
Angola,Angola,2025,Q1,d2,t11,93.88833653693625
Angola,Angola,2025,Q1,d2,t12,93.88833653693627
Angola,Angola,2025,Q1,d2,t13,93.88833653693627
Angola,Angola,2025,Q1,d2,t14,93.88833653693625
Angola,Angola,2025,Q1,d2,t15,93.88833653693625
Angola,Angola,2025,Q1,d2,t16,93.88833653693625
Angola,Angola,2025,Q1,d2,t17,93.88833653693625
Angola,Angola,2025,Q1,d2,t18,93.88833653693625
Angola,Angola,2025,Q1,d2,t19,93.88833653693627
Angola,Angola,2025,Q1,d2,t2,93.88833653693625
Angola,Angola,2025,Q1,d2,t20,93.88833653693625
Angola,Angola,2025,Q1,d2,t21,93.88833653693625
Angola,Angola,2025,Q1,d2,t22,93.88833653693627
Angola,Angola,2025,Q1,d2,t23,93.88833653693627
Angola,Angola,2025,Q1,d2,t24,93.88833653693625
Angola,Angola,2025,Q1,d2,t3,93.88833653693627
Angola,Angola,2025,Q1,d2,t4,93.88833653693625
Angola,Angola,2025,Q1,d2,t5,93.88833653693627
Angola,Angola,2025,Q1,d2,t6,93.88833653693625
Angola,Angola,2025,Q1,d2,t7,93.88833653693625
Angola,Angola,2025,Q1,d2,t8,93.88833653693627
Angola,Angola,2025,Q1,d2,t9,93.88833653693625
Angola,Angola,2025,Q1,d3,t1,93.88833653693627
Angola,Angola,2025,Q1,d3,t10,93.88833653693625
Angola,Angola,2025,Q1,d3,t11,93.88833653693625
Angola,Angola,2025,Q1,d3,t12,93.88833653693625
Angola,Angola,2025,Q1,d3,t13,93.88833653693625
Angola,Angola,2025,Q1,d3,t14,93.88833653693625
Angola,Angola,2025,Q1,d3,t15,93.88833653693625
Angola,Angola,2025,Q1,d3,t16,93.88833653693625
Angola,Angola,2025,Q1,d3,t17,93.88833653693625
Angola,Angola,2025,Q1,d3,t18,93.88833653693627
Angola,Angola,2025,Q1,d3,t19,93.88833653693627
Angola,Angola,2025,Q1,d3,t2,93.88833653693625
Angola,Angola,2025,Q1,d3,t20,93.88833653693625
Angola,Angola,2025,Q1,d3,t21,93.88833653693627
Angola,Angola,2025,Q1,d3,t22,93.88833653693625
Angola,Angola,2025,Q1,d3,t23,93.88833653693627
Angola,Angola,2025,Q1,d3,t24,93.88833653693627
Angola,Angola,2025,Q1,d3,t3,93.88833653693627
Angola,Angola,2025,Q1,d3,t4,93.88833653693625
Angola,Angola,2025,Q1,d3,t5,93.88833653693625
