c,z,attribute,y,value
Benin,Benin,CapexInvestmentComponent,2026,42680000.0
Benin,Benin,CapexInvestmentComponent,2027,80777032.15450001
Benin,Benin,CapexInvestmentComponent,2028,184811286.1734
Benin,Benin,CapexInvestmentComponent,2029,120701446.9448
Benin,Benin,CapexInvestmentComponent,2030,1453716522.545295
Benin,Benin,CapexInvestmentComponent,2031,16392932.475
Benin,Benin,CapexInvestmentComponent,2032,15964257.2338
Benin,Benin,CapexInvestmentComponent,2033,107217668.21470186
Benin,Benin,CapexInvestmentComponent,2034,30641333.78770444
Benin,Benin,CapexInvestmentComponent,2035,16097310.447341662
Benin,Benin,CapexInvestmentComponent,2040,71705931.81155498
Benin,Benin,CapexInvestmentComponent,2045,57632832.846698135
Benin,Benin,CapexInvestmentComponent,2050,857846728.672016
Benin,Benin,CapexInvestmentComponentCumulated,2026,42680000.0
Benin,Benin,CapexInvestmentComponentCumulated,2027,123457032.15450001
Benin,Benin,CapexInvestmentComponentCumulated,2028,308268318.3279
Benin,Benin,CapexInvestmentComponentCumulated,2029,428969765.2727
Benin,Benin,CapexInvestmentComponentCumulated,2030,1882686287.8179948
Benin,Benin,CapexInvestmentComponentCumulated,2031,1899079220.292995
Benin,Benin,CapexInvestmentComponentCumulated,2032,1915043477.526795
Benin,Benin,CapexInvestmentComponentCumulated,2033,2022261145.7414973
Benin,Benin,CapexInvestmentComponentCumulated,2034,2052902479.5292013
Benin,Benin,CapexInvestmentComponentCumulated,2035,2068999789.976543
Benin,Benin,CapexInvestmentComponentCumulated,2040,2140705721.7880979
Benin,Benin,CapexInvestmentComponentCumulated,2045,2198338554.634796
Benin,Benin,CapexInvestmentComponentCumulated,2050,3056185283.306812
Benin,Benin,Costs,2026,000-2919.7397953420286.411110.17101600000001002961.25104297058760003.2662228477420284e-150006.7512002481541671117.890551371441500007.650765000000003
Benin,Benin,Costs,2027,000-2722.70903102376958.64586474123.1806671999996002940.1675082355678000-4.9979999999999950002.999435584868125723.934900729379100008.276228999999995
Benin,Benin,Costs,2028,000-2570.080102881923312.526360180000001123.18066719999989002860.5538286331252000-5.1178499999999890007.570715025558045523.512164918147200008.276228999999997
Benin,Benin,Costs,2029,000-1872.339102262401415.13185562123.18066719999982002476.0776966602098000-17.93669999999994500014.461924710265395207.2628273487049200008.276229000000011
Benin,Benin,Costs,2030,000-216.2545022972748537.29848613316810579.7120068993860300189.31607125983422000-16.2647310337778850000.8098165924516402000006.022470385886239
Benin,Benin,Costs,2031,000-162.57038043179937.6939815731681146.57032096383197500194.2768732264793000-20.3844543270000040001.1845018866775565000003.720964418139436
Benin,Benin,Costs,2032,000-139.5674737381585338.0894770131681121.0746202304736700193.51386924950327000-29.8171750927652650001.8581977727518613000001.9504296449895524
Benin,Benin,Costs,2033,000-141.5931434627488639.84855538350307621.39279165529844600198.24913296879203000-40.774439237536390001.8772107949510692000002.0204324600658246
Benin,Benin,Costs,2034,000-216.0871865792658540.2593328222.87986301713897300293.0052112244556000-71.108615165339670002.42195792412748561.606897962679597400002.1242382161902067
Benin,Benin,Costs,2035,000-381.3955857922959540.654828259999995100.9906380943536700419.40179403299265000-175.484656135875640003.92682427805975385.28524571982319100007.548597596552341
Benin,Benin,Costs,2040,000-2359.708111450025642.63230545999999123.1806671999999002706.7524052196013000-1252.57985359381970007.681720235645977355.266455051409900009.089571839999978
Benin,Benin,Costs,2045,000-2248.6231149186444.60978265999999123.18066719999992002810.45431698449000-1296.07535919652720009.276301671549838914.044474534285700009.089571839999994
Benin,Benin,Costs,2050,000-236.4440553627841353.6962598613.009651199999983002841.970201864369000-1320.667074340908000.666495752213846411.7553429128825599.659585673052900001.8181367171999958
Benin,Benin,CostsPerMWh,2026,000-1272.53743992548152.794165952862446348.01686194033128001290.6296743326820001.4235483817847758e-150002.9424386015206476487.2206703585569600003.334504301411896
Benin,Benin,CostsPerMWh,2027,000-1109.09026229111083.521876294146083750.17740674355919001197.6715527559138000-2.03592564161975440001.221814289239649294.893482844817100003.3713058897593084
Benin,Benin,CostsPerMWh,2028,000-979.42994118868974.77366141259504846.942830107121495001090.1263602654108000-1.95035770242792970002.885118235779483199.504866919278800003.1539820387872703
Benin,Benin,CostsPerMWh,2029,000-665.15353275122575.37563265679953443.76026535777073400879.6333021673119000-6.37206121288751250005.137637888239301573.6306802824425700002.9401527482689143
Benin,Benin,CostsPerMWh,2030,000-70.923788256835812.23257737854124926.1427042618882480062.08894061863758000-5.3342535190703660000.26559105091351526000001.9751561696713051
Benin,Benin,CostsPerMWh,2031,000-50.379120099101811.6810308227372614.431729732433440060.20468121412064000-6.3169617366148170000.36706663691160885000001.153093895751651
Benin,Benin,CostsPerMWh,2032,000-40.88759598961202411.1586683190370986.1740069841396060056.69169679967507000-8.7352201490137420000.5443764063797223000000.5713965954568366
Benin,Benin,CostsPerMWh,2033,000-39.5703932674002511.136294944096895.97854640546507450055.40378555519589000-11.3950475032112630000.5246155822620421000000.5646410910854532
Benin,Benin,CostsPerMWh,2034,000-57.79680625814787510.7681575012143886.1196734102947980078.37005837250553000-19.0194102623884370000.64780071008437070.429796748691237300000.5681696660077648
Benin,Benin,CostsPerMWh,2035,000-97.5962122450907510.40325949082030725.84273158208844400107.3217101382682000-44.905180825350910001.00484428757758431.35245394088077300001.9316283686280296
Benin,Benin,CostsPerMWh,2040,000-497.76025350851338.99292038301381625.9839087026498500570.9662804773642000-264.221012098563730001.620393214450157674.9404216018883500001.9173674749890997
Benin,Benin,CostsPerMWh,2045,000-398.997798829818077.915601760707061521.8572933565910800498.68965534899985000-229.976829823565620001.6459956867265706162.188910605827900001.612862169922468
Benin,Benin,CostsPerMWh,2050,000-35.914700134722448.1562002828495451.976102638691561400431.6814285525946000-200.60289475233094000.101237457821044491.785579320441072815.13780555618799700000.2761661100000075
Benin,Benin,DemandEnergyZone,2026,2294.423491000002
Benin,Benin,DemandEnergyZone,2027,2454.903017
Benin,Benin,DemandEnergyZone,2028,2624.0571120000004
Benin,Benin,DemandEnergyZone,2029,2814.8976290000032
Benin,Benin,DemandEnergyZone,2030,3049.110991000001
Benin,Benin,DemandEnergyZone,2031,3226.9396549999974
Benin,Benin,DemandEnergyZone,2032,3413.442888000001
Benin,Benin,DemandEnergyZone,2033,3578.2596980000003
Benin,Benin,DemandEnergyZone,2034,3738.739223999995
Benin,Benin,DemandEnergyZone,2035,3907.893318999998
Benin,Benin,DemandEnergyZone,2040,4740.651940000001
Benin,Benin,DemandEnergyZone,2045,5635.677994999995
Benin,Benin,DemandEnergyZone,2050,6583.489614999996
Benin,Benin,DemandPeakZone,2026,488.0499523898065
