z,q,d,y,t1,t2,t3,t4,t5,t6,t7
NEPS_TKM,Q1,d1,2022,69.8368630666,71.2064289563,81.3317504657,80.681096462,100.0568651756,98.4449110906,0
NEPS_TKM,Q1,d1,2023,73.4218454686,74.8617162001,85.5068076109,84.82275315,105.1931511584,103.4984495563,0
NEPS_TKM,Q1,d1,2024,77.6746187102,79.1978902835,90.4595714792,89.7358949074,111.2861962949,109.4933334224,0
NEPS_TKM,Q1,d1,2025,83.7550300391,85.3975441383,97.5407958529,96.7604694861,119.9977401678,118.0645310161,0
NEPS_TKM,Q1,d1,2026,87.9375095081,89.6620459228,102.4116958557,101.5924022888,125.9900738144,123.9603258927,0
NEPS_TKM,Q1,d1,2027,93.1743955659,95.0016321908,108.5105538423,107.6424694115,133.493079809,131.3424556121,0
NEPS_TKM,Q1,d1,2028,99.8171570755,101.7746644367,116.2466891407,115.3167156276,143.0103156007,140.706365122,0
NEPS_TKM,Q1,d1,2029,105.4055119963,107.4726121992,122.7548664553,121.7728275236,151.0168790446,148.583939789,0
NEPS_TKM,Q1,d1,2030,109.6231383516,111.7729501332,127.6666983908,126.6453648037,157.0595684361,154.5292791604,0
NEPS_TKM,Q2,d1,2017,40.8074795899,41.5171748871,47.5242386528,47.1440447436,59.3102498387,60.5775628694,0
NEPS_TKM,Q2,d1,2018,44.0452424451,44.8112466615,51.2949252078,50.8845658061,64.0160666593,65.3839313316,0
NEPS_TKM,Q2,d1,2019,46.7871317099,47.600820957,54.4881192274,54.0522142735,68.0011727958,69.4541893085,0
NEPS_TKM,Q2,d1,2020,51.0458107807,51.9335640117,59.4477610024,58.9721789144,74.190805731,75.7760793578,0
NEPS_TKM,Q2,d1,2021,53.525178733,54.4560514066,62.3352236797,61.8365418902,77.7943591522,79.4566317837,0
NEPS_TKM,Q2,d1,2022,57.9588720122,58.966852395,67.4986863496,66.9586968588,84.2383605643,86.0383255336,0
NEPS_TKM,Q2,d1,2023,60.9341135548,61.9938372688,70.9636415623,70.3959324298,88.5626246698,90.4549884448,0
NEPS_TKM,Q2,d1,2024,64.4635667574,65.5846722662,75.0740296088,74.4734373719,93.6923889518,95.6943630747,0
NEPS_TKM,Q2,d1,2025,69.509809766,70.7186760228,80.9508654107,80.3032584874,101.0266800326,103.1853697769,0
NEPS_TKM,Q2,d1,2026,72.9809248991,74.2501583756,84.9933131589,84.3133666536,106.0716548223,108.3381431732,0
NEPS_TKM,Q2,d1,2027,77.3271110742,78.6719303972,90.0548653814,89.3344264583,112.388471996,114.7899350728,0
NEPS_TKM,Q2,d1,2028,82.8400586385,84.2807553104,96.4752235697,95.7034217811,120.4010790149,122.9737516434,0
NEPS_TKM,Q2,d1,2029,87.4779351608,88.9992905549,101.8764772836,101.0614654653,127.1418436499,129.8585497108,0
NEPS_TKM,Q2,d1,2030,90.9782193287,92.56044923,105.9528951809,105.1052720194,132.2292131858,135.0546237239,0
NEPS_TKM,Q3,d1,2017,37.888379296,38.5473076315,44.1275602313,43.750638283,55.1226982156,56.2185329376,0
NEPS_TKM,Q3,d1,2018,40.8945337648,41.6057430476,47.628746211,47.2219183755,59.4962646931,60.679045558,0
NEPS_TKM,Q3,d1,2019,43.4402861978,44.195769436,50.5937145182,50.1615609763,63.200005674,64.456416606,0
NEPS_TKM,Q3,d1,2020,47.3943272108,48.2185763797,55.1988780591,54.7273888457,68.9526246443,70.3233971699,0
NEPS_TKM,Q3,d1,2021,49.6963373896,50.5606215181,57.879966422,57.3855763039,72.301752127,73.7391050325,0
NEPS_TKM,Q3,d1,2022,53.8128732388,54.7487492951,62.6743832591,62.1390409351,78.2907800961,79.8471943867,0
NEPS_TKM,Q3,d1,2023,56.5752854534,57.5592034613,65.8916892946,65.328865885,82.3097330754,83.9460438217,0
NEPS_TKM,Q3,d1,2024,59.8522646491,60.8931735995,69.7082974347,69.1128739137,87.0773145508,88.808404426,0
NEPS_TKM,Q3,d1,2025,64.5375324248,65.659924293,75.1651008085,74.5230672111,93.8937740156,95.7603745462,0
NEPS_TKM,Q3,d1,2026,67.7603466751,68.9387874869,78.9186245165,78.2445296526,98.5825524914,100.5423655538,0
NEPS_TKM,Q3,d1,2027,71.7956351062,73.0442548472,83.6184147056,82.9041759029,104.4533759611,106.5299005128,0
NEPS_TKM,Q3,d1,2028,76.914222445,78.2518610962,89.5798935359,88.8147338982,111.9002594227,114.1248274072,0
NEPS_TKM,Q3,d1,2029,81.220335603,82.6328631787,94.5951058853,93.7871080848,118.1650978904,120.5142103501,0
NEPS_TKM,Q3,d1,2030,84.470232326,85.9392798447,98.3801718094,97.5398433199,122.893277866,125.336386156,0
NEPS_TKM,Q4,d1,2017,47.4871476475,48.3130110849,55.3033551796,54.8609283381,69.0185872641,70.4933434022,0
NEPS_TKM,Q4,d1,2018,51.2548913136,52.1462807278,59.6912554118,59.2137253685,74.494686754,76.0864535649,0
NEPS_TKM,Q4,d1,2019,54.445593157,55.392473038,63.4071348878,62.8998778087,79.13210434,80.8229612703,0
NEPS_TKM,Q4,d1,2020,59.4013641052,60.434431307,69.1786072654,68.6251784072,86.3349018672,88.1796647276,0
NEPS_TKM,Q4,d1,2021,62.2865732189,63.3698179705,72.5387110468,71.9584013584,90.5283113864,92.4626770143,0
NEPS_TKM,Q4,d1,2022,67.4460059869,68.618980004,78.5473672207,77.918988283,98.0271142915,100.1217107507,0
NEPS_TKM,Q4,d1,2023,70.9082569233,72.1414440002,82.5794917585,81.9188558244,103.0592057146,105.2613254948,0
NEPS_TKM,Q4,d1,2024,75.0154369557,76.3200532506,87.362698318,86.6637967314,109.0286475008,111.358319456,0
NEPS_TKM,Q4,d1,2025,80.8876860929,82.2944284598,94.2014977791,93.4478857968,117.5634692283,120.075509169,0
NEPS_TKM,Q4,d1,2026,84.9269788521,86.4039697887,98.9056430731,98.1143979285,123.4342425552,126.0717263705,0
NEPS_TKM,Q4,d1,2027,89.9845807102,91.5495299399,104.7957073488,103.95734169,130.7850427713,133.5795949673,0
NEPS_TKM,Q4,d1,2028,96.3999280336,98.0764485211,112.2669969335,111.368860958,140.109212173,143.1029987579,0
NEPS_TKM,Q4,d1,2029,101.796966258,103.5673482798,118.5523675365,117.6039485962,147.9533546855,151.1147511531,0
NEPS_TKM,Q4,d1,2030,105.8702026538,107.7114235695,123.2960434632,122.3096751155,153.8734622421,157.1613567345,0
NEPS_TKM,Q5,d1,2017,78.3402976008,81.8917128643,62.8492048194,95.3116679718,50.7001171122,92.0438393556,74.6514196028
NEPS_TKM,Q5,d1,2018,84.5560038436,88.3891968728,67.8358107772,102.8739232576,54.7227854463,99.3468173174,80.5744414583
NEPS_TKM,Q5,d1,2019,89.8197550763,93.8915707178,72.058702309,109.2779953015,58.129369441,105.5313211769,85.5903338405
NEPS_TKM,Q5,d1,2020,97.9953686929,102.4378109453,78.6176614967,119.2247454973,63.4204467093,115.1370399374,93.3809752001
NEPS_TKM,Q5,d1,2021,102.7551437437,107.4133617626,82.4362336266,125.0156617071,66.5008684066,120.7294104486,97.9166225669
NEPS_TKM,Q5,d1,2022,111.2667414817,116.3108173419,89.2647390823,135.3711824589,72.0093872065,130.7298847746,106.02742727
NEPS_TKM,Q5,d1,2023,116.9784715426,122.2814783227,93.8470256381,142.3202819107,75.7058932433,137.4407293881,111.4702041103
NEPS_TKM,Q5,d1,2024,123.7541513208,129.3643212509,99.2828753759,150.5638214565,80.09096413,145.4016332923,117.9268315384
NEPS_TKM,Q5,d1,2025,133.441693483,139.4910305615,107.0547927696,162.3500391543,86.3605282904,156.7837520976,127.1582079439
NEPS_TKM,Q5,d1,2026,140.1053785541,146.4568017058,112.4007937513,170.4573218481,90.6731186667,164.6130708133,133.5081142575
NEPS_TKM,Q5,d1,2027,148.4489842314,155.1786496091,119.0945260731,180.6084573218,96.0729167008,174.4161673565,141.4588372888
NEPS_TKM,Q5,d1,2028,159.0324840503,166.2419331912,127.5852335147,193.4847298356,102.9223249454,186.8509676698,151.5439826104
NEPS_TKM,Q5,d1,2029,167.9360632629,175.5491400142,134.7282096164,204.3171495693,108.6845255321,197.3119901555,160.0283112143
NEPS_TKM,Q5,d1,2030,174.6557456876,182.5734470505,140.1191349762,212.4925606891,113.0333561636,205.2071014655,166.4315780852
NEPS_UZB,Q1,d1,2017,118.6873991307,121.0149695033,138.2229027143,137.1171194926,170.046141413,167.3066335162,0
NEPS_UZB,Q1,d1,2018,128.1043407343,130.6165860972,149.1898378117,147.9963191092,183.5380082442,180.5811412505,0
NEPS_UZB,Q1,d1,2019,136.0790480383,138.7476848343,158.4771522185,157.2093350008,194.9635531283,191.8226162688,0
NEPS_UZB,Q1,d1,2020,148.465295553,151.3768381921,172.9021299142,171.5189128749,212.7096122036,209.282779595,0
NEPS_UZB,Q1,d1,2021,155.6764670513,158.7294274757,181.3002333672,179.8498315003,223.0412219392,219.4479431753,0
NEPS_UZB,Q1,d1,2022,168.5717384365,171.8775871358,196.3180183655,194.7474742186,241.5165711134,237.6256474601,0
NEPS_UZB,Q1,d1,2023,177.2251442345,180.7006942761,206.3957425091,204.744576569,253.9145027962,249.8238437565,0
NEPS_UZB,Q1,d1,2024,187.4904589555,191.167321374,218.3506897774,216.6038842592,268.6218531257,264.2942530885,0
NEPS_UZB,Q1,d1,2025,202.1673138874,206.1320030924,235.4433003347,233.559753932,289.6497176464,284.9833507285,0
NEPS_UZB,Q1,d1,2026,212.262953985,216.4256280895,247.2006451688,245.2230400075,304.1139712762,299.2145797409,0
NEPS_UZB,Q1,d1,2027,224.9037134349,229.3142845984,261.9220265158,259.8266503037,322.224675401,317.0335135464,0
NEPS_UZB,Q1,d1,2028,240.9379653546,245.6629831232,280.5954565466,278.3506928942,345.197313519,339.6360537427,0
NEPS_UZB,Q1,d1,2029,254.427097922,259.416650136,296.3048500645,293.934411264,364.523501142,358.6508891459,0
NEPS_UZB,Q1,d1,2030,264.6075753314,269.7967761835,308.1609961157,305.6957081468,379.1093031217,373.0017083181,0
NEPS_UZB,Q2,d1,2017,98.5008128031,100.2138704171,114.7136795067,113.7959700707,143.1626720244,146.2217034779,0
NEPS_UZB,Q2,d1,2018,106.3161024537,108.1650781485,123.8153367085,122.8248140148,154.5215402122,157.8232825244,0
NEPS_UZB,Q2,d1,2019,112.9344558515,114.8985333445,131.5230464109,130.4708620396,164.1407619208,167.6480431584,0
NEPS_UZB,Q2,d1,2020,123.2140260225,125.356878649,143.4945955231,142.3466387589,179.0812552128,182.9077777601,0
NEPS_UZB,Q2,d1,2021,129.1987072864,131.4456413262,150.4643330199,149.2606183558,187.7794876089,191.7918698227,0
NEPS_UZB,Q2,d1,2022,139.9007255467,142.3337816432,162.9278636025,161.6244406937,203.3339737759,207.6787168053,0
NEPS_UZB,Q2,d1,2023,147.0823430634,149.6402968558,171.2915485987,169.9212162099,213.7718526512,218.3396272805,0
NEPS_UZB,Q2,d1,2024,155.6017128627,158.3078296081,181.2131749177,179.7634695184,226.1540422973,230.9863936285,0
NEPS_UZB,Q2,d1,2025,167.7822994352,170.7002524689,195.3986406466,193.8354515214,243.857503527,249.0681339442,0
NEPS_UZB,Q2,d1,2026,176.1608532047,179.224520217,205.1562731422,203.515022957,256.0350288814,261.5058628319,0
NEPS_UZB,Q2,d1,2027,186.6516474204,189.8977630277,217.3738129896,215.6348224856,271.282518611,277.079153624,0
NEPS_UZB,Q2,d1,2028,199.9587622308,203.4363059218,232.8712293061,231.0082594716,290.623294174,296.8331936221,0
NEPS_UZB,Q2,d1,2029,211.1536365951,214.8258737533,245.9087382707,243.9414683646,306.8941053619,313.4516717158,0
NEPS_UZB,Q2,d1,2030,219.6025983795,223.4217740035,255.748367678,253.7023807366,319.1739628622,325.9939193336,0
NEPS_UZB,Q3,d1,2017,91.4547086454,93.0452253175,106.5148005582,105.6049889589,133.0547887964,135.6999070907,0
NEPS_UZB,Q3,d1,2018,98.7109435701,100.4276556322,114.96593913,113.9839409063,143.6116733971,146.4666616918,0
NEPS_UZB,Q3,d1,2019,104.8558632361,106.6794434663,122.1227591818,121.0796299428,152.5517378337,155.5844538766,0
NEPS_UZB,Q3,d1,2020,114.400100164,116.3896671234,133.2386711772,132.1005937656,166.437369831,169.7461310998,0
NEPS_UZB,Q3,d1,2021,119.9566764577,122.0428795265,139.7102637772,138.5169083199,174.5214706514,177.9909431818,0
NEPS_UZB,Q3,d1,2022,129.8931423005,132.152153471,151.2829940738,149.9907884641,188.9777450596,192.7346071402,0
NEPS_UZB,Q3,d1,2023,136.561033853,138.9360083547,159.0489051938,157.6903659293,198.678666044,202.6283816386,0
NEPS_UZB,Q3,d1,2024,144.4709836357,146.9835224816,168.2614076009,166.8241784125,210.1866213295,214.3651141318,0
NEPS_UZB,Q3,d1,2025,155.7802506805,158.4894724315,181.4330019516,179.8832656819,226.6401441756,231.1457316634,0
NEPS_UZB,Q3,d1,2026,163.5594574917,166.4039697959,190.4932315916,188.8661060579,237.9578853241,242.6884685781,0
NEPS_UZB,Q3,d1,2027,173.2998088771,176.3137185967,201.8375527376,200.1135280414,252.1288385269,257.1411391689,0
NEPS_UZB,Q3,d1,2028,185.6550196948,188.883802646,216.2273292247,214.3803921681,270.1040744686,275.4737213277,0
NEPS_UZB,Q3,d1,2029,196.0490859383,199.4586352589,228.3330142059,226.3826746874,285.2260983561,290.8963698105,0
NEPS_UZB,Q3,d1,2030,203.8936642352,207.4396410045,237.4693802295,235.441001117,296.6389465731,302.5361045145,0
NEPS_UZB,Q4,d1,2017,114.624149494,116.6176129635,133.49085733,132.4229304713,166.5965899478,170.1563461433,0
NEPS_UZB,Q4,d1,2018,123.7187031708,125.8703327912,144.0823406492,142.929681924,179.8147611302,183.6569568809,0
NEPS_UZB,Q4,d1,2019,131.4203972755,133.705969402,153.0517049016,151.8272912623,191.0085277171,195.0899065145,0
NEPS_UZB,Q4,d1,2020,143.3826030125,145.8762134997,166.9828451233,165.6469823623,208.3945907138,212.8474665838,0
NEPS_UZB,Q4,d1,2021,150.3469008731,152.961629584,175.0934404578,173.6926929342,218.5166136914,223.1857721036,0
NEPS_UZB,Q4,d1,2022,162.8007041062,165.6320206994,189.5970932914,188.0803165451,236.6171724277,241.6730949154,0
NEPS_UZB,Q4,d1,2023,171.1578615389,174.1345200005,199.3298076929,197.7351692313,248.7636000007,254.0790615392,0
NEPS_UZB,Q4,d1,2024,181.0717443758,184.220818191,210.8754786985,209.1884748689,263.1725974158,268.7959435144,0
NEPS_UZB,Q4,d1,2025,195.246138845,198.6417238684,227.3829256736,225.5638622682,283.7738912406,289.8374359252,0
NEPS_UZB,Q4,d1,2026,204.9961558499,208.5613063864,238.737759142,236.8278570688,297.9447234092,304.3110636529,0
NEPS_UZB,Q4,d1,2027,217.204160335,220.981623993,252.9551556696,250.9315144242,315.6880342756,322.4335050935,0
NEPS_UZB,Q4,d1,2028,232.6894814603,236.7362550509,270.9893029429,268.8213885194,338.1946500727,345.4210314846,0
NEPS_UZB,Q4,d1,2029,245.7168151054,249.9901510203,286.160887157,283.8716000597,357.1287871719,364.7597441627,0
NEPS_UZB,Q4,d1,2030,255.5487650263,259.9930913746,297.611139394,295.2302502788,371.4187019637,379.3549990142,0
NEPS_UZB,Q5,d1,2017,189.0972700709,197.6696517413,151.7049771503,230.0626468285,122.3795930294,222.1747846515,180.1930817999
NEPS_UZB,Q5,d1,2018,204.1006989329,213.3532338308,163.7416122208,248.3163664839,132.0894821118,239.8026624902,194.4900311064
NEPS_UZB,Q5,d1,2019,216.8063053565,226.6348258706,173.9347986769,263.7744714174,140.3122710644,254.7307752545,206.5973575461
NEPS_UZB,Q5,d1,2020,236.5405451209,247.263681592,189.7667691301,287.7838684417,153.0838368845,277.9169929522,225.4023539312
NEPS_UZB,Q5,d1,2021,248.0296573125,259.2736318408,198.9840122021,301.7619420517,160.5193375332,291.4158183242,236.350468265
NEPS_UZB,Q5,d1,2022,268.5748932316,280.7502487562,215.466611578,326.7580266249,173.8157622226,315.5548942835,255.9282727207
NEPS_UZB,Q5,d1,2023,282.3618278615,295.1621890547,226.5273032644,343.5317149569,182.738363001,331.7534847298,269.0660099213
NEPS_UZB,Q5,d1,2024,298.7169169813,312.2587064677,239.6483198728,363.4299138606,193.3230168656,350.9694596711,284.6509726788
NEPS_UZB,Q5,d1,2025,322.1006394418,336.7024875622,258.4081204783,391.8794048551,208.4564475976,378.4435395458,306.9336053817
NEPS_UZB,Q5,d1,2026,338.18539651,353.5164179104,271.3122607791,411.4487079092,218.8661485057,397.3418950666,322.2609654491
NEPS_UZB,Q5,d1,2027,358.3251343517,374.5691542289,287.4695456936,435.9514487079,231.9001437604,421.0045418951,341.4523658695
NEPS_UZB,Q5,d1,2028,383.8715132248,401.2736318408,307.9643567597,467.0321064996,248.433198144,451.0195771339,365.7958200941
NEPS_UZB,Q5,d1,2029,405.3629113243,423.7393034826,325.2060232121,493.1793265466,262.3419581809,476.270321065,386.2752339655
NEPS_UZB,Q5,d1,2030,421.5828344184,440.6945273632,338.2186016667,512.9130775255,272.8391355673,495.327486296,401.731395378
PAK_KAR,Q1,d1,2017,2455.6743678361,2486.4561242335,2673.0206311321,2734.2746430309,2639.4460301914,2631.0561405032,0
PAK_KAR,Q1,d1,2018,2567.6107404229,2599.7956136986,2794.864242491,2858.9103802466,2759.7592191581,2750.986895288,0
PAK_KAR,Q1,d1,2019,2674.7739064863,2708.3020647332,2911.5121814591,2978.2313828486,2874.9419962207,2865.8035459807,0
PAK_KAR,Q1,d1,2020,2792.7937775832,2827.8013090605,3039.9777282179,3109.6408014347,3001.7939454574,2992.252276569,0
PAK_KAR,Q1,d1,2021,2914.8381169253,2951.3754681427,3172.8239399336,3245.5312707735,3132.9715361033,3123.0128988426,0
PAK_KAR,Q1,d1,2022,3042.0300319299,3080.1617274931,3311.273327757,3387.1533166565,3269.6819239008,3259.2887314116,0
PAK_KAR,Q1,d1,2023,3175.3054454446,3215.1077417056,3456.3446509802,3535.54904391,3412.9310719682,3402.082539784,0
PAK_KAR,Q1,d1,2024,3313.8220269065,3355.3606216456,3607.1210262404,3689.7805581902,3561.8136134989,3550.4918350026,0
PAK_KAR,Q1,d1,2025,3458.3285145937,3501.6784909884,3764.4174609712,3850.6815433583,3717.1343189877,3705.3188294739,0
PAK_KAR,Q1,d1,2026,3607.0366407213,3652.2506661009,3926.287411793,4016.2608497227,3876.9710947042,3864.6475391412,0
PAK_KAR,Q1,d1,2027,3762.1392162723,3809.2974447432,4095.1177705001,4188.9600662608,4043.6808517765,4030.8273833243,0
PAK_KAR,Q1,d1,2028,3923.911202572,3973.0972348672,4271.2078346316,4369.08534911,4217.5591284029,4204.1529608072,0
PAK_KAR,Q1,d1,2029,4092.6393842826,4143.9404159665,4454.8697715207,4556.9560191217,4398.9141709242,4384.931538122,0
PAK_KAR,Q1,d1,2030,4268.6228778067,4322.1298538531,4646.4291716961,4752.905127944,4588.067480274,4573.4835942612,0
PAK_KAR,Q2,d1,2017,2153.1453009037,2187.2360806451,2361.847653882,2391.490385759,2387.9096670251,2377.1779325719,0
PAK_KAR,Q2,d1,2018,2251.2915689074,2286.9362998863,2469.5071475188,2500.5010764125,2496.7571386984,2485.5362223561,0
PAK_KAR,Q2,d1,2019,2345.2526699644,2382.385088374,2572.5758099052,2604.8633178827,2600.9631211949,2589.2738827263,0
PAK_KAR,Q2,d1,2020,2448.7329742726,2487.5037977914,2686.0863629788,2719.7985025935,2715.7262163286,2703.5212099987,0
PAK_KAR,Q2,d1,2021,2555.7419487516,2596.2070468638,2803.4676169106,2838.6529679883,2834.4027239054,2821.6643620711,0
PAK_KAR,Q2,d1,2022,2667.2643385651,2709.495172239,2925.7997672889,2962.5204668162,2958.0847590258,2944.7905458642,0
PAK_KAR,Q2,d1,2023,2784.1207646832,2828.2017877905,3053.9829771039,3092.3124597014,3087.6824176066,3073.8057671457,0
PAK_KAR,Q2,d1,2024,2905.5726682329,2951.5766410321,3187.2070996646,3227.208632082,3222.3766133226,3207.8946207247,0
PAK_KAR,Q2,d1,2025,3032.2765459902,3080.2866230626,3326.1922653629,3367.9381524575,3362.8954229075,3347.7819112153,0
PAK_KAR,Q2,d1,2026,3162.6644374678,3212.7389478543,3469.2185327735,3512.7594930132,3507.4999260925,3491.7365333975,0
PAK_KAR,Q2,d1,2027,3298.6590082789,3350.8867226121,3618.3949296828,3663.8081512128,3658.3224229144,3641.8812043336,0
PAK_KAR,Q2,d1,2028,3440.5013456349,3494.9748516844,3773.9859116592,3821.3519017149,3815.6302870998,3798.4820961199,0
PAK_KAR,Q2,d1,2029,3588.4429034972,3645.2587703068,3936.2673058605,3985.6700334887,3979.7023894451,3961.8168262531,0
PAK_KAR,Q2,d1,2030,3742.7459483476,3802.00489743,4105.5268000125,4157.0538449287,4150.8295921912,4132.174949782,0
PAK_KAR,Q3,d1,2017,1405.3142223437,1598.8601988655,1689.5992502947,1671.1179519141,1745.6687114946,1638.2040508659,0
PAK_KAR,Q3,d1,2018,1469.3722987948,1671.7406317431,1766.6158179962,1747.2920913488,1825.241079013,1712.8778844217,0
PAK_KAR,Q3,d1,2019,1530.6988017517,1741.5132869646,1840.3482343994,1820.2180024298,1901.4203104583,1784.3674658776,0
PAK_KAR,Q3,d1,2020,1598.2382954012,1818.3546129334,1921.5504851282,1900.5320407469,1985.3172631679,1863.0996599527,0
PAK_KAR,Q3,d1,2021,1668.0808804281,1897.816222024,2005.5217261673,1983.5847814015,2072.0750953117,1944.5166156021,0
PAK_KAR,Q3,d1,2022,1740.8692800076,1980.629356038,2093.0346989987,2070.1405134181,2162.492191848,2029.3675686141,0
PAK_KAR,Q3,d1,2023,1817.1390967854,2067.4033831431,2184.7333548574,2160.836144317,2257.2338735756,2118.2768821453,0
PAK_KAR,Q3,d1,2024,1896.4082883804,2157.5898719883,2280.0381376318,2255.0984573299,2355.7013517756,2210.6826293548,0
PAK_KAR,Q3,d1,2025,1979.1053369092,2251.6763171079,2379.46420831,2353.4369784731,2458.426883087,2307.0843007679,0
PAK_KAR,Q3,d1,2026,2064.2068663963,2348.4983987436,2481.7811692674,2454.6347685475,2564.1392390598,2406.2889257009,0
PAK_KAR,Q3,d1,2027,2152.9677616513,2449.4838298896,2588.4977595459,2560.184063595,2674.3972263393,2509.759349506,0
PAK_KAR,Q3,d1,2028,2245.5453754024,2554.8116345748,2699.8031632063,2670.2719783296,2789.3963070719,2617.6790015348,0
PAK_KAR,Q3,d1,2029,2342.1038265447,2664.6685348615,2815.8946992242,2785.0936733978,2909.340348276,2730.2391986008,0
PAK_KAR,Q3,d1,2030,2442.8142910861,2779.2492818606,2936.9781712908,2904.8527013539,3034.4419832519,2847.6394841406,0
PAK_KAR,Q4,d1,2017,2184.6547589837,2223.6169339156,2397.6828838442,2444.0939974008,2399.7228018264,2399.8436505105,0
PAK_KAR,Q4,d1,2018,2284.2373145041,2324.9754922265,2506.975845544,2555.5025049429,2509.1087485825,2509.235105881,0
PAK_KAR,Q4,d1,2019,2379.5734567038,2422.0119046563,2611.6083214187,2662.1603152571,2613.8302444317,2613.9618754456,0
PAK_KAR,Q4,d1,2020,2484.5681076329,2528.8790802668,2726.8411179935,2779.6236329918,2729.1610795983,2729.2985186079,0
PAK_KAR,Q4,d1,2021,2593.1430678324,2639.3904180908,2846.0033437932,2901.0924405461,2848.4246870982,2848.5681321557,0
PAK_KAR,Q4,d1,2022,2706.2974933778,2754.5628936298,2970.1915837179,3027.6845490326,2972.7185847917,2972.8682892196,0
PAK_KAR,Q4,d1,2023,2824.8640143318,2875.2439864682,3100.3196585176,3160.3314677116,3102.9573708959,3103.1136340754,0
PAK_KAR,Q4,d1,2024,2948.093263638,3000.6709649801,3235.5651295172,3298.1948382487,3238.3179070154,3238.480986875,0
PAK_KAR,Q4,d1,2025,3076.6513453467,3131.5218128331,3376.6590533169,3442.0198680523,3379.5318717238,3379.7020630389,0
PAK_KAR,Q4,d1,2026,3208.9473531966,3266.1772507849,3521.8553926095,3590.0267223785,3524.8517422079,3525.0292517496,0
PAK_KAR,Q4,d1,2027,3346.932089384,3406.6228725687,3673.2951744917,3744.3978714408,3676.4203671229,3676.6055095748,0
PAK_KAR,Q4,d1,2028,3490.8501692275,3553.1076560891,3831.2468669949,3905.4069799128,3834.5064429091,3834.6995464865,0
PAK_KAR,Q4,d1,2029,3640.9567265043,3705.8912853009,3995.9904822756,4073.339480049,3999.3902199542,3999.5916269855,0
PAK_KAR,Q4,d1,2030,3797.517865744,3865.2446105689,4167.8180730135,4248.4930776911,4171.3639994123,4171.5740669458,0
PAK_KAR,Q5,d1,2017,2589.3717339728,2471.1100499005,2549.9884667296,2616.938278886,1636.091255103,2626.9617457581,2517.1375979719
PAK_KAR,Q5,d1,2018,2707.4023991848,2583.7500232094,2666.2239346086,2736.2255028188,1710.6687816333,2746.7058668012,2631.8756331566
PAK_KAR,Q5,d1,2019,2820.3999841912,2691.5867869542,2777.5028733389,2850.4260641925,1782.0661628016,2861.3438422144,2741.7209929278
PAK_KAR,Q5,d1,2020,2944.8453594691,2810.3484979431,2900.0554862113,2976.196289426,1860.6968157738,2987.5957959228,2862.6947908942
PAK_KAR,Q5,d1,2021,3073.5343121751,2933.1599738585,3026.7871334639,3106.255269366,1942.0087677768,3118.1529312406,2987.7937857778
PAK_KAR,Q5,d1,2022,3207.6510964753,3061.1513816569,3158.8640572495,3241.7998657913,2026.7502883075,3254.2166941984,3118.1691953229
PAK_KAR,Q5,d1,2023,3348.1825908414,3195.2645271352,3297.2581260285,3383.8274635173,2115.5449352801,3396.7882898215,3254.7803676497
PAK_KAR,Q5,d1,2024,3494.2406046488,3334.6517850761,3441.0946581864,3531.44041621,2207.8315065718,3544.9666335871,3396.7638894501
PAK_KAR,Q5,d1,2025,3646.614640675,3480.0666001171,3591.1511484917,3685.4366317218,2304.108848514,3699.5526895155,3544.8872392202
PAK_KAR,Q5,d1,2026,3803.419070224,3629.7094639221,3745.5706478768,3843.9104068859,2403.1855290001,3858.6334551647,3697.3173905067
PAK_KAR,Q5,d1,2027,3966.9660902436,3785.7869708708,3906.6301857355,4009.198554382,2506.5225067471,4024.5546937368,3856.3020382985
PAK_KAR,Q5,d1,2028,4137.5456321241,3948.5758106182,4074.6152837222,4181.5940922204,2614.3029745373,4197.6105455675,4022.1230259453
PAK_KAR,Q5,d1,2029,4315.4600943055,4118.3645704748,4249.8237409222,4361.4026381859,2726.7180024424,4378.1077990269,4195.074316061
PAK_KAR,Q5,d1,2030,4501.0248783606,4295.4542470052,4432.5661617819,4548.9429516278,2843.9668765474,4566.366434385,4375.4625116516
PAK_N,Q1,d1,2017,11102.5167560385,11241.6862528821,12085.1757607147,12362.1154488055,11933.3793440544,11895.447241955,0
PAK_N,Q1,d1,2018,11608.5999193979,11754.113143592,12636.0512165351,12925.6145751403,12477.3355028885,12437.6743515434,0
PAK_N,Q1,d1,2019,12093.1026134166,12244.6890548486,13163.4361637879,13465.0848925762,12998.0962067891,12956.7797365589,0
PAK_N,Q1,d1,2020,12626.6902965237,12784.9652330971,13744.2505030767,14059.2089714291,13571.6152003424,13528.4757107988,0
PAK_N,Q1,d1,2021,13178.4732773102,13343.6647861788,14344.8705652755,14673.5926342557,14164.6911460946,14119.6664724235,0
PAK_N,Q1,d1,2022,13753.5293132678,13925.9291210239,14970.8235288707,15313.8897184437,14782.7817981478,14735.7924272149,0
PAK_N,Q1,d1,2023,14356.0898689732,14536.0427434076,15626.7153759345,15984.81175515,15430.4352849201,15381.3872466578,0
PAK_N,Q1,d1,2024,14982.3466263075,15170.1495981323,16308.4007226018,16682.1183663335,16103.5582908352,16052.370626416,0
PAK_N,Q1,d1,2025,15635.6847569319,15831.677289818,17019.5643545304,17409.5787769195,16805.7893186278,16752.3695036771,0
