From,To,EarliestEntry,MaximumNumOfLines,CapacityPerLine,CostPerLine,Life,Status
Cameroon,Chad,2028,1,200,744,30,2.0
Cameroon,CAR,2030,1,185,855,30,
Cameroon,Gabon,2030,1,210,160,30,
Cameroon,EquatorialGuinea,2030,1,210,160,30,
CAR,Congo,2030,1,185,855,30,
Gabon,EquatorialGuinea,2030,1,210,100,30,
Congo,DRC,2030,1,235,102,30,
Angola,Congo,2030,1,500,400,30,
Angola,DRC,2030,1,500,400,30,
DRC,DRC_South,2030,2,300,885,30,
Burundi,Rwanda,2030,4,100,100,30,
Burundi,DRC_East,2027,1,750,350,30,
