Variable,country,zone,generator,fuel,year,TEST
Utilization: percent,Uganda,Uganda,Nyamagasani2_HPP,ROR,2026,0.37
Utilization: percent,Uganda,Uganda,NyamwambaII_HPP,ROR,2026,0.34
Utilization: percent,Uganda,Uganda,Nyamwamba_HPP,ROR,2026,0.35
Utilization: percent,Uganda,Uganda,Pam_Ssekanyonyi_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Pam_Tiribogo_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Rwimi_HPP,ROR,2026,0.31
Utilization: percent,Uganda,Uganda,SCOUL,Biomass,2026,0.73
Utilization: percent,Uganda,Uganda,Sindila_HPP,ROR,2026,0.3
Utilization: percent,Uganda,Uganda,Siti_II_HPP,ROR,2026,0.27
Utilization: percent,Uganda,Uganda,Siti_I_HPP,ROR,2026,0.35
Utilization: percent,Uganda,Uganda,Sugar_and_Allied_Industries_Limited,Biomass,2026,0.21
Utilization: percent,Uganda,Uganda,Timex_Bukinda_HPP,ROR,2026,0.64
Utilization: percent,Uganda,Uganda,Tororo_PV,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Tororo_Solar_North,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Ulepi_Solar,PV,2026,0.25
Utilization: percent,Uganda,Uganda,Waki_HPP,ROR,2026,0.46
Energy: GWh,Burundi,Burundi,Buhiga,ROR,2026,1.45
Energy: GWh,Burundi,Burundi,CTH_10,Diesel,2026,78.84
Energy: GWh,Burundi,Burundi,CTH_30,Diesel,2026,157.68
Energy: GWh,Burundi,Burundi,CTH_5,Diesel,2026,157.68
Energy: GWh,Burundi,Burundi,Gikonge,ROR,2026,2.89
Energy: GWh,Burundi,Burundi,Kayenzi,ROR,2026,2.31
Energy: GWh,Burundi,Burundi,Kirasa-karonge,ROR,2026,72.86
Energy: GWh,Burundi,Burundi,Marangara,ROR,2026,0.58
Energy: GWh,Burundi,Burundi,Mubuga,PV,2026,18.21
Energy: GWh,Burundi,Burundi,Mugere,ROR,2026,23.12
Energy: GWh,Burundi,Burundi,Nyemanga,ROR,2026,13.59
Energy: GWh,Burundi,Burundi,RUZB_007,Reservoir,2026,67.65
Energy: GWh,Burundi,Burundi,Rusumo_Falls,Reservoir,2026,122.3
Energy: GWh,Burundi,Burundi,Ruvyironza,Reservoir,2026,4.53
Energy: GWh,Burundi,Burundi,Ruzizi_I,ROR,2026,18.04
Energy: GWh,Burundi,Burundi,Ruzizi_II,ROR,2026,54.36
Energy: GWh,Burundi,Burundi,Rwegura,Reservoir,2026,157.68
Energy: GWh,DRC,Drc_E,Lubero,ROR,2026,51.49
Energy: GWh,DRC,Drc_E,LungudiII,ROR,2026,16.11
Energy: GWh,DRC,Drc_E,Matebe,ROR,2026,48.34
Energy: GWh,DRC,Drc_E,Ruzizi_II_DRCMutwanga,ROR,2026,244.81
Energy: GWh,DRC,Drc_E,Ruzizi_I_DRC,ROR,2026,43.77
Energy: GWh,DRC,Drc_E,VIRUNGATalyiaNord1TalyiaNord2Ivugha,ROR,2026,159.82
Energy: GWh,Djibouti,Djibouti,Akuo,PV,2026,51.02
Energy: GWh,Djibouti,Djibouti,Battery_5MW_DJI,Battery,2026,9.52
Energy: GWh,Djibouti,Djibouti,MaraboutG12,Diesel,2026,4.27
Energy: GWh,Djibouti,Djibouti,MaraboutG17,Diesel,2026,3.54
Energy: GWh,Djibouti,Djibouti,MaraboutG18,Diesel,2026,5.28
Energy: GWh,Djibouti,Djibouti,MaraboutG21,Diesel,2026,7.49
Energy: GWh,Djibouti,Djibouti,MaraboutG22,Diesel,2026,26.03
Energy: GWh,Djibouti,Djibouti,MaraboutG23,Diesel,2026,6.9
Energy: GWh,Djibouti,Djibouti,MaraboutG25,Diesel,2026,3.28
Energy: GWh,Djibouti,Djibouti,MaraboutG31,Diesel,2026,1.26
Energy: GWh,Djibouti,Djibouti,MaraboutG32,Diesel,2026,0.23
Energy: GWh,Djibouti,Djibouti,Wind_on,Onshore Wind,2026,28.63
Energy: GWh,Egypt,Egypt,6Oct-Ext-1_CCGT,Gas,2026,1060.8
Energy: GWh,Egypt,Egypt,6Oct-Ext-2_CCGT,Gas,2026,536.56
Energy: GWh,Egypt,Egypt,ACWA-POWER_PV,PV,2026,312.49
Energy: GWh,Egypt,Egypt,ACWA-Power_WI,Onshore Wind,2026,2929.94
Energy: GWh,Egypt,Egypt,AMYA-POWER_PV,PV,2026,749.33
Energy: GWh,Egypt,Egypt,AMYA-POWER_WI,Onshore Wind,2026,1331.79
Energy: GWh,Egypt,Egypt,Assiut_HY,ROR,2026,252.29
Energy: GWh,Egypt,Egypt,Aswan-Dam-2_HY,Reservoir,2026,1300.86
Energy: GWh,Egypt,Egypt,Aswan-Dam_HY,Reservoir,2026,1349.04
Energy: GWh,Egypt,Egypt,Banha_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Benban_PV,PV,2026,2288.95
Energy: GWh,Egypt,Egypt,Beni-Suef-1_CCGT,Gas,2026,3400.3
Energy: GWh,Egypt,Egypt,Beni-Suef-2_CCGT,Gas,2026,4399.54
Energy: GWh,Egypt,Egypt,Beni-Suef-3_CCGT,Gas,2026,5278.15
Energy: GWh,Egypt,Egypt,Beni-Suef-4_CCGT,Gas,2026,5896.26
Energy: GWh,Egypt,Egypt,Burullus-1_CCGT,Gas,2026,5617.21
Energy: GWh,Egypt,Egypt,Burullus-2_CCGT,Gas,2026,5294.28
Energy: GWh,Egypt,Egypt,Burullus-3_CCGT,Gas,2026,5550.83
Energy: GWh,Egypt,Egypt,Burullus-4_CCGT,Gas,2026,5952.13
Energy: GWh,Egypt,Egypt,Cairo-North-1_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Cairo-North-2_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,El-Atf_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Engie-Orasco-Toyota_WI,Onshore Wind,2026,1331.79
Energy: GWh,Egypt,Egypt,Esna_HY,ROR,2026,414.35
Energy: GWh,Egypt,Egypt,Gabal-El-Zeit_WI,Onshore Wind,2026,1544.88
Energy: GWh,Egypt,Egypt,Giza-1_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Giza-2_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Giza-3_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,High-Dam_HY,Reservoir,2026,10117.8
Energy: GWh,Egypt,Egypt,Kom-Ombo_PV,PV,2026,19.29
Energy: GWh,Egypt,Egypt,Kuriemat-1_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Kuriemat-2_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Kuriemat_CSP,Solar,2026,166.44
Energy: GWh,Egypt,Egypt,Masdar_WI,Onshore Wind,2026,532.72
Energy: GWh,Egypt,Egypt,Naga-Hamadi_HY,ROR,2026,538.21
Energy: GWh,Egypt,Egypt,New-Capital-1_CCGT,Gas,2026,5927.83
Energy: GWh,Egypt,Egypt,New-Capital-2_CCGT,Gas,2026,5112.72
Energy: GWh,Egypt,Egypt,New-Capital-3_CCGT,Gas,2026,7099.92
Energy: GWh,Egypt,Egypt,New-Capital-4_CCGT,Gas,2026,8282.64
Energy: GWh,Egypt,Egypt,New-Shabab-1_CCGT,Gas,2026,1841.0
Energy: GWh,Egypt,Egypt,New-Shabab-2_CCGT,Gas,2026,1708.5
Energy: GWh,Egypt,Egypt,New-Shabab-3_CCGT,Gas,2026,1517.0
Energy: GWh,Egypt,Egypt,Nubaria-1_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Nubaria-2_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Nubaria-3_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Port-Said-East_ST,Gas,2026,5384.77
Energy: GWh,Egypt,Egypt,Ras-Gharib_WI,Onshore Wind,2026,665.89
Energy: GWh,Egypt,Egypt,Sidi-Kirir_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,Siemens-Gamesa_WI,Onshore Wind,2026,1317.92
Energy: GWh,Egypt,Egypt,South-Helwan-1_ST,Gas,2026,5124.6
Energy: GWh,Egypt,Egypt,South-Helwan-2_ST,Gas,2026,5124.6
Energy: GWh,Egypt,Egypt,South-Helwan-3_ST,Gas,2026,5124.6
Energy: GWh,Egypt,Egypt,Talkha-2_CCGT,Gas,2026,6241.5
Energy: GWh,Egypt,Egypt,West-Assiut-1_CCGT,Gas,2026,1311.08
Energy: GWh,Egypt,Egypt,West-Assiut-2_CCGT,Gas,2026,3190.28
Energy: GWh,Egypt,Egypt,West-Damietta-Ext_CCGT,Gas,2026,5070.15
Energy: GWh,Egypt,Egypt,West-Damietta_CCGT,Gas,2026,4147.27
Energy: GWh,Egypt,Egypt,Zafarana_WI,Onshore Wind,2026,1398.55
Energy: GWh,Ethiopia,Ethiopia,Aba_Samuel,ROR,2026,15.81
Energy: GWh,Ethiopia,Ethiopia,Adama_I,Onshore Wind,2026,66.54
Energy: GWh,Ethiopia,Ethiopia,Adama_II,Onshore Wind,2026,201.75
Energy: GWh,Ethiopia,Ethiopia,Ashegoda,Onshore Wind,2026,52.78
Energy: GWh,Ethiopia,Ethiopia,Awash_II,ROR,2026,37.01
Energy: GWh,Ethiopia,Ethiopia,Awash_III,ROR,2026,46.55
Energy: GWh,Ethiopia,Ethiopia,Beles_HEP,Reservoir,2026,548.23
Energy: GWh,Ethiopia,Ethiopia,Dicheto_solar,PV,2026,122.84
Energy: GWh,Ethiopia,Ethiopia,GERD_1_HEP,Reservoir,2026,7.0
Energy: GWh,Ethiopia,Ethiopia,GERD_2_HEP,Reservoir,2026,595.1
Energy: GWh,Ethiopia,Ethiopia,GERD_3_HEP,Reservoir,2026,1.6
Energy: GWh,Ethiopia,Ethiopia,GERD_3a_HEP,Reservoir,2026,1638.14
Energy: GWh,Ethiopia,Ethiopia,Gad-I_solar,PV,2026,29.41
Energy: GWh,Ethiopia,Ethiopia,Genale_Dawa_III,Reservoir,2026,81.79
Energy: GWh,Ethiopia,Ethiopia,Gibe_I,Reservoir,2026,6.09
Energy: GWh,Ethiopia,Ethiopia,Gibe_II,ROR,2026,804.76
Energy: GWh,Ethiopia,Ethiopia,Gibe_III,Reservoir,2026,4781.02
Energy: GWh,Ethiopia,Ethiopia,Koysha_(Gibe_IV),Reservoir,2026,17761.35
Energy: GWh,Ethiopia,Ethiopia,Neshe,Reservoir,2026,0.1
Energy: GWh,Kenya,Kenya,Alten_Kesses_1_Kenya_Ltd,PV,2026,82.82
Energy: GWh,Kenya,Kenya,Baringo_Silali__-_Korosi_I,Geothermal,2026,823.44
Energy: GWh,Kenya,Kenya,Baringo_Silali__-_Paka_I,Geothermal,2026,823.44
Energy: GWh,Kenya,Kenya,Eldosol-Cedate,PV,2026,82.82
Energy: GWh,Kenya,Kenya,ExistingSmallHydro,ROR,2026,70.43
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2021,Solar,2026,367.92
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2022,Solar,2026,131.4
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2023,Solar,2026,105.12
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2024,Solar,2026,87.6
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2025,Solar,2026,113.88
Energy: GWh,Kenya,Kenya,Generic_Rooftop_2026,Solar,2026,52.56
Energy: GWh,Kenya,Kenya,Gitaru,ROR,2026,742.06
Energy: GWh,Kenya,Kenya,Kamburu,ROR,2026,388.86
Energy: GWh,Kenya,Kenya,Kiambere,ROR,2026,343.05
Energy: GWh,Kenya,Kenya,Kindaruma,ROR,2026,224.43
Energy: GWh,Kenya,Kenya,Kipeto_Wind_-_I,Onshore Wind,2026,475.83
Energy: GWh,Kenya,Kenya,Kwale_Co-Generation_TAnaBiomass,Biomass,2026,25.85
Energy: GWh,Kenya,Kenya,Lake_Turkana_Wind_Power,Onshore Wind,2026,1427.48
Energy: GWh,Kenya,Kenya,Malindi_Solar-_Vateki,PV,2026,82.82
Energy: GWh,Kenya,Kenya,Masinga,ROR,2026,176.57
Energy: GWh,Kenya,Kenya,Menengai_I_Quantum,Geothermal,2026,219.64
Energy: GWh,Kenya,Kenya,Menengai_I_Sosian,Geothermal,2026,288.2
Energy: GWh,Kenya,Kenya,Mumias_(Biomass),Biomass,2026,53.99
Energy: GWh,Kenya,Kenya,Ngong_Hills_Wind,Onshore Wind,2026,114.79
Energy: GWh,Kenya,Kenya,Olkaria_1_B_(Rehabilitated),Geothermal,2026,518.77
Energy: GWh,Kenya,Kenya,Olkaria_1_Unit_6,Geothermal,2026,683.46
Energy: GWh,Kenya,Kenya,Olkaria_7,Geothermal,2026,1152.82
Energy: GWh,Kenya,Kenya,Olkaria_8,Geothermal,2026,1152.82
Energy: GWh,Kenya,Kenya,Olkaria_Brine,Geothermal,2026,823.44
Energy: GWh,Kenya,Kenya,Olkaria_II,Geothermal,2026,831.67
Energy: GWh,Kenya,Kenya,Olkaria_IV,Geothermal,2026,1152.82
Energy: GWh,Kenya,Kenya,Olkaria_I_,Geothermal,2026,362.31
Energy: GWh,Kenya,Kenya,Olkaria_I_units_4_&_5,Geothermal,2026,1152.82
Energy: GWh,Kenya,Kenya,Olkaria_Mobile_Wellheads___Eburru,Geothermal,2026,749.33
Energy: GWh,Kenya,Kenya,Olkaria_Topping,Geothermal,2026,329.38
Energy: GWh,Kenya,Kenya,Olkaria_VI,Geothermal,2026,1152.82
Energy: GWh,Kenya,Kenya,Olkaria_V_,Geothermal,2026,1301.04
Energy: GWh,Kenya,Kenya,Orpower_4_(I),Geothermal,2026,527.0
Energy: GWh,Kenya,Kenya,Orpower_4_(II),Geothermal,2026,329.38
Energy: GWh,Kenya,Kenya,Orpower_4_(III),Geothermal,2026,148.22
Energy: GWh,Kenya,Kenya,Orpower_4_(IV),Geothermal,2026,226.1
Energy: GWh,Kenya,Kenya,REA_Garissa_Solar,PV,2026,52.75
Energy: GWh,Kenya,Kenya,Sangoro,ROR,2026,88.58
Energy: GWh,Kenya,Kenya,Sondu,ROR,2026,211.99
Energy: GWh,Kenya,Kenya,Tana,ROR,2026,78.83
Energy: GWh,Kenya,Kenya,Turkwel,ROR,2026,652.01
Energy: GWh,Libya,Libya,CC_EX_GAS_ALC_07_LIB,Gas,2026,7409.93
Energy: GWh,Libya,Libya,CC_EX_GAS_ALC_10_LIB,Gas,2026,5398.75
Energy: GWh,Libya,Libya,CC_EX_GAS_ALC_11_LIB,Gas,2026,7253.28
Energy: GWh,Libya,Libya,CC_EX_GAS_ALC_15_LIB,Gas,2026,3107.2
Energy: GWh,Libya,Libya,GT_EX_GAS_ALC_10_LIB,Gas,2026,6804.97
Energy: GWh,Libya,Libya,GT_EX_GAS_ALC_15_LIB,Gas,2026,885.42
Energy: GWh,Libya,Libya,GT_EX_GAS_ALC_16_LIB,Gas,2026,4960.68
Energy: GWh,Libya,Libya,GT_EX_GAS_ALC_17_LIB,Gas,2026,3180.11
Energy: GWh,Libya,Libya,PV_CM_SPV_ALC_19_LIB,PV,2026,49.07
Energy: GWh,Libya,Libya,WI_CM_WND_ALC_18_LIB,Onshore Wind,2026,91.6
Energy: GWh,Rwanda,Rwanda,Agatobwe,ROR,2026,1.71
Energy: GWh,Rwanda,Rwanda,Cyimbili,ROR,2026,2.37
Energy: GWh,Rwanda,Rwanda,Gaseke,ROR,2026,1.99
Energy: GWh,Rwanda,Rwanda,Gashashi,ROR,2026,1.11
Energy: GWh,Rwanda,Rwanda,Giciye_I,ROR,2026,15.9
Energy: GWh,Rwanda,Rwanda,Giciye_II,ROR,2026,15.9
Energy: GWh,Rwanda,Rwanda,Giciye_III,ROR,2026,38.95
Energy: GWh,Rwanda,Rwanda,GigaWatt,PV,2026,16.55
Energy: GWh,Rwanda,Rwanda,Gihira,ROR,2026,7.15
Energy: GWh,Rwanda,Rwanda,Gisenyi,ROR,2026,6.76
Energy: GWh,Rwanda,Rwanda,Gishoma,Peat,2026,11.4
Energy: GWh,Rwanda,Rwanda,Hakan,Peat,2026,53.32
Energy: GWh,Rwanda,Rwanda,Jali,PV,2026,0.49
Energy: GWh,Rwanda,Rwanda,Janja,ROR,2026,0.79
Energy: GWh,Rwanda,Rwanda,KP1,Methane,2026,2.82
Energy: GWh,Rwanda,Rwanda,Kavumu-Mwange,ROR,2026,1.31
Energy: GWh,Rwanda,Rwanda,Keya,ROR,2026,8.74
Energy: GWh,Rwanda,Rwanda,Kigasa,ROR,2026,1.07
Energy: GWh,Rwanda,Rwanda,Kivuwatt_Phase_I,Methane,2026,20.07
Energy: GWh,Rwanda,Rwanda,Mazimeru,ROR,2026,1.99
Energy: GWh,Rwanda,Rwanda,Methane_generic,Methane,2026,203.7
Energy: GWh,Rwanda,Rwanda,Mukungu_MHPP,ROR,2026,0.08
Energy: GWh,Rwanda,Rwanda,Mukungwa_I,Reservoir,2026,49.94
Energy: GWh,Rwanda,Rwanda,Mukungwa_II,ROR,2026,14.31
Energy: GWh,Rwanda,Rwanda,Murunda,ROR,2026,0.4
Energy: GWh,Rwanda,Rwanda,Musarara,ROR,2026,1.59
Energy: GWh,Rwanda,Rwanda,Mutobo,ROR,2026,0.79
Energy: GWh,Rwanda,Rwanda,Nasho_Solar,PV,2026,6.42
Energy: GWh,Rwanda,Rwanda,Nkora,ROR,2026,2.7
Energy: GWh,Rwanda,Rwanda,Nshili_I,ROR,2026,1.59
Energy: GWh,Rwanda,Rwanda,Ntaruka,Reservoir,2026,46.82
Energy: GWh,Rwanda,Rwanda,Ntaruka_A,ROR,2026,7.95
Energy: GWh,Rwanda,Rwanda,Nyabahanga_I,ROR,2026,0.79
Energy: GWh,Rwanda,Rwanda,Nyabarongo_I,Reservoir,2026,94.05
Energy: GWh,Rwanda,Rwanda,Nyamyotsi_I,ROR,2026,0.4
Energy: GWh,Rwanda,Rwanda,Nyamyotsi_II,ROR,2026,0.4
Energy: GWh,Rwanda,Rwanda,Nyirabuhombohombo,ROR,2026,2.58
Energy: GWh,Rwanda,Rwanda,Nyirantaruko,ROR,2026,7.31
Energy: GWh,Rwanda,Rwanda,PV_generic,PV,2026,97.35
Energy: GWh,Rwanda,Rwanda,Rubagabaga,ROR,2026,1.97
Energy: GWh,Rwanda,Rwanda,Rugezi,ROR,2026,9.11
Energy: GWh,Rwanda,Rwanda,Rukarara_I,ROR,2026,37.45
Energy: GWh,Rwanda,Rwanda,Rukarara_II,ROR,2026,11.56
Energy: GWh,Rwanda,Rwanda,Rukarara_V_Mushishito,ROR,2026,26.28
Energy: GWh,Rwanda,Rwanda,Rwaza_Muko,ROR,2026,10.33
Energy: GWh,Rwanda,Rwanda,SPLK,Methane,2026,63.95
Energy: GWh,SouthSudan,SouthSudan,Bor,Diesel,2026,14.89
Energy: GWh,SouthSudan,SouthSudan,Juba,Diesel,2026,558.45
Energy: GWh,SouthSudan,SouthSudan,Kapoeta,Diesel,2026,7.45
Energy: GWh,SouthSudan,SouthSudan,Malakal,Diesel,2026,37.23
Energy: GWh,SouthSudan,SouthSudan,Maridi,Diesel,2026,7.45
Energy: GWh,SouthSudan,SouthSudan,Rumbek,Diesel,2026,14.89
Energy: GWh,SouthSudan,SouthSudan,Wau,Diesel,2026,14.89
Energy: GWh,SouthSudan,SouthSudan,Yambio,Diesel,2026,14.89
Energy: GWh,Sudan,Sudan,CC_LF_03_SUD,Diesel,2026,2127.38
Energy: GWh,Sudan,Sudan,DG_DS_20_SUD,Gas,2026,128.54
Energy: GWh,Sudan,Sudan,DG_HF_04_SUD,Diesel,2026,796.97
Energy: GWh,Sudan,Sudan,DG_HF_10_SUD,Diesel,2026,219.99
Energy: GWh,Sudan,Sudan,GT_DS_16_SUD,Gas,2026,752.67
Energy: GWh,Sudan,Sudan,HYD_STOHY_16_SUD,Reservoir,2026,2039.1
Energy: GWh,Sudan,Sudan,HYD_STOHY_25_SUD,Reservoir,2026,2641.71
Energy: GWh,Sudan,Sudan,HYD_STOHY_79_SUD,Reservoir,2026,2467.69
Energy: GWh,Sudan,Sudan,HYD_STOHY_Nile_09_SUD,Reservoir,2026,6699.84
Energy: GWh,Sudan,Sudan,SC_CO_09_SUD,Coal,2026,3745.66
Energy: GWh,Sudan,Sudan,SC_CO_25_SUD,Coal,2026,157.68
Energy: GWh,Sudan,Sudan,ST_HF_15_SUD,Diesel,2026,1090.71
Energy: GWh,Tanzania,Tanzania,Hale,ROR,2026,42.3
Energy: GWh,Tanzania,Tanzania,JNHPP_1,Reservoir,2026,2914.73
Energy: GWh,Tanzania,Tanzania,JNHPP_2,Reservoir,2026,2564.51
Energy: GWh,Tanzania,Tanzania,Kidatu,Reservoir,2026,924.4
Energy: GWh,Tanzania,Tanzania,Kihansi,ROR,2026,692.19
Energy: GWh,Tanzania,Tanzania,Kinyerezi_II,Gas,2026,465.47
Energy: GWh,Tanzania,Tanzania,Kinyerezi_I_Ext,Gas,2026,0.04
Energy: GWh,Tanzania,Tanzania,Kishapu_II,PV,2026,105.16
Energy: GWh,Tanzania,Tanzania,Mtera,Reservoir,2026,350.66
Energy: GWh,Tanzania,Tanzania,Mtwara,Gas,2026,58.18
Energy: GWh,Tanzania,Tanzania,New_OnshoreWind_TZA,Onshore Wind,2026,740.71
Energy: GWh,Tanzania,Tanzania,New_Pangani_Falls,ROR,2026,238.22
Energy: GWh,Tanzania,Tanzania,Nyumba_Ya_Mungu,Reservoir,2026,31.4
Energy: GWh,Tanzania,Tanzania,SingidaWind2_REN_TZA,Onshore Wind,2026,266.5
Energy: GWh,Tanzania,Tanzania,Singida_II,Onshore Wind,2026,266.5
Energy: GWh,Tanzania,Tanzania,SmallHydro_2026,Reservoir,2026,47.91
Energy: GWh,Tanzania,Tanzania,SmallHydro_TZA,ROR,2026,198.23
Energy: GWh,Tanzania,Tanzania,SmallPV_2026,PV,2026,100.95
Energy: GWh,Tanzania,Tanzania,Small_PV,PV,2026,14.72
Energy: GWh,Tanzania,Tanzania,Small_Wind,Onshore Wind,2026,7.11
Energy: GWh,Tanzania,Tanzania,Somanga,Gas,2026,15.01
Energy: GWh,Tanzania,Tanzania,TPC_Bio,Biomass,2026,50.31
Energy: GWh,Tanzania,Tanzania,Tanwat_Bio,Biomass,2026,11.18
Energy: GWh,Tanzania,Tanzania,Tegeta,Gas,2026,84.46
Energy: GWh,Tanzania,Tanzania,Ubongo_I,Gas,2026,0.16
Energy: GWh,Uganda,Uganda,Access_Uganda_Solar_Limited,PV,2026,21.79
Energy: GWh,Uganda,Uganda,Achwa1_HPP,ROR,2026,39.45
Energy: GWh,Uganda,Uganda,Achwa2_HPP,ROR,2026,31.38
Energy: GWh,Uganda,Uganda,Bugoye_HPP,ROR,2026,44.04
Energy: GWh,Uganda,Uganda,Bujagali_HPP,ROR,2026,1439.37
Energy: GWh,Uganda,Uganda,BukasaOffgrid_PV,PV,2026,0.22
Energy: GWh,Uganda,Uganda,Busitema_PV,PV,2026,8.72
Energy: GWh,Uganda,Uganda,Emerging_Power,PV,2026,21.79
Energy: GWh,Uganda,Uganda,Eskom_(Nalubaale_and_Kiira)_,Reservoir,2026,1131.88
Energy: GWh,Uganda,Uganda,GM_Sugar_BIO,Biomass,2026,46.27
Energy: GWh,Uganda,Uganda,GOTNUR_BIO,Biomass,2026,2.37
Energy: GWh,Uganda,Uganda,Hoima_Sugar_BIO,Biomass,2026,79.54
Energy: GWh,Uganda,Uganda,Hydromax_HPP,ROR,2026,61.21
Energy: GWh,Uganda,Uganda,Ishasha_HPP,ROR,2026,17.43
Energy: GWh,Uganda,Uganda,Isimba_HPP,ROR,2026,1116.77
Energy: GWh,Uganda,Uganda,KISs_PV,PV,2026,1.31
Energy: GWh,Uganda,Uganda,Kakaka_HPP,ROR,2026,20.98
Energy: GWh,Uganda,Uganda,Kakira_Sugar_Limited,Biomass,2026,0.08
Energy: GWh,Uganda,Uganda,Kamuli_Sugar_BIO,Biomass,2026,18.37
Energy: GWh,Uganda,Uganda,Karum_HPP,ROR,2026,2155.03
Energy: GWh,Uganda,Uganda,Kikagati_HPP,ROR,2026,91.18
Energy: GWh,Uganda,Uganda,Kinyara_Sugar_Limited,Biomass,2026,0.02
Energy: GWh,Uganda,Uganda,Kitobo_PV,PV,2026,0.5
Energy: GWh,Uganda,Uganda,Kyambura_HPP,ROR,2026,25.14
Energy: GWh,Uganda,Uganda,Lolwe_BIO,Biomass,2026,3.54
Energy: GWh,Uganda,Uganda,Lubilia_HPP,ROR,2026,19.78
Energy: GWh,Uganda,Uganda,MSS_Xsabo_Power_Limited,PV,2026,43.59
Energy: GWh,Uganda,Uganda,Mahoma_HPP,ROR,2026,9.62
Energy: GWh,Uganda,Uganda,Mayuge_Bio,Biomass,2026,139.26
Energy: GWh,Uganda,Uganda,Mpanga_HPP,ROR,2026,99.81
Energy: GWh,Uganda,Uganda,MubukuIII_HPP,ROR,2026,46.59
Energy: GWh,Uganda,Uganda,Muvumbe_HPP,ROR,2026,36.87
Energy: GWh,Uganda,Uganda,Muyembe_HPP,ROR,2026,25.81
Energy: GWh,Uganda,Uganda,Ndugutu_HPP,ROR,2026,19.19
Energy: GWh,Uganda,Uganda,Nkonge_PV,PV,2026,43.59
Energy: GWh,Uganda,Uganda,Nkusi_HPP,ROR,2026,68.66
Energy: GWh,Uganda,Uganda,NyagakI_HPP,ROR,2026,12.57
Energy: GWh,Uganda,Uganda,Nyamagasani1_HPP,ROR,2026,46.56
Energy: GWh,Uganda,Uganda,Nyamagasani2_HPP,ROR,2026,19.59
Energy: GWh,Uganda,Uganda,NyamwambaII_HPP,ROR,2026,23.99
Energy: GWh,Uganda,Uganda,Nyamwamba_HPP,ROR,2026,30.47
Energy: GWh,Uganda,Uganda,Pam_Ssekanyonyi_PV,PV,2026,0.22
Energy: GWh,Uganda,Uganda,Pam_Tiribogo_PV,PV,2026,0.22
Energy: GWh,Uganda,Uganda,Rwimi_HPP,ROR,2026,25.74
Energy: GWh,Uganda,Uganda,SCOUL,Biomass,2026,160.32
Energy: GWh,Uganda,Uganda,Sindila_HPP,ROR,2026,13.73
Energy: GWh,Uganda,Uganda,Siti_II_HPP,ROR,2026,39.59
Energy: GWh,Uganda,Uganda,Siti_I_HPP,ROR,2026,18.44
Energy: GWh,Uganda,Uganda,Sugar_and_Allied_Industries_Limited,Biomass,2026,22.57
Energy: GWh,Uganda,Uganda,Timex_Bukinda_HPP,ROR,2026,37.73
Energy: GWh,Uganda,Uganda,Tororo_PV,PV,2026,23.1
Energy: GWh,Uganda,Uganda,Tororo_Solar_North,PV,2026,21.79
Energy: GWh,Uganda,Uganda,Ulepi_Solar,PV,2026,21.79
Energy: GWh,Uganda,Uganda,Waki_HPP,ROR,2026,21.57
Spinning Reserve: GWh,,Burundi,Buhiga,ROR,2026,0.58
Spinning Reserve: GWh,,Burundi,CTH_10,Diesel,2026,0.33
Spinning Reserve: GWh,,Burundi,CTH_30,Diesel,2026,0.77
Spinning Reserve: GWh,,Burundi,Gikonge,ROR,2026,1.16
Spinning Reserve: GWh,,Burundi,Kayenzi,ROR,2026,0.92
Spinning Reserve: GWh,,Burundi,Marangara,ROR,2026,0.23
Spinning Reserve: GWh,,Burundi,Mugere,ROR,2026,9.25
Spinning Reserve: GWh,,Burundi,Nyemanga,ROR,2026,5.44
Spinning Reserve: GWh,,Burundi,RUZB_007,Reservoir,2026,49.67
Spinning Reserve: GWh,,Burundi,Rusumo_Falls,Reservoir,2026,80.63
Spinning Reserve: GWh,,Burundi,Ruzizi_I,ROR,2026,7.22
Spinning Reserve: GWh,,Burundi,Ruzizi_II,ROR,2026,21.74
