zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Rwanda,PV,Q1,d1,0,0,0,0,0,0,0.0922,0.338342391,0.588054958,0.809041267,0.903553601,0.903553601,0.903553601,0.809531476,0.637468046,0.387461353,0.21843722,0.0576,0,0,0,0,0,0
Rwanda,PV,Q1,d2,0,0,0,0,0,0.000098,0.107649941,0.353538876,0.607663327,0.822571041,0.903553601,0.903553601,0.903553601,0.903553601,0.826296631,0.606094657,0.332263797,0.100002677,0.000196,0,0,0,0,0
Rwanda,PV,Q1,d3,0,0,0,0,0,0.000098,0.081276686,0.323047864,0.586976498,0.794531074,0.903553601,0.903553601,0.903553601,0.891396413,0.702469786,0.484620817,0.250987111,0.0645,0.000098,0,0,0,0,0
Rwanda,PV,Q1,d4,0,0,0,0,0,0,0.0482,0.197750392,0.364813688,0.519621754,0.645801602,0.682861418,0.678449535,0.645213351,0.57217218,0.410893353,0.240300551,0.0622,0.000098,0,0,0,0,0
Rwanda,PV,Q1,d5,0,0,0,0,0,0,0.0566,0.208534994,0.323636115,0.411089437,0.430501721,0.43628619,0.440305905,0.465208532,0.402559797,0.285497839,0.152455062,0.0419,0,0,0,0,0,0
Rwanda,PV,Q2,d1,0,0,0,0,0,0,0.0427,0.201083815,0.390990859,0.571191762,0.688743929,0.715607393,0.652272364,0.552171645,0.432364516,0.289713638,0.155788484,0.0413,0,0,0,0,0,0
Rwanda,PV,Q2,d2,0,0,0,0,0,0,0.0893,0.335008968,0.594721804,0.806786304,0.903553601,0.903553601,0.903553601,0.903553601,0.804139175,0.598643477,0.345989655,0.0913,0,0,0,0,0,0
Rwanda,PV,Q2,d3,0,0,0,0,0,0,0.065393908,0.276085822,0.50452331,0.677469117,0.785315141,0.806590221,0.76394202,0.652958657,0.475600968,0.350793705,0.17422035,0.0469,0,0,0,0,0,0
Rwanda,PV,Q2,d4,0,0,0,0,0,0,0.0508,0.185691246,0.352852583,0.551191226,0.666292347,0.705705167,0.709038589,0.662860883,0.549328432,0.366676483,0.174318392,0.0402,0,0,0,0,0,0
Rwanda,PV,Q2,d5,0,0,0,0,0,0,0.0545,0.233829789,0.467855662,0.695312732,0.837571442,0.903553601,0.893847459,0.805217635,0.661978506,0.473149922,0.230986576,0.0543,0,0,0,0,0,0
Rwanda,PV,Q3,d1,0,0,0,0,0,0,0.037,0.164808334,0.337460015,0.557269821,0.751490706,0.784530807,0.734431426,0.67442982,0.574427143,0.356087964,0.188632501,0.0449,0,0,0,0,0,0
Rwanda,PV,Q3,d2,0,0,0,0,0,0,0.0891,0.340793437,0.592172716,0.803550924,0.903553601,0.903553601,0.903553601,0.903553601,0.788844648,0.582760699,0.336185471,0.0908,0,0,0,0,0,0
Rwanda,PV,Q3,d3,0,0,0,0,0,0,0.0452,0.1832402,0.33559722,0.530308314,0.748059242,0.827963342,0.794531074,0.706685585,0.599035645,0.428442842,0.212064501,0.0562,0,0,0,0,0,0
Rwanda,PV,Q3,d4,0,0,0,0,0,0,0.075,0.300694324,0.535896699,0.736196179,0.880023559,0.903553601,0.879043141,0.807374555,0.68031233,0.480797185,0.236771044,0.052256301,0,0,0,0,0,0
Rwanda,PV,Q3,d5,0,0,0,0,0,0,0.0638,0.249222358,0.475993135,0.741196313,0.891200329,0.903553601,0.85874848,0.754628045,0.571289804,0.375696332,0.200789689,0.046,0,0,0,0,0,0
Rwanda,PV,Q4,d1,0,0,0,0,0,0.000098,0.0841,0.31912619,0.542759628,0.732666673,0.833159559,0.848944296,0.832179141,0.731784296,0.506582189,0.334518759,0.179318526,0.048,0,0,0,0,0,0
Rwanda,PV,Q4,d2,0,0,0,0,0,0.000098,0.102845891,0.357558592,0.613447795,0.827473133,0.903553601,0.903553601,0.903553601,0.903553601,0.791785903,0.558446323,0.324616533,0.0864,0.000196,0,0,0,0,0
Rwanda,PV,Q4,d3,0,0,0,0,0,0,0.0512,0.234810208,0.489522909,0.679135828,0.64619377,0.624036314,0.504131143,0.504327227,0.449521838,0.271771981,0.152062894,0.0393,0,0,0,0,0,0
Rwanda,PV,Q4,d4,0,0,0,0,0,0.000098,0.0512,0.163043581,0.260595212,0.360990056,0.46187511,0.480306976,0.473444047,0.396971412,0.296674609,0.203240735,0.110002945,0.0315,0,0,0,0,0,0
Rwanda,PV,Q4,d5,0,0,0,0,0,0.000098,0.0817,0.294223563,0.544034172,0.752176999,0.845904999,0.846885417,0.836787107,0.770020614,0.654429284,0.480895227,0.242751597,0.0722,0.000098,0,0,0,0,0
Rwanda,Wind,Q1,d1,0.149236736,0.179312072,0.195301312,0.209921574,0.235198875,0.257268556,0.28050282,0.574547177,0.58179571,0.574547177,0.562647447,0.549944102,0.529641168,0.500506626,0.476279386,0.458904519,0.449723202,0.440267992,0.420504695,0.365725126,0.302673176,0.245235472,0.209921574,0.22279693
Rwanda,Wind,Q1,d2,0.580077741,0.574547177,0.574547177,0.574547177,0.586843069,0.58179571,0.578341799,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.597476548,0.595425122,0.59012045,0.578341799,0.536396289,0.522679935,0.549944102,0.574547177,0.578341799,0.578341799
Rwanda,Wind,Q1,d3,0.399549238,0.399549238,0.410180267,0.440267992,0.46771867,0.458904519,0.377331161,0.595425122,0.6,0.6,0.6,0.598491348,0.595425122,0.588490429,0.580077741,0.566701385,0.549944102,0.492667028,0.399549238,0.344024844,0.302673176,0.257268556,0.257268556,0.302673176
Rwanda,Wind,Q1,d4,0.00163,0.00196,0.00623,0.0219,0.0321,0.0621,0.0845,0.365725126,0.476279386,0.430531163,0.353774489,0.245235472,0.122033242,0.0552,0.0287,0.0187,0.0187,0.0187,0.0155,0.00623,0.00229,0.00196,0.00196,0.00229
Rwanda,Wind,Q1,d5,0.0123,0.0219,0.0552,0.122033242,0.195301312,0.209921574,0.135295647,0.353774489,0.440267992,0.388602641,0.334045568,0.28050282,0.245235472,0.22279693,0.209921574,0.22279693,0.235198875,0.257268556,0.302673176,0.26902202,0.195301312,0.100829957,0.048441299,0.0219
Rwanda,Wind,Q2,d1,0.0419,0.025255924,0.00623,0.00262,0.00328,0.0187,0.0693,0.149236736,0.10941352,0.0925,0.0845,0.0925,0.0845,0.0693,0.0621,0.0552,0.0621,0.0925,0.163895087,0.179312072,0.122033242,0.0552,0.00623,0
Rwanda,Wind,Q2,d2,0.522679935,0.50811815,0.500506626,0.476279386,0.46771867,0.449723202,0.484593355,0.595940717,0.599498917,0.6,0.598491348,0.596454484,0.591733254,0.585178247,0.580077741,0.574547177,0.558504243,0.541008707,0.515507392,0.500506626,0.50811815,0.541008707,0.549944102,0.549944102
Rwanda,Wind,Q2,d3,0.135295647,0.122033242,0.0925,0.0925,0.100829957,0.149236736,0.323831072,0.515507392,0.549944102,0.545524101,0.541008707,0.500506626,0.430531163,0.323831072,0.22279693,0.100829957,0.048441299,0.0287,0.0287,0.0287,0.025255924,0.0123,0.00262,0.00229
Rwanda,Wind,Q2,d4,0.334045568,0.291717695,0.302673176,0.302673176,0.291717695,0.26902202,0.388602641,0.558504243,0.554270298,0.529641168,0.50811815,0.484593355,0.46771867,0.449723202,0.430531163,0.410180267,0.388602641,0.365725126,0.377331161,0.365725126,0.344024844,0.344024844,0.377331161,0.365725126
Rwanda,Wind,Q2,d5,0.291717695,0.22279693,0.179312072,0.122033242,0.0925,0.0925,0.163895087,0.179312072,0.0925,0.048441299,0.0321,0.025255924,0.0187,0.0123,0.00924,0.00924,0.0123,0.0321,0.0925,0.100829957,0.0768,0.0357,0.0219,0.0155
Rwanda,Wind,Q3,d1,0.0419,0.0357,0.0287,0.0187,0.0123,0.00262,0,0,0,0,0,0,0,0,0,0.0013,0.00163,0.00163,0.0013,0.000649,0,0,0,0
Rwanda,Wind,Q3,d2,0.440267992,0.377331161,0.440267992,0.377331161,0.334045568,0.334045568,0.344024844,0.536396289,0.541008707,0.529641168,0.50811815,0.476279386,0.440267992,0.410180267,0.388602641,0.365725126,0.334045568,0.291717695,0.291717695,0.28050282,0.26902202,0.28050282,0.31337559,0.377331161
Rwanda,Wind,Q3,d3,0.0155,0.0155,0.0123,0.00623,0.00262,0.000649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Wind,Q3,d4,0.000324,0.00196,0.00328,0.00328,0.00924,0.0321,0.0845,0.179312072,0.10941352,0.0621,0.0287,0.00295,0,0,0,0,0,0,0.0013,0.00196,0.00229,0.00295,0.00623,0.0123
Rwanda,Wind,Q3,d5,0.048441299,0.10941352,0.135295647,0.135295647,0.0925,0.0621,0.10941352,0.26902202,0.22279693,0.195301312,0.163895087,0.149236736,0.135295647,0.122033242,0.10941352,0.100829957,0.0925,0.100829957,0.122033242,0.122033242,0.0768,0.048441299,0.025255924,0.00924
Rwanda,Wind,Q4,d1,0.025255924,0.0419,0.100829957,0.209921574,0.31337559,0.344024844,0.26902202,0.50811815,0.522679935,0.492667028,0.449723202,0.399549238,0.344024844,0.302673176,0.26902202,0.26902202,0.26902202,0.26902202,0.28050282,0.257268556,0.209921574,0.100829957,0.0419,0.0187
Rwanda,Wind,Q4,d2,0.440267992,0.458904519,0.476279386,0.476279386,0.484593355,0.515507392,0.46771867,0.6,0.6,0.6,0.6,0.6,0.598491348,0.593328962,0.58179571,0.570667494,0.558504243,0.529641168,0.484593355,0.492667028,0.476279386,0.420504695,0.388602641,0.430531163
Rwanda,Wind,Q4,d3,0.00328,0.00196,0,0,0,0,0,0,0.00262,0.025255924,0.0357,0.0287,0.0123,0.00229,0.000324,0,0,0,0.00163,0.00295,0.00328,0.0187,0.048441299,0.0621
Rwanda,Wind,Q4,d4,0.245235472,0.245235472,0.209921574,0.22279693,0.235198875,0.26902202,0.245235472,0.554270298,0.588490429,0.580077741,0.562647447,0.536396289,0.492667028,0.449723202,0.420504695,0.377331161,0.344024844,0.291717695,0.26902202,0.245235472,0.195301312,0.0925,0.0693,0.10941352
Rwanda,Wind,Q4,d5,0.00295,0.0155,0.135295647,0.28050282,0.163895087,0.0552,0.0419,0.291717695,0.46771867,0.484593355,0.430531163,0.353774489,0.28050282,0.245235472,0.22279693,0.209921574,0.179312072,0.122033242,0.0925,0.100829957,0.10941352,0.10941352,0.0768,0.0419
