gen,Q1,Q2,Q3,Q4
Lake Turkana Wind Power,0.97,0.97,0.97,0.97
Ngong Hills Wind,0.97,0.97,0.97,0.97
CC_CM_GAS_ALC_20_LIB,0.9,0.9,0.9,0.9
GT_CM_GAS_ALC_22_LIB,0.9,0.9,0.9,0.9
PV_CM_SP_ALC_19_LIB,0.9,0.9,0.9,0.9
ST_CM_GAS_ALC_25_LIB,0.9,0.9,0.9,0.9
WI_CM_WN_ALC_18_LIB,0.9,0.9,0.9,0.9
CC_EX_GAS_ALC_07_LIB,0.9,0.9,0.9,0.9
CC_EX_GAS_ALC_10_LIB,0.9,0.9,0.9,0.9
CC_EX_GAS_ALC_11_LIB,0.9,0.9,0.9,0.9
CC_EX_GAS_ALC_15_LIB,0.9,0.9,0.9,0.9
CC_EX_GAS_ALC_95_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_10_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_15_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_16_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_17_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_82_LIB,0.9,0.9,0.9,0.9
GT_EX_GAS_ALC_94_LIB,0.9,0.9,0.9,0.9
ST_EX_GAS_ALC_85_LIB,0.9,0.9,0.9,0.9
ST_EX_GAS_ALC_92_LIB,0.9,0.9,0.9,0.9
Generic_CT_MDU,0.9,0.9,0.9,0.9
Generic_Diesel_MDU,0.9,0.9,0.9,0.9
Generic_PV_MDU,0.7,0.7,0.7,0.7
Generic_Wind_MDU,0.7,0.7,0.7,0.7
Adado Electric Supply,0.9,0.9,0.9,0.9
BECO_MDU,0.9,0.9,0.9,0.9
Being Googe Porcrer Supply,0.7,0.7,0.7,0.7
Blue Sky,0.9,0.9,0.9,0.9
DAYAH,0.9,0.9,0.9,0.9
Elays Electric Company,0.9,0.9,0.9,0.9
Hilaac Electric Company,0.7,0.7,0.7,0.7
KAAH,0.7,0.7,0.7,0.7
Mogadishu Power Supply,0.9,0.9,0.9,0.9
New Generic Thermal (37.8 MW),0.98,0.98,0.98,0.98
Symbion SPLK (_2),0.9,0.9,0.9,0.9
Symbion SPLK(_1),0.9,0.9,0.9,0.9
Hydro pumped storage (11.16 MW),0.95,0.95,0.95,0.95
Committed Utility-Scale Solar PV (6 MW),1,1,1,1
Base 1,0.553575111,0.59437627,0.542011337,0.533851793
Base 2,0.553575111,0.59437627,0.542011337,0.533851793
Bihongore,0.553575111,0.59437627,0.542011337,0.533851793
Kavumu MHPP,0.553575111,0.59437627,0.542011337,0.533851793
Kore,0.553575111,0.59437627,0.542011337,0.533851793
Ngororero,0.553575111,0.59437627,0.542011337,0.533851793
Ntaruka A,0.553575111,0.59437627,0.542011337,0.533851793
Nyirahindwe 1,0.553575111,0.59437627,0.542011337,0.533851793
Nyirahindwe 2,0.553575111,0.59437627,0.542011337,0.533851793
Nyundo,0.553575111,0.59437627,0.542011337,0.533851793
Rucanzogera,0.553575111,0.59437627,0.542011337,0.533851793
Rukore,0.553575111,0.59437627,0.542011337,0.533851793
Rwondo,0.553575111,0.59437627,0.542011337,0.533851793
Hakan (Unit_2),0.92,0.92,0.92,0.92
Hakan Peat-to-Power (IPP),0.92,0.92,0.92,0.92
Kavumu-Mwange,0.281865269,0.297231049,0.277051006,0.258852676
Nyabarongo II,0.281865269,0.297231049,0.277051006,0.258852676
Rukarara VI,0.281865269,0.297231049,0.277051006,0.258852676
Rusizi III,0.281865269,0.297231049,0.277051006,0.258852676
Rusizi IV,0.281865269,0.297231049,0.277051006,0.258852676
Shema,0,0,0,0
Rusumo,0.281865269,0.297231049,0.277051006,0.258852676
Jabana 1,0.9,0.9,0.9,0.9
Jabana 2,0.9,0.9,0.9,0.9
SO Energy,0.9,0.9,0.9,0.9
GigaWatt,1,1,1,1
Jali,1,1,1,1
Nasho Solar,1,1,1,1
Gishoma,0.92,0.92,0.92,0.92
Hakan,0.612,0.612,0.612,0.612
Kivuwatt Phase I,0.98,0.98,0.98,0.98
KP1,0.92,0.92,0.92,0.92
Agatobwe,0.281865269,0.297231049,0.277051006,0.258852676
Cyimbili,0.5,0.5,0.5,0.5
Gaseke,0.9,0.9,0.9,0.9
Gashashi,0.4,0.4,0.4,0.4
Giciye I,0.4,0.4,0.4,0.4
Giciye II,0.4,0.4,0.4,0.4
Giciye III,0.4,0.4,0.4,0.4
Gihira,0.7,0.7,0.7,0.7
Gisenyi,0.65,0.65,0.65,0.65
Janja,0.8,0.8,0.8,0.8
Keya,0.5,0.5,0.5,0.5
Kigasa,0.37,0.37,0.37,0.37
Mazimeru,0.49,0.49,0.49,0.49
Mukungu MHPP,0.6,0.6,0.6,0.6
Mukungwa I,0.6156,0.6156,0.6156,0.6156
Mukungwa II,0.73,0.73,0.73,0.73
Murunda,0.45,0.45,0.45,0.45
Musarara,0.49,0.49,0.49,0.49
Mutobo,0.45,0.45,0.45,0.45
Nkora,0.5,0.5,0.5,0.5
Nshili I,0.281865269,0.297231049,0.277051006,0.258852676
Ntaruka,0.3361,0.3361,0.3361,0.3361
Nyabahanga I,0.55,0.55,0.55,0.55
Nyabarongo I,0.6854,0.6854,0.6854,0.6854
Nyamyotsi I,0.281865269,0.297231049,0.277051006,0.258852676
Nyamyotsi II,0.281865269,0.297231049,0.277051006,0.258852676
Nyirabuhombohombo,0.35,0.35,0.35,0.35
Nyirantaruko,0.65,0.65,0.65,0.65
Rubagabaga,0.61,0.61,0.61,0.61
Rugezi,0.5,0.5,0.5,0.5
Rukarara I,0.4,0.4,0.4,0.4
Rukarara II,0.525,0.525,0.525,0.525
Rukarara V Mushishito,0.6,0.6,0.6,0.6
Rwaza Muko,0.6,0.6,0.6,0.6
Generic_CT_HSB,0.9,0.9,0.9,0.9
Generic_Diesel_HSB,0.9,0.9,0.9,0.9
Generic_PV_HSB,0.9,0.9,0.9,0.9
Generic_Wind_HSB,0.9,0.9,0.9,0.9
Afar Indhud Electric Company,0.9,0.9,0.9,0.9
BECO_HSB,0.7,0.7,0.7,0.7
BECO1,0.9,0.9,0.9,0.9
BECO2,0.9,0.9,0.9,0.9
Daatax Muxidiin,0.7,0.7,0.7,0.7
DAYAH Electric Company,0.7,0.7,0.7,0.7
ENEE1,0.9,0.9,0.9,0.9
ENEE2,0.9,0.9,0.9,0.9
Fanoolee Company,0.7,0.7,0.7,0.7
Faraj Electric Company,0.9,0.9,0.9,0.9
Golis,0.9,0.9,0.9,0.9
Hisra Electric,0.9,0.9,0.9,0.9
Juba Electric Company,0.7,0.7,0.7,0.7
Liolis Power,0.9,0.9,0.9,0.9
Llyas electric,0.7,0.7,0.7,0.7
Marka Electric,0.9,0.9,0.9,0.9
National Energy Corp of Somalia,0.9,0.9,0.9,0.9
Power Supply GPS Galimoow,0.7,0.7,0.7,0.7
Somali Power & Lighting Comp1,0.7,0.7,0.7,0.7
Somali Power & Lighting Comp2,0.7,0.7,0.7,0.7
Sometel,0.9,0.9,0.9,0.9
Generic_Diesel_SML,0.7,0.7,0.7,0.7
Generic_PV_SML,0.9,0.9,0.9,0.9
Generic_Wind_SML,0.9,0.9,0.9,0.9
Aloog Electric Company-Borama,0.7,0.7,0.7,0.7
Beder,0.9,0.9,0.9,0.9
Gurmad,0.9,0.9,0.9,0.9
Horn Electricity Company,0.9,0.9,0.9,0.9
Lesco,0.9,0.9,0.9,0.9
Mohamed Ali,0.9,0.9,0.9,0.9
National Electric Power,0.7,0.7,0.7,0.7
SomPower1,0.9,0.9,0.9,0.9
Sompower2,0.9,0.9,0.9,0.9
Telesom Electric Company,0.7,0.7,0.7,0.7
Telesom Electric Company - Borama,0.7,0.7,0.7,0.7
Telesom Electric Company - Wajaale,0.9,0.9,0.9,0.9
GenericHSD_Malakal2,0.7,0.7,0.7,0.7
GenericHSD_Rumbeck,0.9,0.9,0.9,0.9
GenericHSD_Wau,0.9,0.9,0.9,0.9
GenericHSD_Yei,0.7,0.7,0.7,0.7
Palogue,0.85,0.85,0.85,0.85
Tharjath,0.85,0.85,0.85,0.85
Bedden,0.303352756,0.319889918,0.298171487,0.278585839
Fula,0.85,0.85,0.85,0.85
Fula_Rapids,0.657264305,0.693094822,0.646038221,0.603602652
Juba_HPP,0.85,0.85,0.85,0.85
Kinyeti,0.353911549,0.373204904,0.347866734,0.325016813
Lakki,0.283129239,0.298563924,0.278293387,0.26001345
Shukoli,0.323576273,0.341215913,0.318049586,0.297158229
Wau_Dam,0.333688032,0.35187891,0.327988635,0.306444423
Juba Solar Power Station,1,1,1,1
Bor,0.85,0.85,0.85,0.85
Juba,0.85,0.85,0.85,0.85
Kapoeta,0.85,0.85,0.85,0.85
Malakal,0.85,0.85,0.85,0.85
Maridi,0.85,0.85,0.85,0.85
Rumbek,0.85,0.85,0.85,0.85
Wau,0.85,0.85,0.85,0.85
Yambio,0.85,0.85,0.85,0.85
Yei,0.85,0.85,0.85,0.85
CSP_CSP_GENC_SUD,0,0,0,0
GT_LF_GENC_SUD,0.9,0.9,0.9,0.9
HYD_ROR_GENC_SUD,0.773661881,0.815837769,0.760447724,0.71049707
ST_HF_GENC_SUD,0.9,0.9,0.9,0.9
WND_WN_GENC_SUD,0.9,0.9,0.9,0.9
SC_CO_25_SUD,0.9,0.9,0.9,0.9
DG_DS_20_SUD,0.9,0.9,0.9,0.9
HYD_STOHY_25_SUD,0.733471653,0.773456586,0.720943947,0.673588132
HYD_STOHY_30_SUD,0.703328982,0.741670699,0.691316113,0.645906428
CC_LF_03_SUD,0.9,0.9,0.9,0.9
SC_CO_09_SUD,0.9,0.9,0.9,0.9
DG_DS_83_SUD,0.9,0.9,0.9,0.9
DG_HF_04_SUD,0.9,0.9,0.9,0.9
DG_HF_10_SUD,0.9,0.9,0.9,0.9
GT_DS_16_SUD,0.9,0.9,0.9,0.9
GT_LF_01_SUD,0.9,0.9,0.9,0.9
HYD_STOHY_Nile_09_SUD,0.703328982,0.741670699,0.691316113,0.645906428
HYD_STOHY_16_SUD,0.774666636,0.816897298,0.761435319,0.711419794
HYD_STOHY_79_SUD,0.703328982,0.741670699,0.691316113,0.645906428
ST_HF_15_SUD,0.9,0.9,0.9,0.9
ST_HF_94_SUD,0.9,0.9,0.9,0.9
Bagamoyo,0.93,0.93,0.93,0.93
Dodoma,0.93,0.93,0.93,0.93
Kinyerezi I New,0.93,0.93,0.93,0.93
Kinyerezi II New,0.93,0.93,0.93,0.93
Kinyerezi III,0.93,0.93,0.93,0.93
Mtwara I,0.93,0.93,0.93,0.93
Mtwara II,0.93,0.93,0.93,0.93
Mtwara III,0.93,0.93,0.93,0.93
Somanga Fungu  TANESCO,0.93,0.93,0.93,0.93
Somanga Fungu PPP,0.93,0.93,0.93,0.93
Somanga Mtama,0.93,0.93,0.93,0.93
Ubungo I New,0.93,0.93,0.93,0.93
Ubungo II New,0.93,0.93,0.93,0.93
Kinyerezi I ext,0.98,0.98,0.98,0.98
Dodoma I,1,1,1,1
Dodoma II,1,1,1,1
Kigoma_PV,1,1,1,1
Manyoni,1,1,1,1
Same Kilimanjaro,1,1,1,1
Shinyanga I (Kishapu),1,1,1,1
Shinyanga II,1,1,1,1
Singida,1,1,1,1
Kikuletwa,0.633445741,0.727904588,0.574242693,0.544406979
Kiwira I,0.92,0.92,0.92,0.92
Kiwira II,0.92,0.92,0.92,0.92
Kiwira III,0.92,0.92,0.92,0.92
Mbeya I,0.92,0.92,0.92,0.92
Mbeya II,0.92,0.92,0.92,0.92
Mbeya III,0.92,0.92,0.92,0.92
Mchuchuma I,0.92,0.92,0.92,0.92
Mchuchuma II,0.92,0.92,0.92,0.92
Mchuchuma III,0.92,0.92,0.92,0.92
Ngaka I,0.92,0.92,0.92,0.92
Ngaka II,0.92,0.92,0.92,0.92
Rukwa I,0.92,0.92,0.92,0.92
Rukwa II,0.92,0.92,0.92,0.92
Rungwe,0.92,0.92,0.92,0.92
Ikondo Mnyera,0.615095353,0.615095353,0.615095353,0.615095353
Iringa (Ibosa),0.601180803,0.67758495,0.550913311,0.530797851
Iringa (Nginayo),0.576923077,0.576923077,0.576923077,0.576923077
Iringa Kilolo,0.771268776,0.869289425,0.706779446,0.680972856
Julius Nyerere,0.509388818,0.574127109,0.466796476,0.449752367
Julius Nyerere_1,0.509388818,0.574127109,0.466796476,0.449752367
Kakono,0.633445741,0.727904588,0.574242693,0.544406979
Kikagati (14 MW)*,0.633445741,0.727904588,0.574242693,0.544406979
Kikonge,0.633445741,0.727904588,0.574242693,0.544406979
Malagarasi,0.633445741,0.727904588,0.574242693,0.544406979
Masigira,0.633445741,0.727904588,0.574242693,0.544406979
Mbarali,0.633445741,0.727904588,0.574242693,0.544406979
Mhanga,0.633445741,0.727904588,0.574242693,0.544406979
Mnyera Kisingo,0.560410123,0.631632718,0.513551655,0.494800378
Mnyera Kwanini,0.560705394,0.631965515,0.513822237,0.49506108
Mnyera Mnyera,0.560569229,0.631812045,0.513697457,0.494940856
Mnyera Pumbwe,0.56037371,0.631591678,0.513518287,0.494768228
Mnyera Ruaha,0.56083915,0.63211627,0.513944809,0.495179176
Mnyera Taveta,0.681729607,0.768370712,0.624727059,0.601916442
Mpanga,0.633445741,0.727904588,0.574242693,0.544406979
Nakatuta (Liparamba),0.633445741,0.727904588,0.574242693,0.544406979
Njombe,0.633445741,0.727904588,0.574242693,0.544406979
Ruhudji,0.633445741,0.727904588,0.574242693,0.544406979
Rumakali,0.633445741,0.727904588,0.574242693,0.544406979
Rusumo (80 MW)*,0.633445741,0.727904588,0.574242693,0.544406979
Songea HPP,0.633445741,0.727904588,0.574242693,0.544406979
Songwe Bipugu (34 MW)*,0.465140893,0.495979607,0.492956589,0.457769084
Songwe Manolo (180.2 MW)*,0.597636315,0.597636315,0.597636315,0.597636315
Songwe Sofre (163.2 MW)*,0.53510274,0.53510274,0.53510274,0.53510274
Upper Kihansi,0.822910882,0.765934622,0.762297389,0.728857107
Makambako,1,1,1,1
Njombe I,1,1,1,1
Njombe II,1,1,1,1
Singida I,1,1,1,1
Singida II,1,1,1,1
Singida III,1,1,1,1
Songea,0.691019787,0.691019787,0.691019787,0.691019787
Kinyerezi IV,0.93,0.93,0.93,0.93
Kinyerezi I,0.98,0.98,0.98,0.98
Kinyerezi II,0.98,0.98,0.98,0.98
Somanga,0.98,0.98,0.98,0.98
Songas,0.98,0.98,0.98,0.98
Tegeta,0.98,0.98,0.98,0.98
Ubungo I,0.98,0.98,0.98,0.98
Ubungo II,0.98,0.98,0.98,0.98
Ubungo III,0.98,0.98,0.98,0.98
Biharamulo,0.9,0.9,0.9,0.9
Bukoba,0.9,0.9,0.9,0.9
Inyonga,0.9,0.9,0.9,0.9
Kasulu,0.9,0.9,0.9,0.9
Kibondo,0.9,0.9,0.9,0.9
Kigoma_ICE,0.9,0.9,0.9,0.9
Liwale,0.9,0.9,0.9,0.9
Loliondo,0.9,0.9,0.9,0.9
Ludewa,0.9,0.9,0.9,0.9
Madaba,0.9,0.9,0.9,0.9
Mafia,0.9,0.9,0.9,0.9
Mbinga,0.9,0.9,0.9,0.9
Mpanda,0.9,0.9,0.9,0.9
Namtumbo,0.9,0.9,0.9,0.9
Ngara,0.9,0.9,0.9,0.9
Nyakato,0.9,0.9,0.9,0.9
Sumbawanga,0.9,0.9,0.9,0.9
Tunduru,0.9,0.9,0.9,0.9
Zuzu,0.9,0.9,0.9,0.9
Andoya,0.638292998,0.610705118,0.615885044,0.615116839
Darakuta,0.799528473,0.901140651,0.73267622,0.705924062
Diwale,0.638292998,0.610705118,0.615885044,0.615116839
Hale,0.461626733,0.578227974,0.512909582,0.469414446
Ikondo,0.450130255,0.507337367,0.412492794,0.397431472
Lower Kihansi,0.621159762,0.860684027,0.505229873,0.412926337
Mwenga,0.719034815,1.011630333,0.596637463,0.412423417
New Pangani Falls,0.517134812,0.724288804,0.521787229,0.526609193
Tosamaganga,0.638292998,0.610705118,0.615885044,0.615116839
Tulila,0.697770304,0.786450022,0.639426519,0.616079182
Uwemba,0.720265275,0.705220411,0.447407064,0.386862144
Yovi,0.77121981,0.869234235,0.706734574,0.680929622
Kibena,0.65,0.65,0.65,0.65
Mgololo,0.65,0.65,0.65,0.65
Misenyi (Kagera),0.65,0.65,0.65,0.65
"Mkonge Energy System (I,II & III)",0.65,0.65,0.65,0.65
Mkonge Energy System IV (Usambara),0.65,0.65,0.65,0.65
Mufindi (Cogen),0.65,0.65,0.65,0.65
Ngombeni (Mafia),0.65,0.65,0.65,0.65
Sao Hill (Cogen),0.65,0.65,0.65,0.65
TANWAT,0.65,0.65,0.65,0.65
TPC,0.65,0.65,0.65,0.65
Kidatu,0.65848661,0.625647562,0.590570179,0.612089454
Madope,0.465140893,0.495979607,0.492956589,0.457769084
Matembwe,0.465140893,0.495979607,0.492956589,0.457769084
Mtera,0.595858752,0.52060597,0.660318198,0.671847217
Nyumba ya Mungu,0.548997653,0.51098645,0.508559902,0.486250516
Panyimur Geothermal Power Project,0.9,0.9,0.9,0.9
Excess Associated Gas Thermal Power Project,0.98,0.98,0.98,0.98
Kingfisher Gas to Power Project,0.98,0.98,0.98,0.98
Ulepi Solar,1,1,1,1
Jinja Waste to Energy Power Project,0.65,0.65,0.65,0.65
Kamuli Sugar Bagasse Power Plant,0.65,0.65,0.65,0.65
Pece Biomass Power Project,0.65,0.65,0.65,0.65
Pramukh Steel Bagasse Power Plant,0.65,0.65,0.65,0.65
Tilenga Gas to Power Project ST,0.92,0.92,0.92,0.92
Unergy Biomass Power Project,0.65,0.65,0.65,0.65
Achwa-Aber Multipurpose HPP,0.461027565,0.467137118,0.466568013,0.459911213
Atari 2 HPP,0.465140893,0.495979607,0.492956589,0.457769084
Awere HPP,0.461027565,0.467137118,0.466568013,0.459911213
Ayago HPP,0.838221688,0.893795557,0.888347833,0.824937089
Buwangani HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kiiba HPP,0.828153024,0.883059343,0.877677057,0.815027999
Kiraboha HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kisinga HPP,0.461027565,0.467137118,0.466568013,0.459911213
Latoro HPP on R Aswa,0.461027565,0.467137118,0.466568013,0.459911213
Lower Achwa HPP,0.461027565,0.467137118,0.466568013,0.459911213
Lwakhakha HPP,0.461027565,0.467137118,0.466568013,0.459911213
Maziba HPP,0.461027565,0.467137118,0.466568013,0.459911213
Mitano HPP,0.461027565,0.467137118,0.466568013,0.459911213
Mukoki HPP,0.461027565,0.467137118,0.466568013,0.459911213
Muzizi HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nengo Bridge HPP,0.461027565,0.467137118,0.466568013,0.459911213
Ngenge HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nsongi HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nyakinengo SHP,0.461027565,0.467137118,0.466568013,0.459911213
Okollo SHPP,0.461027565,0.467137118,0.466568013,0.459911213
Oriang HPP,0.679510173,0.724561512,0.720145277,0.668740922
Rwembya SHPP,0.461027565,0.467137118,0.466568013,0.459911213
Karuma HPP,0.606705512,0.646929922,0.642986855,0.597090109
Karuma2 HPP,0.606705512,0.646929922,0.642986855,0.597090109
Katooke HPP,0.465140893,0.495979607,0.492956589,0.457769084
Simu HPP,0.465140893,0.495979607,0.492956589,0.457769084
Sironko HPP,0.465140893,0.495979607,0.492956589,0.457769084
Sisi HPP,0.424693858,0.452850945,0.450090798,0.417963076
Tokwe HPP,0.465140893,0.495979607,0.492956589,0.457769084
Warugo HPP,0.465140893,0.495979607,0.492956589,0.457769084
SCOUL Bagasse Plant,0.65,0.65,0.65,0.65
Atari HPP,0.465140893,0.495979607,0.492956589,0.457769084
Hoimo HPP,0.461027565,0.467137118,0.466568013,0.459911213
Igassa HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kabasanja HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kabeywa 1 HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kabeywa 2 HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kigwabya HPP,0.461027565,0.467137118,0.466568013,0.459911213
Kikagati HPP,0.461027565,0.467137118,0.466568013,0.459911213
Muyembe HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nchwera HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nsongya HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nyabuhuka HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nyagak III HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nyamabuye HPP,0.461027565,0.467137118,0.466568013,0.459911213
Nyamagasani 2 HPP,0.594571402,0.633991323,0.630127118,0.585148307
Rupa Wind Power Project,1,1,1,1
Access Uganda Solar Limited,1,1,1,1
Emerging Power,1,1,1,1
MSS Xsabo Power Limited,1,1,1,1
Tororo Solar North,1,1,1,1
Achwa 1 HPP,0.465140893,0.495979607,0.492956589,0.457769084
Achwa 2 HPP,0.465140893,0.495979607,0.492956589,0.457769084
Africa EMS Mpanga,0.647152546,0.690058583,0.685852645,0.636896116
Bugoye Hydro Limited- Mubuku II,0.69169827,0.737557676,0.733062229,0.680735855
Eco Power Uganda Limited- Ishasha,0.465140893,0.495979607,0.492956589,0.457769084
Hydromax Limited_Buseruka,0.422062436,0.45004506,0.447302015,0.415373358
Kakaka HPP,0.465140893,0.495979607,0.492956589,0.457769084
Kasese Cobalt Company Limited- Mubuku III,0.465140893,0.495979607,0.492956589,0.457769084
Kilembe Mines Limited- Mubuku I,0.465140893,0.495979607,0.492956589,0.457769084
Lubilia Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Mahoma Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Muvumbe Hydropower Plant,0.625103443,0.66654763,0.662484993,0.615196459
Ndugutu Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Nkusi Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Rwimi Hydropower Plant,0.597758406,0.597758406,0.597758406,0.597758406
Sindila (Butama) Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Siti I Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Siti II Hydropower Plant,0.556146719,0.593019095,0.589404617,0.5473326
Waki Hydropower Plant,0.465140893,0.495979607,0.492956589,0.457769084
Ziba Limited (Kyambura) Hydropower Plant,0.596593754,0.636147756,0.632270407,0.587138607
Electro-Maxx Uganda Limited,0.92,0.92,0.92,0.92
Jacobsen Thermal Plant,0.92,0.92,0.92,0.92
Kakira Sugar Limited,0.65,0.65,0.65,0.65
Kinyara Sugar Limited,0.65,0.65,0.65,0.65
Sugar and Allied Industries Limited,0.65,0.65,0.65,0.65
Bujagali Energy Limited,0.629128378,0.670839418,0.666750622,0.619157605
Eskom (Nalubaale and Kiira) ,0.461027565,0.467137118,0.466568013,0.459911213
Isimba Hydropower Plant,0.331575118,0.353558458,0.351403503,0.326320133
Nyamagasani 1 HPP,0.594571402,0.633991323,0.630127118,0.585148307
Nyamwamba Hydropower Plant,0.461027565,0.467137118,0.466568013,0.459911213
Nyamwamba II HPP,0.461027565,0.467137118,0.466568013,0.459911213
BMST_GENC_BUR,0.67,0.67,0.67,0.67
NGCC_GENC_BUR,0.85,0.85,0.85,0.85
COSC_GENC_BUR,0.85,0.85,0.85,0.85
NGSC_GENC_BUR,0.85,0.85,0.85,0.85
DSRC_GENC_BUR,0.8,0.8,0.8,0.8
HFRC_GENC_BUR,0.8,0.8,0.8,0.8
SOPC_GENC_BUR,1,1,1,1
HYRO_GENC_BUR,0.5,0.5,0.5,0.5
HYDM_GENC_BUR,0.5,0.5,0.5,0.5
WDLC_GENC_BUR,1,1,1,1
BMST_GENC_DJI,0.67,0.67,0.67,0.67
NGCC_GENC_DJI,0.85,0.85,0.85,0.85
NGSC_GENC_DJI,0.85,0.85,0.85,0.85
DSRC_GENC_DJI,0.8,0.8,0.8,0.8
HFRC_GENC_DJI,0.8,0.8,0.8,0.8
SOPC_GENC_DJI,1,1,1,1
HYRO_GENC_DJI,0.5,0.5,0.5,0.5
HYDM_GENC_DJI,0.5,0.5,0.5,0.5
Batt_GENC_DJI,1,1,1,1
WDLC_GENC_DJI,1,1,1,1
BMST_GENC_DRE,0.67,0.67,0.67,0.67
NGCC_GENC_DRE,0.85,0.85,0.85,0.85
COSC_GENC_DRE,0.85,0.85,0.85,0.85
NGSC_GENC_DRE,0.85,0.85,0.85,0.85
DSRC_GENC_DRE,0.8,0.8,0.8,0.8
HFRC_GENC_DRE,0.8,0.8,0.8,0.8
SOPC_GENC_DRE,1,1,1,1
HYRO_GENC_DRE,0.5,0.5,0.5,0.5
HYDM_GENC_DRE,0.5,0.5,0.5,0.5
Batt_GENC_DRE,1,1,1,1
WDLC_GENC_DRE,1,1,1,1
BMST_GENC_EGY,0.67,0.67,0.67,0.67
NGCC_GENC_EGY,0.85,0.85,0.85,0.85
COSC_GENC_EGY,0.85,0.85,0.85,0.85
NGSC_GENC_EGY,0.85,0.85,0.85,0.85
DSRC_GENC_EGY,0.8,0.8,0.8,0.8
HFRC_GENC_EGY,0.8,0.8,0.8,0.8
SOPC_GENC_EGY,1,1,1,1
HYRO_GENC_EGY,0.5,0.5,0.5,0.5
HYDM_GENC_EGY,0.5,0.5,0.5,0.5
Batt_GENC_EGY,1,1,1,1
WDLC_GENC_EGY,1,1,1,1
BMST_GENC_ETH,0.67,0.67,0.67,0.67
NGCC_GENC_ETH,0.85,0.85,0.85,0.85
COSC_GENC_ETH,0.85,0.85,0.85,0.85
GOCV_GENC_ETH,0.6,0.6,0.6,0.6
NGSC_GENC_ETH,0.85,0.85,0.85,0.85
DSRC_GENC_ETH,0.8,0.8,0.8,0.8
HFRC_GENC_ETH,0.8,0.8,0.8,0.8
SOPC_GENC_ETH,1,1,1,1
HYRO_GENC_ETH,0.5,0.5,0.5,0.5
HYDM_GENC_ETH,0.5,0.5,0.5,0.5
Batt_GENC_ETH,1,1,1,1
WDLC_GENC_ETH,1,1,1,1
BMST_GENC_KEN,0.67,0.67,0.67,0.67
NGCC_GENC_KEN,0.85,0.85,0.85,0.85
COSC_GENC_KEN,0.85,0.85,0.85,0.85
GOCV_GENC_KEN,0.6,0.6,0.6,0.6
NGSC_GENC_KEN,0.85,0.85,0.85,0.85
DSRC_GENC_KEN,0.8,0.8,0.8,0.8
HFRC_GENC_KEN,0.8,0.8,0.8,0.8
SOPC_GENC_KEN,1,1,1,1
HYRO_GENC_KEN,0.5,0.5,0.5,0.5
HYDM_GENC_KEN,0.5,0.5,0.5,0.5
Batt_GENC_KEN,1,1,1,1
WDLC_GENC_KEN,1,1,1,1
BMST_GENC_LIB,0.67,0.67,0.67,0.67
NGCC_GENC_LIB,0.85,0.85,0.85,0.85
COSC_GENC_LIB,0.85,0.85,0.85,0.85
NGSC_GENC_LIB,0.85,0.85,0.85,0.85
DSRC_GENC_LIB,0.8,0.8,0.8,0.8
HFRC_GENC_LIB,0.8,0.8,0.8,0.8
SOPC_GENC_LIB,1,1,1,1
HYRO_GENC_LIB,0.5,0.5,0.5,0.5
HYDM_GENC_LIB,0.5,0.5,0.5,0.5
Batt_GENC_LIB,1,1,1,1
WDLC_GENC_LIB,1,1,1,1
BMST_GENC_MOG,0.67,0.67,0.67,0.67
NGCC_GENC_MOG,0.85,0.85,0.85,0.85
COSC_GENC_MOG,0.85,0.85,0.85,0.85
NGSC_GENC_MOG,0.85,0.85,0.85,0.85
DSRC_GENC_MOG,0.8,0.8,0.8,0.8
HFRC_GENC_MOG,0.8,0.8,0.8,0.8
SOPC_GENC_MOG,1,1,1,1
HYRO_GENC_MOG,0.5,0.5,0.5,0.5
HYDM_GENC_MOG,0.5,0.5,0.5,0.5
Batt_GENC_MOG,1,1,1,1
