zone,type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Gambia,Peak,93,99.12450071,105.6523295,112.6100474,120.0259648,127.9302562,136.3550836,145.3347267,154.9057228,165.1070154,175.9801125,187.5692558,199.9216003,213.0874066,227.120245,242.0772139,258.0191716,275.0109845,293.1217906,312.4252811,333,354.9296638,378.3035023,403.2166214,429.77039,458.072853,488.2391704,520.3920859,554.6624268,591.1896357,630.1223384
Gambia,Energy,451,484.979148,521.518346,560.8104726,603.0629383,648.4987806,697.3578406,749.8980298,806.3966909,867.1520624,932.4848524,1002.739932,1078.288155,1159.528316,1246.889257,1340.832128,1441.852823,1550.484598,1667.300885,1792.918321,1928,2073.258974,2229.46202,2397.433683,2578.060632,2772.296339,2981.166112,3205.772509,3447.301153,3707.026998,3986.321054
