,2023,2025,2030,2035,2040,2045,2050
Albania,100,100,100,100,100,100,100
BiH,100,100,100,100,100,100,100
N_Macedonia,100,100,100,100,100,100,100
Montenegro,100,100,100,100,100,100,100
Kosovo,100,100,100,100,100,100,100
Serbia,100,100,100,100,100,100,100
