z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Libya,energy,55643,58319,61035,64613,68412,72739,78950,87280,99396,105453,110781,114657,118096,121639,125288,129047,132918,136906,141013,145244,149601,154089,158712,163473,168377,173428,178631
Libya,peak,9681,10116,10572,11184,11819,12613,13704,15156,17264,18317,19245,19922,20520,21135,21769,22422,23095,23788,24502,25237,25994,26774,27577,28404,29256,30134,31038
