z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Libya,energy,27331,28718,30154,31662,33245,35017,36802,38682,40661,42716,44823,46959,49105,51260,53427,55603,57793,60017,62274,64561,66874,69204,71562,73947,76379,78875,81438
Libya,peak,4696,4935,5181,5441,5713,6017,6324,6647,6987,7340,7702,8069,8438,8808,9180,9554,9931,10313,10701,11094,11491,11891,12297,12706,13124,13553,13994
