z,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Libya,Q1,d1,0.810181027,0.786524814,0.783362218,0.77445635,0.769940164,0.786246505,0.883401435,0.935774014,0.958519399,0.975496211,0.985793622,0.982403319,0.972649875,0.99170135,0.974635985,0.970891472,0.978355197,0.990474263,0.999734342,0.998848815,0.997849435,0.986312287,0.968234892,0.927310908
Libya,Q1,d2,0.830307784,0.803084163,0.779048438,0.761755367,0.752406735,0.775506332,0.840250984,0.945793116,0.939366722,0.955344154,0.946311781,0.963377146,0.947311161,0.953117686,0.950537009,0.919771281,0.91973333,0.930195195,0.959354325,0.989209225,0.972599274,0.953509848,0.93665954,0.88757606
Libya,Q1,d3,0.804007641,0.782590545,0.737694341,0.737466635,0.73765639,0.734949209,0.801958279,0.888157978,0.888132677,0.930865666,0.940922719,0.903502891,0.937456514,0.899113208,0.888828448,0.900707156,0.925881415,0.964085567,0.994155524,0.976938355,0.954268871,0.963453048,0.939012511,0.881124366
Libya,Q1,d4,0.852167643,0.792483143,0.760452378,0.757998204,0.752748295,0.765031816,0.865159585,0.927930777,0.930701211,0.956773647,0.967994535,0.9469443,0.946349732,0.942377513,0.932624069,0.918126732,0.936393882,0.954509228,0.986552645,0.987956837,0.987425521,0.964566282,0.950726764,0.908891953
Libya,Q1,d5,0.820706144,0.787321788,0.772242533,0.772204582,0.773077458,0.771293755,0.862781313,0.92072006,0.926400081,0.948854508,0.930663259,0.937279409,0.928284988,0.940277549,0.918506243,0.900669205,0.935293299,0.956735696,0.991638098,0.994535035,0.985679768,0.959442877,0.870384192,0.909473871
Libya,Q2,d1,0.795506585,0.762754747,0.758757227,0.747017673,0.749180888,0.759895761,0.80132576,0.875254589,0.897709016,0.910498552,0.891118167,0.86037774,0.86035244,0.828309024,0.831952333,0.84046604,0.877266,0.917936976,0.924401321,0.965692166,0.984705689,0.948550899,0.917152652,0.885476097
Libya,Q2,d2,0.722804843,0.702703387,0.709433389,0.709382788,0.720995838,0.720957887,0.732811294,0.777277385,0.808321421,0.823046465,0.823008514,0.814014093,0.794190945,0.771647965,0.74427254,0.750433276,0.779971916,0.813002062,0.850194183,0.868170375,0.940745613,0.910068439,0.823716935,0.781325507
Libya,Q2,d3,0.737858796,0.719338638,0.697908892,0.69784564,0.697782388,0.705284064,0.763134258,0.819845918,0.85539349,0.889625422,0.885045984,0.844324406,0.829371656,0.805437134,0.788941037,0.788574176,0.827967463,0.842325646,0.891447077,0.953788157,0.918784551,0.900580653,0.811635821,0.772837101
Libya,Q2,d4,0.739515996,0.71408873,0.700805829,0.695391466,0.695328214,0.719098281,0.752685043,0.757694594,0.805943149,0.836519121,0.827840959,0.822375995,0.816683323,0.806651571,0.772647345,0.784956166,0.811091854,0.827385546,0.844235854,0.897278903,0.92934762,0.871750433,0.818998343,0.776227403
Libya,Q2,d5,0.736037142,0.712330327,0.702083518,0.697111918,0.696694455,0.704398538,0.746903819,0.778858683,0.80728409,0.821705524,0.820794697,0.803906438,0.763943883,0.747220079,0.735379322,0.745196018,0.788232615,0.797517995,0.817265241,0.848372528,0.892610912,0.863730091,0.815987552,0.781300206
Libya,Q3,d1,0.809320801,0.800465534,0.778795431,0.76384268,0.761552961,0.750774836,0.817720654,0.872066693,0.912244304,0.937798075,0.918278536,0.89982163,0.911156371,0.860175334,0.858644638,0.887120647,0.912927425,0.950650862,0.986957457,0.99402902,0.991334489,0.962403066,0.947652722,0.887854369
Libya,Q3,d2,0.81295146,0.787954307,0.781692368,0.770673886,0.783729079,0.759010234,0.788472972,0.845905704,0.851661628,0.894748827,0.885349593,0.879150906,0.852445951,0.826360865,0.812306291,0.858682589,0.9021493,0.93000544,0.949196068,0.985388809,0.981682248,0.942554618,0.941099824,0.912269605
Libya,Q3,d3,0.834469759,0.781199003,0.781173702,0.779162292,0.782312237,0.782071879,0.862389151,0.899884882,0.914799681,0.942124505,0.917329757,0.884375514,0.878176827,0.871661881,0.827271692,0.847917115,0.885754405,0.891788637,0.89056155,0.961618743,0.967716227,0.945173247,0.904325165,0.881668332
Libya,Q3,d4,0.794469253,0.765727587,0.763336665,0.748978482,0.748940531,0.758187959,0.760781288,0.86068135,0.885716454,0.895052436,0.890472998,0.891383825,0.862060241,0.830826449,0.813950841,0.819542309,0.860656049,0.90180774,0.918316487,0.983238245,0.976065478,0.933800554,0.901782439,0.866854736
Libya,Q3,d5,0.776505712,0.763298713,0.754936811,0.750117016,0.741894268,0.741856317,0.750357373,0.853242925,0.901048717,0.907222103,0.884932131,0.87893585,0.85472302,0.813672532,0.825930752,0.850105631,0.890447697,0.926235626,0.925489254,0.978190742,0.985502663,0.941871497,0.892117547,0.860225936
Libya,Q4,d1,0.896671685,0.8225531,0.810851497,0.80232514,0.786271806,0.807562398,0.919581525,0.951460487,0.957646523,0.972055307,0.973092639,0.980062999,0.952093006,0.964212071,0.952055054,0.982959936,0.971612544,0.990777872,1,0.999456034,0.998722311,0.996862705,0.986603246,0.961365735
Libya,Q4,d2,0.735581728,0.728535465,0.717833243,0.702020266,0.726195145,0.727181875,0.740237068,0.800832395,0.853483283,0.875039532,0.871421523,0.83782211,0.823957292,0.793520475,0.768371516,0.79501322,0.845083429,0.887702564,0.953471897,0.92770307,0.893369935,0.840744348,0.778213513,0.738010601
Libya,Q4,d3,0.808194917,0.758099407,0.765449278,0.750977242,0.748902579,0.746625511,0.777555693,0.827031335,0.841098559,0.894407266,0.895937963,0.873546787,0.868018571,0.84310997,0.841617225,0.868929398,0.894710876,0.949803287,0.980644916,0.958848309,0.933496945,0.838277524,0.838252223,0.838758239
Libya,Q4,d4,0.904451669,0.849005048,0.804855216,0.783450771,0.76417159,0.76649926,0.775392478,0.79568369,0.800743842,0.800718542,0.820301332,0.867044491,0.877898519,0.874128705,0.905742008,0.922567015,0.968133689,0.977672077,0.975749219,0.977621475,0.964351225,0.944540728,0.912800921,0.886994143
Libya,Q4,d5,0.945869018,0.943237739,0.913458741,0.857518754,0.857493453,0.838644385,0.820971802,0.828574682,0.841010006,0.867714962,0.87263596,0.924262167,0.921137522,0.932130704,0.909018457,0.940037192,0.971903503,0.995306708,0.995167554,0.995622968,0.995749472,0.976014877,0.972105909,0.959227821
