z,type,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Libya,energy,27550.23075,29156.281,30855.95651,32654.71519,34558.33313,36584.09948,38468.23146,40308.15474,42117.41342,43882.92314,45588.88571,47222.42355,48533.26052,49861.07833,52040.64007,53592.62276,54981.2103,56366.29591,58182.36928,59629.59188,61055.20222,61249.19025,61443.17827,61637.1663,61831.15433,62025.14236,62219.13039
Libya,peak,4734.005203,5009.975677,5302.033946,5611.117853,5938.219913,6286.310951,6610.064704,6926.221997,7237.110137,7540.480816,7833.619403,8114.313118,8339.556567,8567.717867,8942.23584,9208.91579,9447.519259,9685.520986,9997.580107,10246.25894,10491.2241,10524.55741,10557.89072,10591.22403,10624.55734,10657.89065,10691.22396
