month,daytype,hourlabel,AT
m3,d28,t4,AT2068
m3,d28,t5,AT2069
m3,d28,t6,AT2070
m3,d28,t7,AT2071
m3,d28,t8,AT2072
m3,d28,t9,AT2073
m3,d28,t10,AT2074
m3,d28,t11,AT2075
m3,d28,t12,AT2076
m3,d28,t13,AT2077
m3,d28,t14,AT2078
m3,d28,t15,AT2079
m3,d28,t16,AT2080
m3,d28,t17,AT2081
m3,d28,t18,AT2082
m3,d28,t19,AT2083
m3,d28,t20,AT2084
m3,d28,t21,AT2085
m3,d28,t22,AT2086
m3,d28,t23,AT2087
m3,d28,t24,AT2088
m3,d29,t1,AT2089
m3,d29,t2,AT2090
m3,d29,t3,AT2091
m3,d29,t4,AT2092
m3,d29,t5,AT2093
m3,d29,t6,AT2094
m3,d29,t7,AT2095
m3,d29,t8,AT2096
m3,d29,t9,AT2097
m3,d29,t10,AT2098
m3,d29,t11,AT2099
m3,d29,t12,AT2100
m3,d29,t13,AT2101
m3,d29,t14,AT2102
m3,d29,t15,AT2103
m3,d29,t16,AT2104
m3,d29,t17,AT2105
m3,d29,t18,AT2106
m3,d29,t19,AT2107
m3,d29,t20,AT2108
m3,d29,t21,AT2109
m3,d29,t22,AT2110
m3,d29,t23,AT2111
m3,d29,t24,AT2112
m3,d30,t1,AT2113
m3,d30,t2,AT2114
m3,d30,t3,AT2115
m3,d30,t4,AT2116
m3,d30,t5,AT2117
m3,d30,t6,AT2118
m3,d30,t7,AT2119
m3,d30,t8,AT2120
m3,d30,t9,AT2121
m3,d30,t10,AT2122
m3,d30,t11,AT2123
m3,d30,t12,AT2124
m3,d30,t13,AT2125
m3,d30,t14,AT2126
m3,d30,t15,AT2127
m3,d30,t16,AT2128
m3,d30,t17,AT2129
m3,d30,t18,AT2130
m3,d30,t19,AT2131
m3,d30,t20,AT2132
m3,d30,t21,AT2133
m3,d30,t22,AT2134
m3,d30,t23,AT2135
m3,d30,t24,AT2136
m3,d31,t1,AT2137
m3,d31,t2,AT2138
m3,d31,t3,AT2139
m3,d31,t4,AT2140
m3,d31,t5,AT2141
m3,d31,t6,AT2142
m3,d31,t7,AT2143
m3,d31,t8,AT2144
m3,d31,t9,AT2145
m3,d31,t10,AT2146
m3,d31,t11,AT2147
m3,d31,t12,AT2148
m3,d31,t13,AT2149
m3,d31,t14,AT2150
m3,d31,t15,AT2151
m3,d31,t16,AT2152
m3,d31,t17,AT2153
m3,d31,t18,AT2154
m3,d31,t19,AT2155
m3,d31,t20,AT2156
m3,d31,t21,AT2157
m3,d31,t22,AT2158
m3,d31,t23,AT2159
m3,d31,t24,AT2160
m4,d1,t1,AT2161
m4,d1,t2,AT2162
m4,d1,t3,AT2163
m4,d1,t4,AT2164
m4,d1,t5,AT2165
m4,d1,t6,AT2166
m4,d1,t7,AT2167
m4,d1,t8,AT2168
m4,d1,t9,AT2169
m4,d1,t10,AT2170
m4,d1,t11,AT2171
m4,d1,t12,AT2172
m4,d1,t13,AT2173
m4,d1,t14,AT2174
m4,d1,t15,AT2175
m4,d1,t16,AT2176
m4,d1,t17,AT2177
m4,d1,t18,AT2178
m4,d1,t19,AT2179
m4,d1,t20,AT2180
m4,d1,t21,AT2181
m4,d1,t22,AT2182
m4,d1,t23,AT2183
m4,d1,t24,AT2184
m4,d2,t1,AT2185
m4,d2,t2,AT2186
m4,d2,t3,AT2187
m4,d2,t4,AT2188
m4,d2,t5,AT2189
m4,d2,t6,AT2190
m4,d2,t7,AT2191
m4,d2,t8,AT2192
m4,d2,t9,AT2193
m4,d2,t10,AT2194
m4,d2,t11,AT2195
m4,d2,t12,AT2196
m4,d2,t13,AT2197
m4,d2,t14,AT2198
m4,d2,t15,AT2199
m4,d2,t16,AT2200
m4,d2,t17,AT2201
m4,d2,t18,AT2202
m4,d2,t19,AT2203
m4,d2,t20,AT2204
m4,d2,t21,AT2205
m4,d2,t22,AT2206
m4,d2,t23,AT2207
m4,d2,t24,AT2208
m4,d3,t1,AT2209
m4,d3,t2,AT2210
m4,d3,t3,AT2211
m4,d3,t4,AT2212
m4,d3,t5,AT2213
m4,d3,t6,AT2214
m4,d3,t7,AT2215
m4,d3,t8,AT2216
m4,d3,t9,AT2217
m4,d3,t10,AT2218
m4,d3,t11,AT2219
m4,d3,t12,AT2220
m4,d3,t13,AT2221
m4,d3,t14,AT2222
m4,d3,t15,AT2223
m4,d3,t16,AT2224
m4,d3,t17,AT2225
m4,d3,t18,AT2226
m4,d3,t19,AT2227
m4,d3,t20,AT2228
m4,d3,t21,AT2229
m4,d3,t22,AT2230
m4,d3,t23,AT2231
m4,d3,t24,AT2232
m4,d4,t1,AT2233
m4,d4,t2,AT2234
m4,d4,t3,AT2235
m4,d4,t4,AT2236
m4,d4,t5,AT2237
m4,d4,t6,AT2238
m4,d4,t7,AT2239
m4,d4,t8,AT2240
m4,d4,t9,AT2241
m4,d4,t10,AT2242
m4,d4,t11,AT2243
m4,d4,t12,AT2244
m4,d4,t13,AT2245
m4,d4,t14,AT2246
m4,d4,t15,AT2247
m4,d4,t16,AT2248
m4,d4,t17,AT2249
m4,d4,t18,AT2250
m4,d4,t19,AT2251
m4,d4,t20,AT2252
m4,d4,t21,AT2253
m4,d4,t22,AT2254
m4,d4,t23,AT2255
m4,d4,t24,AT2256
m4,d5,t1,AT2257
m4,d5,t2,AT2258
m4,d5,t3,AT2259
m4,d5,t4,AT2260
m4,d5,t5,AT2261
m4,d5,t6,AT2262
m4,d5,t7,AT2263
m4,d5,t8,AT2264
m4,d5,t9,AT2265
m4,d5,t10,AT2266
m4,d5,t11,AT2267
m4,d5,t12,AT2268
m4,d5,t13,AT2269
m4,d5,t14,AT2270
m4,d5,t15,AT2271
m4,d5,t16,AT2272
m4,d5,t17,AT2273
m4,d5,t18,AT2274
m4,d5,t19,AT2275
m4,d5,t20,AT2276
m4,d5,t21,AT2277
m4,d5,t22,AT2278
m4,d5,t23,AT2279
m4,d5,t24,AT2280
m4,d6,t1,AT2281
m4,d6,t2,AT2282
m4,d6,t3,AT2283
m4,d6,t4,AT2284
m4,d6,t5,AT2285
m4,d6,t6,AT2286
m4,d6,t7,AT2287
m4,d6,t8,AT2288
m4,d6,t9,AT2289
m4,d6,t10,AT2290
m4,d6,t11,AT2291
m4,d6,t12,AT2292
m4,d6,t13,AT2293
m4,d6,t14,AT2294
m4,d6,t15,AT2295
m4,d6,t16,AT2296
m4,d6,t17,AT2297
m4,d6,t18,AT2298
m4,d6,t19,AT2299
m4,d6,t20,AT2300
m4,d6,t21,AT2301
m4,d6,t22,AT2302
m4,d6,t23,AT2303
m4,d6,t24,AT2304
m4,d7,t1,AT2305
m4,d7,t2,AT2306
m4,d7,t3,AT2307
m4,d7,t4,AT2308
m4,d7,t5,AT2309
m4,d7,t6,AT2310
m4,d7,t7,AT2311
m4,d7,t8,AT2312
m4,d7,t9,AT2313
m4,d7,t10,AT2314
m4,d7,t11,AT2315
m4,d7,t12,AT2316
m4,d7,t13,AT2317
m4,d7,t14,AT2318
m4,d7,t15,AT2319
m4,d7,t16,AT2320
m4,d7,t17,AT2321
m4,d7,t18,AT2322
m4,d7,t19,AT2323
m4,d7,t20,AT2324
m4,d7,t21,AT2325
m4,d7,t22,AT2326
m4,d7,t23,AT2327
m4,d7,t24,AT2328
m4,d8,t1,AT2329
m4,d8,t2,AT2330
m4,d8,t3,AT2331
m4,d8,t4,AT2332
m4,d8,t5,AT2333
m4,d8,t6,AT2334
m4,d8,t7,AT2335
m4,d8,t8,AT2336
m4,d8,t9,AT2337
m4,d8,t10,AT2338
m4,d8,t11,AT2339
m4,d8,t12,AT2340
m4,d8,t13,AT2341
m4,d8,t14,AT2342
m4,d8,t15,AT2343
m4,d8,t16,AT2344
m4,d8,t17,AT2345
m4,d8,t18,AT2346
m4,d8,t19,AT2347
m4,d8,t20,AT2348
m4,d8,t21,AT2349
m4,d8,t22,AT2350
m4,d8,t23,AT2351
m4,d8,t24,AT2352
m4,d9,t1,AT2353
m4,d9,t2,AT2354
m4,d9,t3,AT2355
m4,d9,t4,AT2356
m4,d9,t5,AT2357
m4,d9,t6,AT2358
m4,d9,t7,AT2359
m4,d9,t8,AT2360
m4,d9,t9,AT2361
m4,d9,t10,AT2362
m4,d9,t11,AT2363
m4,d9,t12,AT2364
m4,d9,t13,AT2365
m4,d9,t14,AT2366
m4,d9,t15,AT2367
m4,d9,t16,AT2368
m4,d9,t17,AT2369
m4,d9,t18,AT2370
m4,d9,t19,AT2371
m4,d9,t20,AT2372
m4,d9,t21,AT2373
m4,d9,t22,AT2374
m4,d9,t23,AT2375
m4,d9,t24,AT2376
m4,d10,t1,AT2377
m4,d10,t2,AT2378
m4,d10,t3,AT2379
m4,d10,t4,AT2380
m4,d10,t5,AT2381
m4,d10,t6,AT2382
m4,d10,t7,AT2383
m4,d10,t8,AT2384
m4,d10,t9,AT2385
m4,d10,t10,AT2386
m4,d10,t11,AT2387
m4,d10,t12,AT2388
m4,d10,t13,AT2389
m4,d10,t14,AT2390
m4,d10,t15,AT2391
m4,d10,t16,AT2392
m4,d10,t17,AT2393
m4,d10,t18,AT2394
m4,d10,t19,AT2395
m4,d10,t20,AT2396
m4,d10,t21,AT2397
m4,d10,t22,AT2398
m4,d10,t23,AT2399
m4,d10,t24,AT2400
m4,d11,t1,AT2401
m4,d11,t2,AT2402
m4,d11,t3,AT2403
m4,d11,t4,AT2404
m4,d11,t5,AT2405
m4,d11,t6,AT2406
m4,d11,t7,AT2407
m4,d11,t8,AT2408
m4,d11,t9,AT2409
m4,d11,t10,AT2410
m4,d11,t11,AT2411
m4,d11,t12,AT2412
m4,d11,t13,AT2413
m4,d11,t14,AT2414
m4,d11,t15,AT2415
m4,d11,t16,AT2416
m4,d11,t17,AT2417
m4,d11,t18,AT2418
m4,d11,t19,AT2419
m4,d11,t20,AT2420
m4,d11,t21,AT2421
m4,d11,t22,AT2422
m4,d11,t23,AT2423
m4,d11,t24,AT2424
m4,d12,t1,AT2425
m4,d12,t2,AT2426
m4,d12,t3,AT2427
m4,d12,t4,AT2428
m4,d12,t5,AT2429
m4,d12,t6,AT2430
m4,d12,t7,AT2431
m4,d12,t8,AT2432
m4,d12,t9,AT2433
m4,d12,t10,AT2434
m4,d12,t11,AT2435
m4,d12,t12,AT2436
m4,d12,t13,AT2437
m4,d12,t14,AT2438
m4,d12,t15,AT2439
m4,d12,t16,AT2440
m4,d12,t17,AT2441
m4,d12,t18,AT2442
m4,d12,t19,AT2443
m4,d12,t20,AT2444
m4,d12,t21,AT2445
m4,d12,t22,AT2446
m4,d12,t23,AT2447
m4,d12,t24,AT2448
m4,d13,t1,AT2449
m4,d13,t2,AT2450
m4,d13,t3,AT2451
m4,d13,t4,AT2452
m4,d13,t5,AT2453
m4,d13,t6,AT2454
m4,d13,t7,AT2455
m4,d13,t8,AT2456
m4,d13,t9,AT2457
m4,d13,t10,AT2458
m4,d13,t11,AT2459
m4,d13,t12,AT2460
m4,d13,t13,AT2461
m4,d13,t14,AT2462
m4,d13,t15,AT2463
m4,d13,t16,AT2464
m4,d13,t17,AT2465
m4,d13,t18,AT2466
m4,d13,t19,AT2467
m4,d13,t20,AT2468
m4,d13,t21,AT2469
m4,d13,t22,AT2470
m4,d13,t23,AT2471
m4,d13,t24,AT2472
m4,d14,t1,AT2473
m4,d14,t2,AT2474
m4,d14,t3,AT2475
m4,d14,t4,AT2476
m4,d14,t5,AT2477
m4,d14,t6,AT2478
m4,d14,t7,AT2479
m4,d14,t8,AT2480
m4,d14,t9,AT2481
m4,d14,t10,AT2482
m4,d14,t11,AT2483
m4,d14,t12,AT2484
m4,d14,t13,AT2485
m4,d14,t14,AT2486
m4,d14,t15,AT2487
m4,d14,t16,AT2488
m4,d14,t17,AT2489
m4,d14,t18,AT2490
m4,d14,t19,AT2491
m4,d14,t20,AT2492
m4,d14,t21,AT2493
m4,d14,t22,AT2494
m4,d14,t23,AT2495
m4,d14,t24,AT2496
m4,d15,t1,AT2497
m4,d15,t2,AT2498
m4,d15,t3,AT2499
m4,d15,t4,AT2500
m4,d15,t5,AT2501
m4,d15,t6,AT2502
m4,d15,t7,AT2503
m4,d15,t8,AT2504
m4,d15,t9,AT2505
m4,d15,t10,AT2506
m4,d15,t11,AT2507
m4,d15,t12,AT2508
m4,d15,t13,AT2509
m4,d15,t14,AT2510
m4,d15,t15,AT2511
m4,d15,t16,AT2512
m4,d15,t17,AT2513
m4,d15,t18,AT2514
m4,d15,t19,AT2515
m4,d15,t20,AT2516
m4,d15,t21,AT2517
m4,d15,t22,AT2518
m4,d15,t23,AT2519
m4,d15,t24,AT2520
m4,d16,t1,AT2521
m4,d16,t2,AT2522
m4,d16,t3,AT2523
m4,d16,t4,AT2524
m4,d16,t5,AT2525
m4,d16,t6,AT2526
m4,d16,t7,AT2527
m4,d16,t8,AT2528
m4,d16,t9,AT2529
m4,d16,t10,AT2530
m4,d16,t11,AT2531
m4,d16,t12,AT2532
m4,d16,t13,AT2533
m4,d16,t14,AT2534
m4,d16,t15,AT2535
m4,d16,t16,AT2536
m4,d16,t17,AT2537
m4,d16,t18,AT2538
m4,d16,t19,AT2539
m4,d16,t20,AT2540
m4,d16,t21,AT2541
m4,d16,t22,AT2542
m4,d16,t23,AT2543
m4,d16,t24,AT2544
m4,d17,t1,AT2545
m4,d17,t2,AT2546
m4,d17,t3,AT2547
m4,d17,t4,AT2548
m4,d17,t5,AT2549
m4,d17,t6,AT2550
m4,d17,t7,AT2551
m4,d17,t8,AT2552
m4,d17,t9,AT2553
m4,d17,t10,AT2554
m4,d17,t11,AT2555
m4,d17,t12,AT2556
m4,d17,t13,AT2557
m4,d17,t14,AT2558
m4,d17,t15,AT2559
m4,d17,t16,AT2560
m4,d17,t17,AT2561
m4,d17,t18,AT2562
m4,d17,t19,AT2563
m4,d17,t20,AT2564
m4,d17,t21,AT2565
m4,d17,t22,AT2566
m4,d17,t23,AT2567
m4,d17,t24,AT2568
m4,d18,t1,AT2569
m4,d18,t2,AT2570
m4,d18,t3,AT2571
m4,d18,t4,AT2572
m4,d18,t5,AT2573
m4,d18,t6,AT2574
m4,d18,t7,AT2575
m4,d18,t8,AT2576
m4,d18,t9,AT2577
m4,d18,t10,AT2578
m4,d18,t11,AT2579
m4,d18,t12,AT2580
m4,d18,t13,AT2581
m4,d18,t14,AT2582
m4,d18,t15,AT2583
m4,d18,t16,AT2584
m4,d18,t17,AT2585
m4,d18,t18,AT2586
m4,d18,t19,AT2587
m4,d18,t20,AT2588
m4,d18,t21,AT2589
m4,d18,t22,AT2590
m4,d18,t23,AT2591
m4,d18,t24,AT2592
m4,d19,t1,AT2593
m4,d19,t2,AT2594
m4,d19,t3,AT2595
m4,d19,t4,AT2596
m4,d19,t5,AT2597
m4,d19,t6,AT2598
m4,d19,t7,AT2599
m4,d19,t8,AT2600
m4,d19,t9,AT2601
m4,d19,t10,AT2602
m4,d19,t11,AT2603
m4,d19,t12,AT2604
m4,d19,t13,AT2605
m4,d19,t14,AT2606
m4,d19,t15,AT2607
m4,d19,t16,AT2608
m4,d19,t17,AT2609
m4,d19,t18,AT2610
m4,d19,t19,AT2611
m4,d19,t20,AT2612
m4,d19,t21,AT2613
m4,d19,t22,AT2614
m4,d19,t23,AT2615
m4,d19,t24,AT2616
m4,d20,t1,AT2617
m4,d20,t2,AT2618
m4,d20,t3,AT2619
m4,d20,t4,AT2620
m4,d20,t5,AT2621
m4,d20,t6,AT2622
m4,d20,t7,AT2623
m4,d20,t8,AT2624
m4,d20,t9,AT2625
m4,d20,t10,AT2626
m4,d20,t11,AT2627
m4,d20,t12,AT2628
m4,d20,t13,AT2629
m4,d20,t14,AT2630
m4,d20,t15,AT2631
m4,d20,t16,AT2632
m4,d20,t17,AT2633
m4,d20,t18,AT2634
m4,d20,t19,AT2635
m4,d20,t20,AT2636
m4,d20,t21,AT2637
m4,d20,t22,AT2638
m4,d20,t23,AT2639
m4,d20,t24,AT2640
m4,d21,t1,AT2641
m4,d21,t2,AT2642
m4,d21,t3,AT2643
m4,d21,t4,AT2644
m4,d21,t5,AT2645
m4,d21,t6,AT2646
m4,d21,t7,AT2647
m4,d21,t8,AT2648
m4,d21,t9,AT2649
m4,d21,t10,AT2650
m4,d21,t11,AT2651
m4,d21,t12,AT2652
m4,d21,t13,AT2653
m4,d21,t14,AT2654
m4,d21,t15,AT2655
m4,d21,t16,AT2656
m4,d21,t17,AT2657
m4,d21,t18,AT2658
m4,d21,t19,AT2659
m4,d21,t20,AT2660
m4,d21,t21,AT2661
m4,d21,t22,AT2662
m4,d21,t23,AT2663
m4,d21,t24,AT2664
m4,d22,t1,AT2665
m4,d22,t2,AT2666
m4,d22,t3,AT2667
m4,d22,t4,AT2668
m4,d22,t5,AT2669
m4,d22,t6,AT2670
m4,d22,t7,AT2671
m4,d22,t8,AT2672
m4,d22,t9,AT2673
m4,d22,t10,AT2674
m4,d22,t11,AT2675
m4,d22,t12,AT2676
m4,d22,t13,AT2677
m4,d22,t14,AT2678
m4,d22,t15,AT2679
m4,d22,t16,AT2680
m4,d22,t17,AT2681
m4,d22,t18,AT2682
m4,d22,t19,AT2683
m4,d22,t20,AT2684
m4,d22,t21,AT2685
m4,d22,t22,AT2686
m4,d22,t23,AT2687
m4,d22,t24,AT2688
m4,d23,t1,AT2689
m4,d23,t2,AT2690
m4,d23,t3,AT2691
m4,d23,t4,AT2692
m4,d23,t5,AT2693
m4,d23,t6,AT2694
m4,d23,t7,AT2695
m4,d23,t8,AT2696
m4,d23,t9,AT2697
m4,d23,t10,AT2698
m4,d23,t11,AT2699
m4,d23,t12,AT2700
m4,d23,t13,AT2701
m4,d23,t14,AT2702
m4,d23,t15,AT2703
m4,d23,t16,AT2704
m4,d23,t17,AT2705
m4,d23,t18,AT2706
m4,d23,t19,AT2707
m4,d23,t20,AT2708
m4,d23,t21,AT2709
m4,d23,t22,AT2710
m4,d23,t23,AT2711
m4,d23,t24,AT2712
m4,d24,t1,AT2713
m4,d24,t2,AT2714
m4,d24,t3,AT2715
m4,d24,t4,AT2716
m4,d24,t5,AT2717
m4,d24,t6,AT2718
m4,d24,t7,AT2719
m4,d24,t8,AT2720
m4,d24,t9,AT2721
m4,d24,t10,AT2722
m4,d24,t11,AT2723
m4,d24,t12,AT2724
m4,d24,t13,AT2725
m4,d24,t14,AT2726
m4,d24,t15,AT2727
m4,d24,t16,AT2728
m4,d24,t17,AT2729
m4,d24,t18,AT2730
m4,d24,t19,AT2731
m4,d24,t20,AT2732
m4,d24,t21,AT2733
m4,d24,t22,AT2734
m4,d24,t23,AT2735
m4,d24,t24,AT2736
m4,d25,t1,AT2737
m4,d25,t2,AT2738
m4,d25,t3,AT2739
m4,d25,t4,AT2740
m4,d25,t5,AT2741
m4,d25,t6,AT2742
m4,d25,t7,AT2743
m4,d25,t8,AT2744
m4,d25,t9,AT2745
m4,d25,t10,AT2746
m4,d25,t11,AT2747
m4,d25,t12,AT2748
m4,d25,t13,AT2749
m4,d25,t14,AT2750
m4,d25,t15,AT2751
m4,d25,t16,AT2752
m4,d25,t17,AT2753
m4,d25,t18,AT2754
m4,d25,t19,AT2755
m4,d25,t20,AT2756
m4,d25,t21,AT2757
m4,d25,t22,AT2758
m4,d25,t23,AT2759
m4,d25,t24,AT2760
m4,d26,t1,AT2761
m4,d26,t2,AT2762
m4,d26,t3,AT2763
m4,d26,t4,AT2764
m4,d26,t5,AT2765
m4,d26,t6,AT2766
m4,d26,t7,AT2767
m4,d26,t8,AT2768
m4,d26,t9,AT2769
m4,d26,t10,AT2770
m4,d26,t11,AT2771
m4,d26,t12,AT2772
m4,d26,t13,AT2773
m4,d26,t14,AT2774
m4,d26,t15,AT2775
m4,d26,t16,AT2776
m4,d26,t17,AT2777
m4,d26,t18,AT2778
m4,d26,t19,AT2779
m4,d26,t20,AT2780
m4,d26,t21,AT2781
m4,d26,t22,AT2782
m4,d26,t23,AT2783
m4,d26,t24,AT2784
m4,d27,t1,AT2785
m4,d27,t2,AT2786
m4,d27,t3,AT2787
m4,d27,t4,AT2788
m4,d27,t5,AT2789
m4,d27,t6,AT2790
m4,d27,t7,AT2791
m4,d27,t8,AT2792
m4,d27,t9,AT2793
m4,d27,t10,AT2794
m4,d27,t11,AT2795
m4,d27,t12,AT2796
m4,d27,t13,AT2797
m4,d27,t14,AT2798
m4,d27,t15,AT2799
m4,d27,t16,AT2800
m4,d27,t17,AT2801
m4,d27,t18,AT2802
m4,d27,t19,AT2803
m4,d27,t20,AT2804
m4,d27,t21,AT2805
m4,d27,t22,AT2806
m4,d27,t23,AT2807
m4,d27,t24,AT2808
m4,d28,t1,AT2809
m4,d28,t2,AT2810
m4,d28,t3,AT2811
m4,d28,t4,AT2812
m4,d28,t5,AT2813
m4,d28,t6,AT2814
m4,d28,t7,AT2815
m4,d28,t8,AT2816
m4,d28,t9,AT2817
m4,d28,t10,AT2818
m4,d28,t11,AT2819
m4,d28,t12,AT2820
m4,d28,t13,AT2821
m4,d28,t14,AT2822
m4,d28,t15,AT2823
m4,d28,t16,AT2824
m4,d28,t17,AT2825
m4,d28,t18,AT2826
m4,d28,t19,AT2827
m4,d28,t20,AT2828
m4,d28,t21,AT2829
m4,d28,t22,AT2830
m4,d28,t23,AT2831
m4,d28,t24,AT2832
m4,d29,t1,AT2833
m4,d29,t2,AT2834
m4,d29,t3,AT2835
m4,d29,t4,AT2836
m4,d29,t5,AT2837
m4,d29,t6,AT2838
m4,d29,t7,AT2839
m4,d29,t8,AT2840
m4,d29,t9,AT2841
m4,d29,t10,AT2842
m4,d29,t11,AT2843
m4,d29,t12,AT2844
m4,d29,t13,AT2845
m4,d29,t14,AT2846
m4,d29,t15,AT2847
m4,d29,t16,AT2848
m4,d29,t17,AT2849
m4,d29,t18,AT2850
m4,d29,t19,AT2851
m4,d29,t20,AT2852
m4,d29,t21,AT2853
m4,d29,t22,AT2854
m4,d29,t23,AT2855
m4,d29,t24,AT2856
m4,d30,t1,AT2857
m4,d30,t2,AT2858
m4,d30,t3,AT2859
m4,d30,t4,AT2860
m4,d30,t5,AT2861
m4,d30,t6,AT2862
m4,d30,t7,AT2863
m4,d30,t8,AT2864
m4,d30,t9,AT2865
m4,d30,t10,AT2866
m4,d30,t11,AT2867
m4,d30,t12,AT2868
m4,d30,t13,AT2869
m4,d30,t14,AT2870
m4,d30,t15,AT2871
m4,d30,t16,AT2872
m4,d30,t17,AT2873
m4,d30,t18,AT2874
m4,d30,t19,AT2875
m4,d30,t20,AT2876
m4,d30,t21,AT2877
m4,d30,t22,AT2878
m4,d30,t23,AT2879
m4,d30,t24,AT2880
m5,d1,t1,AT2881
m5,d1,t2,AT2882
m5,d1,t3,AT2883
m5,d1,t4,AT2884
m5,d1,t5,AT2885
m5,d1,t6,AT2886
m5,d1,t7,AT2887
m5,d1,t8,AT2888
m5,d1,t9,AT2889
m5,d1,t10,AT2890
m5,d1,t11,AT2891
m5,d1,t12,AT2892
m5,d1,t13,AT2893
m5,d1,t14,AT2894
m5,d1,t15,AT2895
m5,d1,t16,AT2896
m5,d1,t17,AT2897
m5,d1,t18,AT2898
m5,d1,t19,AT2899
m5,d1,t20,AT2900
m5,d1,t21,AT2901
m5,d1,t22,AT2902
m5,d1,t23,AT2903
m5,d1,t24,AT2904
m5,d2,t1,AT2905
m5,d2,t2,AT2906
m5,d2,t3,AT2907
m5,d2,t4,AT2908
m5,d2,t5,AT2909
m5,d2,t6,AT2910
m5,d2,t7,AT2911
m5,d2,t8,AT2912
m5,d2,t9,AT2913
m5,d2,t10,AT2914
m5,d2,t11,AT2915
m5,d2,t12,AT2916
m5,d2,t13,AT2917
m5,d2,t14,AT2918
m5,d2,t15,AT2919
m5,d2,t16,AT2920
m5,d2,t17,AT2921
m5,d2,t18,AT2922
m5,d2,t19,AT2923
m5,d2,t20,AT2924
m5,d2,t21,AT2925
m5,d2,t22,AT2926
m5,d2,t23,AT2927
m5,d2,t24,AT2928
m5,d3,t1,AT2929
m5,d3,t2,AT2930
m5,d3,t3,AT2931
m5,d3,t4,AT2932
m5,d3,t5,AT2933
m5,d3,t6,AT2934
m5,d3,t7,AT2935
m5,d3,t8,AT2936
m5,d3,t9,AT2937
m5,d3,t10,AT2938
m5,d3,t11,AT2939
m5,d3,t12,AT2940
m5,d3,t13,AT2941
m5,d3,t14,AT2942
m5,d3,t15,AT2943
m5,d3,t16,AT2944
m5,d3,t17,AT2945
m5,d3,t18,AT2946
m5,d3,t19,AT2947
m5,d3,t20,AT2948
m5,d3,t21,AT2949
m5,d3,t22,AT2950
m5,d3,t23,AT2951
m5,d3,t24,AT2952
m5,d4,t1,AT2953
m5,d4,t2,AT2954
m5,d4,t3,AT2955
m5,d4,t4,AT2956
m5,d4,t5,AT2957
m5,d4,t6,AT2958
m5,d4,t7,AT2959
m5,d4,t8,AT2960
m5,d4,t9,AT2961
m5,d4,t10,AT2962
m5,d4,t11,AT2963
m5,d4,t12,AT2964
m5,d4,t13,AT2965
m5,d4,t14,AT2966
m5,d4,t15,AT2967
m5,d4,t16,AT2968
m5,d4,t17,AT2969
m5,d4,t18,AT2970
m5,d4,t19,AT2971
m5,d4,t20,AT2972
m5,d4,t21,AT2973
m5,d4,t22,AT2974
m5,d4,t23,AT2975
m5,d4,t24,AT2976
m5,d5,t1,AT2977
m5,d5,t2,AT2978
m5,d5,t3,AT2979
m5,d5,t4,AT2980
m5,d5,t5,AT2981
m5,d5,t6,AT2982
m5,d5,t7,AT2983
m5,d5,t8,AT2984
m5,d5,t9,AT2985
m5,d5,t10,AT2986
m5,d5,t11,AT2987
m5,d5,t12,AT2988
m5,d5,t13,AT2989
m5,d5,t14,AT2990
m5,d5,t15,AT2991
m5,d5,t16,AT2992
m5,d5,t17,AT2993
m5,d5,t18,AT2994
m5,d5,t19,AT2995
m5,d5,t20,AT2996
m5,d5,t21,AT2997
m5,d5,t22,AT2998
m5,d5,t23,AT2999
m5,d5,t24,AT3000
m5,d6,t1,AT3001
m5,d6,t2,AT3002
m5,d6,t3,AT3003
m5,d6,t4,AT3004
m5,d6,t5,AT3005
m5,d6,t6,AT3006
m5,d6,t7,AT3007
m5,d6,t8,AT3008
m5,d6,t9,AT3009
m5,d6,t10,AT3010
m5,d6,t11,AT3011
m5,d6,t12,AT3012
m5,d6,t13,AT3013
m5,d6,t14,AT3014
m5,d6,t15,AT3015
m5,d6,t16,AT3016
m5,d6,t17,AT3017
m5,d6,t18,AT3018
m5,d6,t19,AT3019
m5,d6,t20,AT3020
m5,d6,t21,AT3021
m5,d6,t22,AT3022
m5,d6,t23,AT3023
m5,d6,t24,AT3024
m5,d7,t1,AT3025
m5,d7,t2,AT3026
m5,d7,t3,AT3027
m5,d7,t4,AT3028
m5,d7,t5,AT3029
m5,d7,t6,AT3030
m5,d7,t7,AT3031
m5,d7,t8,AT3032
m5,d7,t9,AT3033
m5,d7,t10,AT3034
m5,d7,t11,AT3035
m5,d7,t12,AT3036
m5,d7,t13,AT3037
m5,d7,t14,AT3038
m5,d7,t15,AT3039
m5,d7,t16,AT3040
m5,d7,t17,AT3041
m5,d7,t18,AT3042
m5,d7,t19,AT3043
m5,d7,t20,AT3044
m5,d7,t21,AT3045
m5,d7,t22,AT3046
m5,d7,t23,AT3047
m5,d7,t24,AT3048
m5,d8,t1,AT3049
m5,d8,t2,AT3050
m5,d8,t3,AT3051
m5,d8,t4,AT3052
m5,d8,t5,AT3053
m5,d8,t6,AT3054
m5,d8,t7,AT3055
m5,d8,t8,AT3056
m5,d8,t9,AT3057
m5,d8,t10,AT3058
m5,d8,t11,AT3059
m5,d8,t12,AT3060
m5,d8,t13,AT3061
m5,d8,t14,AT3062
m5,d8,t15,AT3063
m5,d8,t16,AT3064
m5,d8,t17,AT3065
